protocol,rule,partition,scope,model,scenes,outcome_selected,pairwise_ADE,center_shift_m,feasible_rate,mean_PDMS
eval,practical,FULL64,unselected,original_grpo_11970,886,True,0.1700049186005566,0.5067210389431523,0.9519610609480813,95.27065297863864
eval,practical,FULL64,unselected,psi_sft,886,True,0.3062094299345536,0.428126098171852,0.920763967268623,92.53235779393587
eval,practical,A,selected_posthoc,official_il,114,True,0.17250749972044377,0.0,0.8818530701754386,92.22673115861772
eval,practical,A,selected_posthoc,original_grpo_11970,114,True,0.17272361714327544,0.44053533568716885,0.9021381578947368,93.46735312746453
eval,practical,A,selected_posthoc,psi_sft,114,True,0.3126398204711446,0.5433310758518545,0.9054276315789473,93.27986099365452
eval,practical,A,all_available1000,official_il,1000,False,0.1446055865008384,0.0,0.939875,92.19134541563905
eval,practical,A,all_available1000,original_grpo_11970,1000,False,0.17018548591621221,0.49910549718886615,0.94625,95.06414482185762
eval,practical,A,all_available1000,psi_sft,1000,False,0.30649160701781514,0.44229540311545135,0.918375,92.55991188396513
eval,practical,A,unselected,official_il,886,True,0.141015498343914,0.0,0.9473405756207675,92.18679239679078
eval,practical,A,unselected,original_grpo_11970,886,True,0.16985890921205282,0.5066416127771206,0.95192579006772,95.26960108953348
eval,practical,A,unselected,psi_sft,886,True,0.3057005276344296,0.4292953278423701,0.9200409142212189,92.46727734840691
eval,practical,B,selected_posthoc,official_il,114,True,0.17246703783932485,0.0,0.8813048245614035,92.18319399781745
eval,practical,B,selected_posthoc,original_grpo_11970,114,True,0.17225076241843534,0.44005427653329415,0.8980263157894737,93.32243238765375
eval,practical,B,selected_posthoc,psi_sft,114,True,0.3138354692542762,0.5418109710802111,0.9002192982456141,92.99734561143808
eval,practical,B,all_available1000,official_il,1000,False,0.14513878460787236,0.0,0.93915625,92.16205186066037
eval,practical,B,all_available1000,original_grpo_11970,1000,False,0.17039030911400915,0.49925880499184133,0.94584375,95.04948780501354
eval,practical,B,all_available1000,psi_sft,1000,False,0.3075296858549118,0.4410620844811201,0.9190625,92.64302767986979
eval,practical,B,unselected,official_il,886,True,0.14162250823271935,0.0,0.9465998871331829,92.15933154052954
eval,practical,B,unselected,original_grpo_11970,886,True,0.1701509279890604,0.5068765434165302,0.9519963318284425,95.27170486774382
eval,practical,B,unselected,psi_sft,886,True,0.30671833223467754,0.4280989094559549,0.9214870203160271,92.59743823946485
native_grpo,directional,FULL64,selected_posthoc,official_il,293,True,1.995366356173473,0.0,0.753839590443686,75.6181868184768
native_grpo,directional,FULL64,selected_posthoc,original_grpo_11970,293,True,1.9924008670317028,0.5250640332495393,0.7540529010238908,80.6189307142054
native_grpo,directional,FULL64,selected_posthoc,psi_sft,293,True,2.2489201939146675,0.5255005504084121,0.754106228668942,76.71533393543177
native_grpo,directional,FULL64,all_available1000,official_il,1000,False,1.995544300764799,0.0,0.690859375,69.22866064523298
native_grpo,directional,FULL64,all_available1000,original_grpo_11970,1000,False,1.9950876265764237,0.4981897150427103,0.770484375,79.05744500932045
native_grpo,directional,FULL64,all_available1000,psi_sft,1000,False,2.2587595948278905,0.4998293027728796,0.623640625,65.7063664057178
native_grpo,directional,FULL64,unselected,official_il,707,True,1.995618045835886,0.0,0.6647586633663366,66.5806674786694
native_grpo,directional,FULL64,unselected,original_grpo_11970,707,True,1.9962010926960887,0.4870522677519028,0.7772940240452617,78.41032292794662
native_grpo,directional,FULL64,unselected,psi_sft,707,True,2.2628373097749543,0.48919044059860656,0.5695721357850071,61.143951290857544
native_grpo,directional,A,selected_posthoc,official_il,293,True,1.9974899888038635,0.0,0.753839590443686,75.53775911004305
native_grpo,directional,A,selected_posthoc,original_grpo_11970,293,True,1.9951723669576156,0.5256278177424503,0.753839590443686,80.52761095243122
native_grpo,directional,A,selected_posthoc,psi_sft,293,True,2.2504698390033058,0.5370942246003566,0.7550127986348123,76.83050636628792
native_grpo,directional,A,all_available1000,official_il,1000,False,1.995303087890148,0.0,0.6915,69.34533887340262
native_grpo,directional,A,all_available1000,original_grpo_11970,1000,False,1.9954404391050338,0.49856067841500046,0.77009375,79.07165942517965
native_grpo,directional,A,all_available1000,psi_sft,1000,False,2.258410372555256,0.509642699431628,0.6223125,65.79942795008621
native_grpo,directional,A,unselected,official_il,707,True,1.9943967767618334,0.0,0.6656647807637907,66.77903175977372
native_grpo,directional,A,unselected,original_grpo_11970,707,True,1.9955515354829596,0.48734332081536424,0.7768299151343706,78.46827357300891
native_grpo,directional,A,unselected,psi_sft,707,True,2.261701145300265,0.49826604190059903,0.567317892503536,61.22784948340008
native_grpo,directional,B,selected_posthoc,official_il,293,True,1.9932427235430825,0.0,0.753839590443686,75.69861452691056
native_grpo,directional,B,selected_posthoc,original_grpo_11970,293,True,1.9896293671057899,0.5248137336898175,0.7542662116040956,80.7102504759796
native_grpo,directional,B,selected_posthoc,psi_sft,293,True,2.2473705488260287,0.5317085699111528,0.7531996587030717,76.6001615045756
native_grpo,directional,B,all_available1000,official_il,1000,False,1.99578551363945,0.0,0.69021875,69.11198241706329
native_grpo,directional,B,all_available1000,original_grpo_11970,1000,False,1.9947348140478134,0.49815053497999906,0.770875,79.04323059346123
native_grpo,directional,B,all_available1000,psi_sft,1000,False,2.259108817100525,0.5081246915459633,0.62496875,65.61330486134936
native_grpo,directional,B,unselected,official_il,707,True,1.996839314909939,0.0,0.6638525459688827,66.38230319756507
native_grpo,directional,B,unselected,original_grpo_11970,707,True,1.9968506499092178,0.4871005813421252,0.7777581329561527,78.35237228288433
native_grpo,directional,B,unselected,psi_sft,707,True,2.263973474249644,0.4983508918840106,0.571826379066478,61.06005309831502
native_grpo,practical,FULL64,selected_posthoc,official_il,183,True,1.9957013568265842,0.0,0.686219262295082,72.30497426162182
native_grpo,practical,FULL64,selected_posthoc,original_grpo_11970,183,True,1.993070670164348,0.4750745504931674,0.7051741803278688,77.30310265382327
native_grpo,practical,FULL64,selected_posthoc,psi_sft,183,True,2.2474245600035934,0.5751370799834611,0.7062841530054644,73.30332723549857
native_grpo,practical,FULL64,all_available1000,official_il,1000,False,1.995544300764799,0.0,0.690859375,69.22866064523298
native_grpo,practical,FULL64,all_available1000,original_grpo_11970,1000,False,1.9950876265764237,0.4981897150427103,0.770484375,79.05744500932045
native_grpo,practical,FULL64,all_available1000,psi_sft,1000,False,2.2587595948278905,0.4998293027728796,0.623640625,65.7063664057178
native_grpo,practical,FULL64,unselected,official_il,817,True,1.99550912174484,0.0,0.6918987148102815,68.5395965181838
native_grpo,practical,FULL64,unselected,original_grpo_11970,817,True,1.9955394050628494,0.5033672855599274,0.7851132190942472,79.45040051856888
native_grpo,practical,FULL64,unselected,psi_sft,817,True,2.26129853163676,0.48296109808556453,0.6051292839657283,64.00472156869225
native_grpo,practical,A,selected_posthoc,official_il,183,True,1.9962076023628152,0.0,0.6857923497267759,72.27335987946924
native_grpo,practical,A,selected_posthoc,original_grpo_11970,183,True,1.9941897610497605,0.4753225876903925,0.7013319672131147,77.07220968174934
native_grpo,practical,A,selected_posthoc,psi_sft,183,True,2.2449345256461473,0.5875329943017555,0.7074795081967213,73.35036380855868
native_grpo,practical,A,all_available1000,official_il,1000,False,1.995303087890148,0.0,0.6915,69.34533887340262
native_grpo,practical,A,all_available1000,original_grpo_11970,1000,False,1.9954404391050338,0.49856067841500046,0.77009375,79.07165942517965
native_grpo,practical,A,all_available1000,psi_sft,1000,False,2.258410372555256,0.509642699431628,0.6223125,65.79942795008621
native_grpo,practical,A,unselected,official_il,817,True,1.9951004855052057,0.0,0.6927784577723378,68.68949083899602
native_grpo,practical,A,unselected,original_grpo_11970,817,True,1.9957205787428736,0.5037657831917486,0.7854957160342717,79.51951658925277
native_grpo,practical,A,unselected,psi_sft,817,True,2.261428830308459,0.49219603607638523,0.6032359241126071,64.1080922559608
native_grpo,practical,B,selected_posthoc,official_il,183,True,1.9951951112903532,0.0,0.686646174863388,72.33658864377442
native_grpo,practical,B,selected_posthoc,original_grpo_11970,183,True,1.9919515792789355,0.47518823108549324,0.7090163934426229,77.53399562589722
native_grpo,practical,B,selected_posthoc,psi_sft,183,True,2.2499145943610395,0.5782788869787435,0.7050887978142076,73.25629066243839
native_grpo,practical,B,all_available1000,official_il,1000,False,1.99578551363945,0.0,0.69021875,69.11198241706329
native_grpo,practical,B,all_available1000,original_grpo_11970,1000,False,1.9947348140478134,0.49815053497999906,0.770875,79.04323059346123
native_grpo,practical,B,all_available1000,psi_sft,1000,False,2.259108817100525,0.5081246915459633,0.62496875,65.61330486134936
native_grpo,practical,B,unselected,official_il,817,True,1.9959177579844742,0.0,0.6910189718482252,68.38970219737159
native_grpo,practical,B,unselected,original_grpo_11970,817,True,1.9953582313828253,0.5032938662072874,0.7847307221542228,79.381284447885
native_grpo,practical,B,unselected,psi_sft,817,True,2.2611682329650606,0.49241083871340663,0.6070226438188494,63.90135088142367
