family,step,checkpoint,protocol,n_valid,PDMS,NC,DAC,TTC,EP,DDC,Comfort,feasible,zero_score
v6_lfp,2100,eval_lfp-step_2100,historical_seed0_common_noise,12138,87.18782961697242,96.63453616740813,95.30400395452298,90.73982534190147,85.89384607950628,97.45015653320152,99.98352282089307,84.01713626627122,7.793705717581149
v6_lfp,3300,eval_lfp-step_3300,historical_seed0_common_noise,12138,87.05852393941451,96.32970835392982,95.40286702916461,90.37732740154885,85.95598636874394,97.42956005931785,99.99176141044653,83.72878563189981,8.00790904597133
psi_sr,0,sft_epoch11,historical_independent_eval_seeds,12138,87.67243811626906,97.99802273850716,94.98269896193771,93.9199209095403,83.85466421598063,97.26066897347174,99.97528423133959,86.47223595320482,6.772120612951063
psi_sr,300,step_00000300,historical_independent_eval_seeds,12138,88.45762895269431,97.74262646234965,95.90542099192618,93.87872796177294,84.7728921015419,96.11138573076289,100.0,86.17564672927995,6.187180754654803
psi_sr,600,step_00000600,historical_independent_eval_seeds,12138,88.80150642108973,98.4840995221618,95.86422804415884,95.47701433514582,83.69817365572094,97.09177788762564,100.0,88.8531883341572,5.453946284396111
psi_sr,900,step_00000900,historical_independent_eval_seeds,12138,88.44071594449734,97.56137749217334,96.04547701433515,93.68924040204317,84.62224088635249,96.36266271214367,99.99176141044653,86.53814466963256,6.195419344208272
psi_sr,1200,step_00001200,historical_independent_eval_seeds,12138,88.57478463417456,97.41720217498764,95.96309111880046,93.63980886472237,85.2502923689852,96.45740649200857,100.0,86.48047454275827,6.442577030812324
psi_sr,1500,step_00001500,historical_independent_eval_seeds,12138,87.81686391191934,97.23595320481134,95.26281100675564,92.6347009391992,85.33782902503691,95.13099357390014,100.0,83.99242049761081,7.274674575712638
psi_sr,1800,step_00001800,historical_independent_eval_seeds,12138,89.01295195045867,97.92799472730267,95.71593343219641,94.52957653649695,85.48242489349886,96.73339924204976,100.0,87.23842478167738,6.129510627780524
psi_sr,2100,step_00002100,historical_independent_eval_seeds,12138,89.2649636701621,98.33580491019937,96.17729444719065,95.45229856648541,84.52039896632529,96.95584115999341,100.0,88.88614269237107,5.338606030647553
psi_sr,2400,step_00002400,historical_independent_eval_seeds,12138,88.44574850488382,97.61080902949415,95.29576536496953,92.96424452133795,86.30488194507406,96.79518866370077,99.99176141044653,85.71428571428571,6.846267918932279
psi_sr,2700,step_00002700,historical_independent_eval_seeds,12138,89.24984735856427,98.34404349975284,96.06195419344208,95.26281100675564,84.68689073268266,96.81166584280771,99.99176141044653,88.63074641621354,5.41275333662877
psi_sr,3000,step_00003000,historical_independent_eval_seeds,12138,89.50284357480156,98.09276651837206,95.90542099192618,94.99917614104464,85.78691443275488,97.15768660405338,100.0,88.62250782666008,5.767012687427912
psi_sr,3300,step_00003300,historical_independent_eval_seeds,12138,87.55697388218856,97.56137749217334,95.47701433514582,94.07645411105618,83.01338961888487,93.76750700280112,100.0,83.98418190805734,6.755643433844126
psi_sr,3600,step_00003600,historical_independent_eval_seeds,12138,89.87524162167527,98.16691382435327,96.55626956665019,95.27928818586258,85.65755327266035,96.45328719723183,100.0,88.53188334157193,5.107925523150437
psi_sr,3900,step_00003900,historical_independent_eval_seeds,12138,88.83109734090388,97.68907563025209,95.65826330532214,93.1866864392816,86.49943330776074,95.7859614434009,100.0,85.17877739331027,6.417861262151919
psi_sr,4200,step_00004200,historical_independent_eval_seeds,12138,88.17751899788732,97.75910364145658,94.9085516559565,93.57390014829461,85.58839496238629,97.47487230186192,100.0,86.28274839347505,7.085187015982863
psi_sr,4500,step_00004500,historical_independent_eval_seeds,12138,87.23015511669996,97.80441588400066,94.07645411105618,93.68924040204317,84.17961876089822,96.86521667490526,100.0,85.45065084857472,7.810182896688087
psi_sr,4800,step_00004800,historical_independent_eval_seeds,12138,88.16173953964726,98.3152084363157,95.0898006261328,95.25457241720218,83.35057024504007,97.38012852199704,99.96704564178613,88.11171527434503,6.327236777063766
psi_sr,5100,step_00005100,historical_independent_eval_seeds,12138,89.80441362653775,98.46762234305487,96.77871148459384,95.83127368594496,84.63314434746493,96.84050090624486,100.0,89.58642280441589,4.621848739495799
psi_sr,5400,step_00005400,historical_independent_eval_seeds,12138,88.73906628959826,97.38012852199704,95.8724666337123,92.54407645411106,86.57566785795056,96.25556104794859,99.99176141044653,85.42593507991431,6.46729279947273
psi_sr,5700,step_00005700,historical_independent_eval_seeds,12138,88.86161148729325,97.3389355742297,95.8724666337123,93.0548690064261,86.61054518686949,96.10726643598616,100.0,85.57422969187675,6.549678695007414
psi_sr,6000,step_00006000,historical_independent_eval_seeds,12138,88.38265007983908,97.56549678695008,95.42758279782501,93.58213873784807,85.27929477073542,96.605701103971,100.0,86.38161146811666,6.7144504860767835
psi_sr,6300,step_00006300,historical_independent_eval_seeds,12138,88.96439984295755,98.19162959301367,95.65002471576865,95.00741473059811,84.94804167977823,96.94760257043994,100.0,87.64211566979732,5.972977426264624
psi_sr,6600,step_00006600,historical_independent_eval_seeds,12138,86.89775512975702,97.15356730927665,94.34008897676718,92.20629428241885,84.74178640803395,96.51095732410612,100.0,83.8935574229692,8.22211237436151
psi_sr,6900,step_00006900,historical_independent_eval_seeds,12138,89.35768256448024,97.80853517877739,96.35854341736695,93.74691052891745,86.28959660509766,96.55626956665019,100.0,87.10660734882188,5.651672433679354
psi_sr,7200,step_00007200,historical_independent_eval_seeds,12138,87.52269468783074,96.29263470093919,95.0650848574724,90.78101828966881,86.91472357645459,96.05783489866535,99.99176141044653,83.04498269896193,8.304498269896193
psi_sr,7500,step_00007500,historical_independent_eval_seeds,12138,88.61216410017273,97.54078101828966,95.58411599934091,93.71395617070357,85.70290402933145,95.50584939858297,99.98352282089307,85.45065084857472,6.648541769649036
psi_sr,7800,step_00007800,historical_independent_eval_seeds,12138,89.51271256177209,97.98154555940023,96.21848739495799,94.57900807381776,86.0435790958161,96.1731751524139,100.0,87.26314055033778,5.626956665018948
psi_sr,8100,step_00008100,historical_independent_eval_seeds,12138,89.3846435662896,98.37287856318999,96.09490855165596,95.04860767836546,85.26885460594947,97.61492832427089,99.98352282089307,89.02619871478002,5.346844620201022
psi_sr,8400,step_00008400,historical_independent_eval_seeds,12138,89.00900964551734,98.07628933926512,95.7488877904103,95.08156203657934,84.75946665452985,96.89817103311913,99.98352282089307,87.97165925193607,5.8988301202834075
psi_sr,8700,step_00008700,historical_independent_eval_seeds,12138,89.52070966585038,97.66435986159169,96.3173504695996,93.82105783489867,86.75366619136797,96.35854341736695,100.0,87.08189158016147,5.808205635195255
psi_sr,9000,step_00009000,historical_independent_eval_seeds,12138,89.13590039335904,97.64376338770802,96.25144175317186,93.54094579008074,86.24374116300187,96.1855330367441,99.96704564178613,86.62876915472071,5.915307299390345
psi_sr,9300,step_00009300,historical_independent_eval_seeds,12138,88.99066034303084,97.19887955182072,95.99604547701433,92.99719887955182,86.91148503111154,94.8838358872961,99.99176141044653,84.37963420662382,6.590871642774757
psi_sr,9600,step_00009600,historical_independent_eval_seeds,12138,87.50369332002579,96.68808699950569,95.4852529246993,91.6955017301038,85.62073028558363,93.94051738342397,99.96704564178613,81.87510298236941,7.612456747404845
psi_sr,9900,step_00009900,historical_independent_eval_seeds,12138,89.70946162834073,97.80029658922392,96.55626956665019,94.57900807381776,86.23220300120671,95.67885977920581,99.99176141044653,86.98302850551985,5.478662053056517
psi_sr,10200,step_00010200,historical_independent_eval_seeds,12138,89.99274842529088,98.12160158180919,96.70456417861261,94.40599769319492,86.64483361948051,96.43269072334816,100.0,87.83984181908058,4.951392321634536
psi_sr,10500,step_00010500,historical_independent_eval_seeds,12138,89.88598025387954,98.36052067885977,96.95172186521668,95.6417861262152,84.83007668834908,97.28126544735541,100.0,89.82534190146647,4.555940023068051
psi_sr,10800,step_00010800,historical_independent_eval_seeds,12138,90.1260050418219,97.8579667160982,96.65513264129181,94.00230680507498,87.58178212179567,96.57686604053386,100.0,87.47734387872796,5.338606030647553
psi_sr,11100,step_00011100,historical_independent_eval_seeds,12138,90.13853276256387,97.78793870489372,97.21535673092767,94.5954852529247,86.34281310811394,96.53155379798979,99.99176141044653,88.28472565496787,4.860767836546383
psi_sr,11400,step_00011400,historical_independent_eval_seeds,12138,89.65821211873721,97.75498434667985,96.77047289504037,93.61509309606195,86.74536090934158,96.74163783160323,99.99176141044653,87.35376503542594,5.297413082880211
psi_sr,11700,step_00011700,historical_independent_eval_seeds,12138,90.12289110314474,97.89092107431208,96.85285879057506,94.1011698797166,87.11161620749476,97.10825506673257,99.99176141044653,88.4083044982699,5.03377821716922
psi_sr,12000,step_00012000,historical_independent_eval_seeds,12138,90.20206403204796,97.84148953699126,96.91052891744934,93.98582962596804,87.39733620971364,96.20612951062778,100.0,87.35376503542594,5.074971164936563
psi_sr,12300,step_00012300,historical_independent_eval_seeds,12138,89.78983552555749,97.94447190640963,96.51507661888284,94.4142362827484,86.47220859146326,96.4738836711155,100.0,87.66683143845773,5.379798978414895
psi_sr,12600,step_00012600,historical_independent_eval_seeds,12138,89.45908164729518,97.48723018619212,96.17729444719065,93.68100181248971,87.09175257441544,95.7859614434009,99.99176141044653,86.159169550173,6.187180754654803
psi_sr,12900,step_00012900,historical_independent_eval_seeds,12138,89.52154622542027,97.34305486900642,96.33382764870653,93.07958477508652,87.57651931203921,96.4738836711155,100.0,86.28274839347505,6.09655626956665
psi_sr,13200,step_00013200,historical_independent_eval_seeds,12138,89.42794411739114,97.43367935409458,96.49859943977592,93.4997528423134,86.7544866153479,96.30911188004615,99.99176141044653,86.46399736365134,5.88235294117647
psi_sr,13500,step_00013500,historical_independent_eval_seeds,12138,89.93020098447188,97.77146152578679,96.25968034272533,94.05997693194925,87.43985209763065,96.90229032789587,100.0,87.84808040863405,5.750535508320976
psi_sr,13800,step_00013800,historical_independent_eval_seeds,12138,89.72092500766888,97.57373537650355,96.83638161146811,94.13412423793046,86.29236355531616,96.79930795847751,99.98352282089307,87.988136431043,5.4209919261822375
psi_sr,14100,step_00014100,historical_independent_eval_seeds,12138,90.33470896389649,97.63964409293129,97.12473224583951,94.01054539462844,87.51439418717815,96.91052891744934,99.98352282089307,88.251771296754,5.03377821716922
psi_sr,14400,step_00014400,historical_independent_eval_seeds,12138,88.96409159018404,97.27302685780195,96.49859943977592,93.54094579008074,85.71848796932751,94.82616576042182,100.0,85.17877739331027,6.071840500906244
psi_sr,14700,step_00014700,historical_independent_eval_seeds,12138,90.36183839442438,97.68907563025209,97.17416378316032,93.89520514087988,87.59448570567329,96.44504860767836,100.0,87.73274015488548,5.017301038062284
psi_sr,15000,step_00015000,historical_independent_eval_seeds,12138,90.35707318190958,97.91151754819575,96.96819904432361,94.3565661558741,87.31230164461117,96.67572911517549,99.99176141044653,88.17762399077279,4.959630911188005
psi_sr,15300,step_00015300,historical_independent_eval_seeds,12138,89.68825707170834,97.3142198055693,96.82814302191464,93.87872796177294,86.6814529857724,96.47800296589224,100.0,87.35376503542594,5.734058329214039
psi_sr,15600,step_00015600,historical_independent_eval_seeds,12138,89.47169874281737,97.48723018619212,96.54803097709672,93.73867193936398,86.58617249668129,95.5099686933597,100.0,86.07678365463832,5.8164442247487225
psi_sr,15900,step_00015900,historical_independent_eval_seeds,12138,90.29083860116,98.1463173504696,96.80342725325424,95.13923216345361,86.45001796760582,96.9064096226726,100.0,89.0097215356731,4.852529246992915
psi_sr,16200,step_00016200,historical_independent_eval_seeds,12138,90.47126028731824,98.03509639149777,97.13297083539298,94.84264293952876,86.8989441806042,96.9187675070028,99.99176141044653,89.00148294611962,4.687757455923546
psi_sr,16500,step_00016500,historical_independent_eval_seeds,12138,90.34598537653585,97.9897841489537,97.00939199209095,94.86735870818916,86.80061052460412,96.7498764211567,99.99176141044653,88.81199538638985,4.869006426099852
psi_sr,16800,step_00016800,historical_independent_eval_seeds,12138,90.01677778261876,97.36777063766682,96.77047289504037,93.21964079749547,88.0204573277161,96.19789092107432,100.0,86.65348492338111,5.7011039710001645
psi_sr,17100,step_00017100,historical_independent_eval_seeds,12138,89.98652774470109,97.84972812654473,96.75399571593343,94.50486076783655,86.54735842434043,95.92601746580985,99.99176141044653,87.5432525951557,5.206788597792058
psi_sr,17400,step_00017400,historical_independent_eval_seeds,12138,89.99318402056089,97.77146152578679,96.79518866370077,94.15060141703741,86.89178633846953,96.01252265612126,100.0,87.4443895205141,5.3056516724336795
psi_sr,17700,step_00017700,historical_independent_eval_seeds,12138,88.799203814821,97.29362333168562,96.19377162629758,93.50799143186687,85.6778326912883,94.73554127533367,99.99176141044653,85.12110726643598,6.286043829296424
psi_sr,18000,step_00018000,historical_independent_eval_seeds,12138,90.38473526497755,97.65612127203823,97.11649365628604,93.9940682155215,87.64872467956664,96.35030482781349,99.98352282089307,87.81512605042016,5.0914483440435
psi_sr,18300,step_00018300,historical_independent_eval_seeds,12138,90.31334121167126,97.73438787279618,96.81990443236118,94.04349975284232,87.68719271206092,96.73339924204976,99.99176141044653,88.02932937881035,5.256220135112868
psi_sr,18600,step_00018600,historical_independent_eval_seeds,12138,90.67016208432784,98.07217004448839,97.16592519360685,94.9085516559565,87.17234104919139,96.63041687263141,99.99176141044653,88.97676717745921,4.621848739495799
psi_sr,18900,step_00018900,historical_independent_eval_seeds,12138,90.71247107279238,98.18751029823694,97.34717416378315,95.27104959630911,86.68546299894898,96.90229032789587,100.0,89.56170703575548,4.333498105124402
psi_sr,19200,step_00019200,historical_independent_eval_seeds,12138,90.55197996069955,98.00626132806065,97.16592519360685,94.66963255890592,87.1848259711283,96.869335969682,100.0,88.80375679683638,4.704234635030483
psi_sr,19500,step_00019500,historical_independent_eval_seeds,12138,89.93919371951785,97.3512934585599,96.7622343054869,93.07958477508652,88.0269262231251,96.605701103971,99.99176141044653,86.67820069204151,5.717581150107102
psi_sr,19800,step_00019800,historical_independent_eval_seeds,12138,90.26231541073665,97.35953204811337,97.11649365628604,93.54094579008074,87.88219556154718,96.09902784643269,100.0,87.07365299060801,5.3633217993079585
psi_sr,20100,step_00020100,historical_independent_eval_seeds,12138,90.5545380704339,97.61904761904762,97.0753007085187,94.21651013346515,87.8754897386261,96.68396770472894,100.0,88.26824847586093,5.182072829131653
psi_sr,20400,step_00020400,historical_independent_eval_seeds,12138,90.26130016842497,97.49546877574559,97.28950403690888,93.76338770802438,87.39263403470792,96.25556104794859,100.0,87.47734387872796,5.083209754490031
psi_sr,20700,step_00020700,historical_independent_eval_seeds,12138,90.59704865629112,98.11336299225573,97.27302685780195,94.94974460372384,86.87336585217832,96.96407974954687,100.0,89.24864063272368,4.4900313066403035
psi_sr,21000,step_00021000,historical_independent_eval_seeds,12138,90.89398148469343,97.86208601087493,97.53666172351294,94.65315537979897,87.64688974314814,96.7498764211567,100.0,88.9850057670127,4.4900313066403035
psi_sr,21300,step_00021300,historical_independent_eval_seeds,12138,90.39955272230189,97.80029658922392,97.08353929807217,94.4883835887296,87.21027919610424,96.76635360026363,99.99176141044653,88.62250782666008,4.98434667984841
psi_sr,21600,step_00021600,historical_independent_eval_seeds,12138,90.88746312785864,98.17515241390674,97.56137749217334,95.04860767836546,87.03729048393167,96.79930795847751,100.0,89.5781842148624,4.160487724501565
psi_sr,21900,step_00021900,historical_independent_eval_seeds,12138,90.417727972205,97.59433185038722,97.3389355742297,94.18355577525128,87.30229782065399,96.42033283901796,100.0,88.18586258032624,4.918437963420662
psi_sr,22200,step_00022200,historical_independent_eval_seeds,12138,90.29846219833341,97.64788268248475,96.81166584280771,93.79634206623825,87.9560620386321,96.62629757785467,99.98352282089307,87.74097874443895,5.388037567968364
psi_sr,22500,step_00022500,historical_independent_eval_seeds,12138,90.6093456327374,97.59021255561048,97.3142198055693,93.88696655132641,88.05447165082794,96.62629757785467,99.99176141044653,88.15290822211237,4.9678695007414735
psi_sr,22800,step_00022800,historical_independent_eval_seeds,12138,90.49100041715724,97.4707530070852,97.21535673092767,93.88696655132641,87.99301088630868,96.32970835392982,100.0,87.65859284890428,5.1655956500247155
psi_sr,23100,step_00023100,historical_independent_eval_seeds,12138,90.56559170492848,97.581973966057,97.10825506673257,94.02702257373538,88.06329522105204,96.4368100181249,99.98352282089307,87.9634206623826,5.157357060471248
psi_sr,23400,step_00023400,historical_independent_eval_seeds,12138,90.41670966681419,97.8332509474378,97.40484429065745,94.63667820069203,86.73955449653863,96.02488054045148,100.0,88.12819245345197,4.646564508156203
psi_sr,23700,step_00023700,historical_independent_eval_seeds,12138,90.61845939591032,97.90739825341902,97.24831108914154,94.66963255890592,87.39219306587981,96.57686604053386,100.0,88.60603064755314,4.753666172351294
psi_sr,24000,step_00024000,historical_independent_eval_seeds,12138,90.36169863766104,97.50370736529906,97.22359532048114,94.05173834239578,87.47546748734514,95.8353929807217,100.0,87.5185368264953,5.124402702257373
psi_sr,24300,step_00024300,historical_independent_eval_seeds,12138,90.58740112204315,97.68495633547538,97.2071181413742,94.15060141703741,87.74395220647328,96.58922392486406,100.0,88.34239578184216,4.9431537320810675
psi_sr,24600,step_00024600,historical_independent_eval_seeds,12138,90.4829374766248,97.53666172351294,97.23183391003461,93.87048937221948,87.92823457943012,96.51919591365959,99.99176141044653,87.74921733399242,5.107925523150437
psi_sr,24900,step_00024900,historical_independent_eval_seeds,12138,90.51500334994891,97.63964409293129,97.15768660405338,94.15884000659088,87.73164801223345,96.39973636513429,99.99176141044653,88.02109078925689,5.083209754490031
psi_sr,25200,step_00025200,historical_independent_eval_seeds,12138,90.60648167369884,97.70967210413576,97.10825506673257,94.06821552150272,88.10888013456005,96.4491679024551,99.99176141044653,87.81512605042016,5.058493985829626
psi_sr,25500,step_00025500,historical_independent_eval_seeds,12138,90.5327492796281,97.77558082056352,97.28126544735541,94.2824188498929,87.52088971718035,96.25556104794859,99.99176141044653,87.89751194595485,4.8278134783325095
psi_sr,25800,step_00025800,historical_independent_eval_seeds,12138,90.77052635247607,97.63552479815456,97.38012852199704,94.20827154391168,88.0724816491665,96.29675399571593,100.0,88.09523809523809,4.877245015653321
psi_sr,26100,step_00026100,historical_independent_eval_seeds,12138,90.68893663081546,97.7014335145823,97.47899159663865,94.22474872301862,87.69121543052239,96.57686604053386,100.0,88.4083044982699,4.695996045477014
psi_sr,26400,step_00026400,historical_independent_eval_seeds,12138,90.63111005587862,97.76734223101005,97.28126544735541,94.3565661558741,87.55797617669876,96.63041687263141,100.0,88.62250782666008,4.803097709672104
official_original,0,released_IL,July_seed0_IL_vs_June_unmatched_RL,12138,85.95052234512293,97.94859120118635,94.38952051408799,93.73043334981051,80.6867373520872,97.98566485417697,99.90937551491184,86.40632723677706,7.464162135442412
official_original,1330,epoch0_step1330,historical_unmatched_eval_seeds,12138,88.26482238851304,97.69319492502883,95.81479650683804,94.27418026033943,83.67847955168784,97.22771461525787,100.0,87.79864887131323,6.195419344208272
official_original,2660,epoch1_step2660,historical_unmatched_eval_seeds,12138,88.88838656892287,97.84972812654473,96.39149777558083,94.29065743944636,84.49307665023782,97.28950403690888,100.0,88.18586258032624,5.544570769484265
official_original,3990,epoch2_step3990,historical_unmatched_eval_seeds,12138,89.13713747308319,98.46350304827813,96.49859943977592,95.42758279782501,83.7339780496549,97.28538474213214,100.0,89.23216345361674,4.877245015653321
official_original,5320,epoch3_step5320,historical_unmatched_eval_seeds,12138,89.37996227339963,98.07628933926512,96.89405173834238,94.85912011863569,84.49790389499455,96.98467622343054,100.0,88.62250782666008,4.8854836052067885
official_original,6650,epoch4_step6650,historical_unmatched_eval_seeds,12138,89.3819584836009,98.22458395122754,96.81990443236118,95.040369088812,84.4020743688744,96.15257867853023,99.99176141044653,88.26824847586093,4.8278134783325095
official_original,7980,epoch5_step7980,historical_unmatched_eval_seeds,12138,90.29166005838938,98.38935574229691,97.41308288021091,95.60883176800132,85.14647063091083,97.0629428241885,100.0,89.93244356566156,4.078101828966881
official_original,10640,epoch7_step10640,historical_unmatched_eval_seeds,12138,90.27345503740638,98.04745427582799,97.38012852199704,94.53781512605042,86.32070445989852,96.88993244356567,100.0,88.78727961772944,4.440599769319493
official_original,11970,epoch8_step11970,historical_unmatched_eval_seeds,12138,90.41989766469271,98.26989619377161,97.43779864887131,95.32871972318338,85.69799530165642,96.96819904432361,99.99176141044653,89.74295600593179,4.160487724501565
official_original,13300,epoch9_step13300,historical_unmatched_eval_seeds,12138,90.55004403065469,98.36875926841326,97.61904761904762,95.6170703575548,85.53344484404569,96.82814302191464,99.99176141044653,89.89948920744769,3.8968528587905746
