token,pool_type,comparator,pc_different_count,other_different_count,shared_count,unmatched_pc,unmatched_other,matched_pair_count
b20465ed49f953d3,operational,pareto,0,0,16,0,0,0
b20465ed49f953d3,operational,gt_geometry,16,16,0,16,16,0
f6741cbf60265367,strict,score,0,16,0,0,16,0
f6741cbf60265367,strict,pareto,0,16,0,0,16,0
f6741cbf60265367,strict,gt_geometry,0,16,0,0,16,0
f6741cbf60265367,operational,score,0,0,16,0,0,0
f6741cbf60265367,operational,pareto,0,0,16,0,0,0
f6741cbf60265367,operational,gt_geometry,7,7,9,7,7,0
4df92e2616c75be7,strict,score,0,16,0,0,16,0
4df92e2616c75be7,strict,pareto,0,16,0,0,16,0
4df92e2616c75be7,strict,gt_geometry,0,16,0,0,16,0
4df92e2616c75be7,operational,score,0,0,16,0,0,0
4df92e2616c75be7,operational,pareto,0,0,16,0,0,0
4df92e2616c75be7,operational,gt_geometry,14,14,2,9,9,5
b3a6f577c20d5eb3,strict,score,0,16,0,0,16,0
b3a6f577c20d5eb3,strict,pareto,0,16,0,0,16,0
b3a6f577c20d5eb3,strict,gt_geometry,0,16,0,0,16,0
b3a6f577c20d5eb3,operational,score,0,0,16,0,0,0
b3a6f577c20d5eb3,operational,pareto,0,0,16,0,0,0
b3a6f577c20d5eb3,operational,gt_geometry,15,15,1,8,8,7
d7c39e8608e25e88,strict,score,0,16,0,0,16,0
d7c39e8608e25e88,strict,pareto,0,16,0,0,16,0
d7c39e8608e25e88,strict,gt_geometry,0,16,0,0,16,0
d7c39e8608e25e88,operational,score,0,0,16,0,0,0
d7c39e8608e25e88,operational,pareto,1,1,15,0,0,1
d7c39e8608e25e88,operational,gt_geometry,16,16,0,4,4,12
db42252e1f655f26,strict,score,0,16,0,0,16,0
db42252e1f655f26,strict,pareto,0,16,0,0,16,0
db42252e1f655f26,strict,gt_geometry,0,16,0,0,16,0
db42252e1f655f26,operational,score,0,0,16,0,0,0
db42252e1f655f26,operational,pareto,0,0,16,0,0,0
db42252e1f655f26,operational,gt_geometry,15,15,1,12,12,3
b4375fa743295bd8,strict,score,0,16,0,0,16,0
b4375fa743295bd8,strict,pareto,0,16,0,0,16,0
b4375fa743295bd8,strict,gt_geometry,0,16,0,0,16,0
b4375fa743295bd8,operational,score,0,0,16,0,0,0
b4375fa743295bd8,operational,pareto,0,0,16,0,0,0
b4375fa743295bd8,operational,gt_geometry,15,15,1,11,11,4
5b620dbb3b4d5892,strict,score,0,16,0,0,16,0
5b620dbb3b4d5892,strict,pareto,0,16,0,0,16,0
5b620dbb3b4d5892,strict,gt_geometry,0,16,0,0,16,0
5b620dbb3b4d5892,operational,score,0,0,16,0,0,0
5b620dbb3b4d5892,operational,pareto,1,1,15,0,0,1
5b620dbb3b4d5892,operational,gt_geometry,11,11,5,11,11,0
9a78f0e3d0335345,strict,score,0,16,0,0,16,0
9a78f0e3d0335345,strict,pareto,0,16,0,0,16,0
9a78f0e3d0335345,strict,gt_geometry,0,16,0,0,16,0
9a78f0e3d0335345,operational,score,0,0,16,0,0,0
9a78f0e3d0335345,operational,pareto,0,0,16,0,0,0
9a78f0e3d0335345,operational,gt_geometry,14,14,2,10,10,4
576835726a7c57d4,strict,score,0,16,0,0,16,0
576835726a7c57d4,strict,pareto,0,16,0,0,16,0
576835726a7c57d4,strict,gt_geometry,0,16,0,0,16,0
576835726a7c57d4,operational,score,0,0,16,0,0,0
576835726a7c57d4,operational,pareto,0,0,16,0,0,0
576835726a7c57d4,operational,gt_geometry,15,15,1,13,13,2
23c842d3f001597a,strict,score,0,16,0,0,16,0
23c842d3f001597a,strict,pareto,0,16,0,0,16,0
23c842d3f001597a,strict,gt_geometry,0,16,0,0,16,0
23c842d3f001597a,operational,score,0,0,16,0,0,0
23c842d3f001597a,operational,pareto,1,1,15,1,1,0
23c842d3f001597a,operational,gt_geometry,16,16,0,16,16,0
db4611f3cf8a5db7,strict,score,0,16,0,0,16,0
db4611f3cf8a5db7,strict,pareto,0,16,0,0,16,0
db4611f3cf8a5db7,strict,gt_geometry,0,16,0,0,16,0
db4611f3cf8a5db7,operational,score,0,0,16,0,0,0
db4611f3cf8a5db7,operational,pareto,8,8,8,8,8,0
db4611f3cf8a5db7,operational,gt_geometry,16,16,0,16,16,0
bed1f99d06215f1b,strict,score,0,16,0,0,16,0
bed1f99d06215f1b,strict,pareto,0,16,0,0,16,0
bed1f99d06215f1b,strict,gt_geometry,0,16,0,0,16,0
bed1f99d06215f1b,operational,score,0,0,16,0,0,0
bed1f99d06215f1b,operational,pareto,0,0,16,0,0,0
bed1f99d06215f1b,operational,gt_geometry,16,16,0,16,16,0
770e1697a0255dc8,strict,score,0,16,0,0,16,0
770e1697a0255dc8,strict,pareto,0,16,0,0,16,0
770e1697a0255dc8,strict,gt_geometry,0,16,0,0,16,0
770e1697a0255dc8,operational,score,0,0,16,0,0,0
770e1697a0255dc8,operational,pareto,8,8,8,8,8,0
770e1697a0255dc8,operational,gt_geometry,14,14,2,14,14,0
339d5c1111125971,strict,score,0,16,0,0,16,0
339d5c1111125971,strict,pareto,0,16,0,0,16,0
339d5c1111125971,strict,gt_geometry,0,16,0,0,16,0
339d5c1111125971,operational,score,0,0,16,0,0,0
339d5c1111125971,operational,pareto,1,1,15,1,1,0
339d5c1111125971,operational,gt_geometry,14,14,2,9,9,5
4a5cb683d82059f0,strict,score,0,16,0,0,16,0
4a5cb683d82059f0,strict,pareto,0,16,0,0,16,0
4a5cb683d82059f0,strict,gt_geometry,0,16,0,0,16,0
4a5cb683d82059f0,operational,score,0,0,16,0,0,0
4a5cb683d82059f0,operational,pareto,0,0,16,0,0,0
4a5cb683d82059f0,operational,gt_geometry,8,8,8,8,8,0
6be7246860e057c8,strict,score,0,16,0,0,16,0
6be7246860e057c8,strict,pareto,0,16,0,0,16,0
6be7246860e057c8,strict,gt_geometry,0,16,0,0,16,0
6be7246860e057c8,operational,score,0,0,16,0,0,0
6be7246860e057c8,operational,pareto,0,0,16,0,0,0
6be7246860e057c8,operational,gt_geometry,16,16,0,7,7,9
4c31e06f0fc858a0,strict,score,0,16,0,0,16,0
4c31e06f0fc858a0,strict,pareto,0,16,0,0,16,0
4c31e06f0fc858a0,strict,gt_geometry,0,16,0,0,16,0
4c31e06f0fc858a0,operational,score,0,0,16,0,0,0
4c31e06f0fc858a0,operational,pareto,2,2,14,2,2,0
4c31e06f0fc858a0,operational,gt_geometry,15,15,1,14,14,1
ac2dfd95a1e55c5e,strict,score,0,16,0,0,16,0
ac2dfd95a1e55c5e,strict,pareto,0,16,0,0,16,0
ac2dfd95a1e55c5e,strict,gt_geometry,0,16,0,0,16,0
ac2dfd95a1e55c5e,operational,score,0,0,16,0,0,0
ac2dfd95a1e55c5e,operational,pareto,8,8,8,2,2,6
ac2dfd95a1e55c5e,operational,gt_geometry,16,16,0,16,16,0
664b084487e05ba0,strict,score,0,16,0,0,16,0
664b084487e05ba0,strict,pareto,0,16,0,0,16,0
664b084487e05ba0,strict,gt_geometry,0,16,0,0,16,0
664b084487e05ba0,operational,score,0,0,16,0,0,0
664b084487e05ba0,operational,pareto,0,0,16,0,0,0
664b084487e05ba0,operational,gt_geometry,15,15,1,6,6,9
b4206de96b755fb8,strict,score,0,16,0,0,16,0
b4206de96b755fb8,strict,pareto,0,16,0,0,16,0
b4206de96b755fb8,strict,gt_geometry,0,16,0,0,16,0
b4206de96b755fb8,operational,score,0,0,16,0,0,0
b4206de96b755fb8,operational,pareto,0,0,16,0,0,0
b4206de96b755fb8,operational,gt_geometry,14,14,2,7,7,7
2fd40c15042e53d4,strict,score,0,16,0,0,16,0
2fd40c15042e53d4,strict,pareto,0,16,0,0,16,0
2fd40c15042e53d4,strict,gt_geometry,0,16,0,0,16,0
2fd40c15042e53d4,operational,score,0,0,16,0,0,0
2fd40c15042e53d4,operational,pareto,0,0,16,0,0,0
2fd40c15042e53d4,operational,gt_geometry,16,16,0,10,10,6
fc2be4c9cc135538,strict,score,0,16,0,0,16,0
fc2be4c9cc135538,strict,pareto,0,16,0,0,16,0
fc2be4c9cc135538,strict,gt_geometry,0,16,0,0,16,0
fc2be4c9cc135538,operational,score,0,0,16,0,0,0
fc2be4c9cc135538,operational,pareto,0,0,16,0,0,0
fc2be4c9cc135538,operational,gt_geometry,15,15,1,14,14,1
9ac1e7123b245486,strict,score,0,16,0,0,16,0
9ac1e7123b245486,strict,pareto,0,16,0,0,16,0
9ac1e7123b245486,strict,gt_geometry,0,16,0,0,16,0
9ac1e7123b245486,operational,score,0,0,16,0,0,0
9ac1e7123b245486,operational,pareto,9,9,7,5,5,4
9ac1e7123b245486,operational,gt_geometry,15,15,1,11,11,4
bca73d6fa8f85d39,strict,score,0,16,0,0,16,0
bca73d6fa8f85d39,strict,pareto,0,16,0,0,16,0
bca73d6fa8f85d39,strict,gt_geometry,0,16,0,0,16,0
bca73d6fa8f85d39,operational,score,0,0,16,0,0,0
bca73d6fa8f85d39,operational,pareto,0,0,16,0,0,0
bca73d6fa8f85d39,operational,gt_geometry,15,15,1,12,12,3
f57d194633ae5571,strict,score,0,16,0,0,16,0
f57d194633ae5571,strict,pareto,0,16,0,0,16,0
f57d194633ae5571,strict,gt_geometry,0,16,0,0,16,0
f57d194633ae5571,operational,score,0,0,16,0,0,0
f57d194633ae5571,operational,pareto,0,0,16,0,0,0
f57d194633ae5571,operational,gt_geometry,15,15,1,9,9,6
99d1ae48071a5aec,strict,score,0,16,0,0,16,0
99d1ae48071a5aec,strict,pareto,0,16,0,0,16,0
99d1ae48071a5aec,strict,gt_geometry,0,16,0,0,16,0
99d1ae48071a5aec,operational,score,0,0,16,0,0,0
99d1ae48071a5aec,operational,pareto,0,0,16,0,0,0
99d1ae48071a5aec,operational,gt_geometry,16,16,0,16,16,0
008a9f9434c75b99,strict,score,0,16,0,0,16,0
008a9f9434c75b99,strict,pareto,0,16,0,0,16,0
008a9f9434c75b99,strict,gt_geometry,0,16,0,0,16,0
008a9f9434c75b99,operational,score,0,0,16,0,0,0
008a9f9434c75b99,operational,pareto,1,1,15,1,1,0
008a9f9434c75b99,operational,gt_geometry,16,16,0,8,8,8
dc89cd046c135fae,strict,score,0,16,0,0,16,0
dc89cd046c135fae,strict,pareto,0,16,0,0,16,0
dc89cd046c135fae,strict,gt_geometry,0,16,0,0,16,0
dc89cd046c135fae,operational,score,0,0,16,0,0,0
dc89cd046c135fae,operational,pareto,10,10,6,10,10,0
dc89cd046c135fae,operational,gt_geometry,3,3,13,3,3,0
b5d3d18e7d115933,strict,score,0,16,0,0,16,0
b5d3d18e7d115933,strict,pareto,0,16,0,0,16,0
b5d3d18e7d115933,strict,gt_geometry,0,16,0,0,16,0
b5d3d18e7d115933,operational,score,0,0,16,0,0,0
b5d3d18e7d115933,operational,pareto,2,2,14,2,2,0
b5d3d18e7d115933,operational,gt_geometry,15,15,1,15,15,0
7da1df98fb8e5af0,strict,score,0,16,0,0,16,0
7da1df98fb8e5af0,strict,pareto,0,16,0,0,16,0
7da1df98fb8e5af0,strict,gt_geometry,0,16,0,0,16,0
7da1df98fb8e5af0,operational,score,0,0,16,0,0,0
7da1df98fb8e5af0,operational,pareto,5,5,11,3,3,2
7da1df98fb8e5af0,operational,gt_geometry,15,15,1,6,6,9
af816d6041dd5257,strict,score,0,16,0,0,16,0
af816d6041dd5257,strict,pareto,0,16,0,0,16,0
af816d6041dd5257,strict,gt_geometry,0,16,0,0,16,0
af816d6041dd5257,operational,score,0,0,16,0,0,0
af816d6041dd5257,operational,pareto,1,1,15,0,0,1
af816d6041dd5257,operational,gt_geometry,15,15,1,10,10,5
ec765c8fe97a51bd,strict,score,0,16,0,0,16,0
ec765c8fe97a51bd,strict,pareto,0,16,0,0,16,0
ec765c8fe97a51bd,strict,gt_geometry,0,16,0,0,16,0
ec765c8fe97a51bd,operational,score,0,0,16,0,0,0
ec765c8fe97a51bd,operational,pareto,0,0,16,0,0,0
ec765c8fe97a51bd,operational,gt_geometry,16,16,0,16,16,0
4c188096aeb950bc,strict,score,0,16,0,0,16,0
4c188096aeb950bc,strict,pareto,0,16,0,0,16,0
4c188096aeb950bc,strict,gt_geometry,0,16,0,0,16,0
4c188096aeb950bc,operational,score,0,0,16,0,0,0
4c188096aeb950bc,operational,pareto,0,0,16,0,0,0
4c188096aeb950bc,operational,gt_geometry,16,16,0,15,15,1
392e034cb2a55053,strict,score,0,16,0,0,16,0
392e034cb2a55053,strict,pareto,0,16,0,0,16,0
392e034cb2a55053,strict,gt_geometry,0,16,0,0,16,0
392e034cb2a55053,operational,score,0,0,16,0,0,0
392e034cb2a55053,operational,pareto,0,0,16,0,0,0
392e034cb2a55053,operational,gt_geometry,15,15,1,13,13,2
be6fe40f664154d7,strict,score,0,16,0,0,16,0
be6fe40f664154d7,strict,pareto,0,16,0,0,16,0
be6fe40f664154d7,strict,gt_geometry,0,16,0,0,16,0
be6fe40f664154d7,operational,score,0,0,16,0,0,0
be6fe40f664154d7,operational,pareto,5,5,11,2,2,3
be6fe40f664154d7,operational,gt_geometry,16,16,0,13,13,3
a400f271c6cd51f6,strict,score,0,16,0,0,16,0
a400f271c6cd51f6,strict,pareto,0,16,0,0,16,0
a400f271c6cd51f6,strict,gt_geometry,0,16,0,0,16,0
a400f271c6cd51f6,operational,score,0,0,16,0,0,0
a400f271c6cd51f6,operational,pareto,0,0,16,0,0,0
a400f271c6cd51f6,operational,gt_geometry,15,15,1,13,13,2
e93e621b5e14563f,strict,score,0,16,0,0,16,0
e93e621b5e14563f,strict,pareto,0,16,0,0,16,0
e93e621b5e14563f,strict,gt_geometry,0,16,0,0,16,0
e93e621b5e14563f,operational,score,0,0,16,0,0,0
e93e621b5e14563f,operational,pareto,0,0,16,0,0,0
e93e621b5e14563f,operational,gt_geometry,16,16,0,10,10,6
2e976da85a8b5e5b,strict,score,0,16,0,0,16,0
2e976da85a8b5e5b,strict,pareto,0,16,0,0,16,0
2e976da85a8b5e5b,strict,gt_geometry,0,16,0,0,16,0
2e976da85a8b5e5b,operational,score,0,0,16,0,0,0
2e976da85a8b5e5b,operational,pareto,0,0,16,0,0,0
2e976da85a8b5e5b,operational,gt_geometry,16,16,0,16,16,0
2f4462b637dc5044,strict,score,0,16,0,0,16,0
2f4462b637dc5044,strict,pareto,0,16,0,0,16,0
2f4462b637dc5044,strict,gt_geometry,0,16,0,0,16,0
2f4462b637dc5044,operational,score,0,0,16,0,0,0
2f4462b637dc5044,operational,pareto,1,1,15,1,1,0
2f4462b637dc5044,operational,gt_geometry,16,16,0,16,16,0
b548689d07d15535,strict,score,0,16,0,0,16,0
b548689d07d15535,strict,pareto,0,16,0,0,16,0
b548689d07d15535,strict,gt_geometry,0,16,0,0,16,0
b548689d07d15535,operational,score,0,0,16,0,0,0
b548689d07d15535,operational,pareto,0,0,16,0,0,0
b548689d07d15535,operational,gt_geometry,16,16,0,16,16,0
f696561dbf6055df,strict,score,0,16,0,0,16,0
f696561dbf6055df,strict,pareto,0,16,0,0,16,0
f696561dbf6055df,strict,gt_geometry,0,16,0,0,16,0
f696561dbf6055df,operational,score,0,0,16,0,0,0
f696561dbf6055df,operational,pareto,0,0,16,0,0,0
f696561dbf6055df,operational,gt_geometry,16,16,0,16,16,0
7bb8d2878b1f53cb,strict,score,0,16,0,0,16,0
7bb8d2878b1f53cb,strict,pareto,0,16,0,0,16,0
7bb8d2878b1f53cb,strict,gt_geometry,0,16,0,0,16,0
7bb8d2878b1f53cb,operational,score,0,0,16,0,0,0
7bb8d2878b1f53cb,operational,pareto,0,0,16,0,0,0
7bb8d2878b1f53cb,operational,gt_geometry,14,14,2,12,12,2
bff852b39f62557d,strict,score,0,16,0,0,16,0
bff852b39f62557d,strict,pareto,0,16,0,0,16,0
bff852b39f62557d,strict,gt_geometry,0,16,0,0,16,0
bff852b39f62557d,operational,score,0,0,16,0,0,0
bff852b39f62557d,operational,pareto,0,0,16,0,0,0
bff852b39f62557d,operational,gt_geometry,16,16,0,16,16,0
b940d77be0d45ec9,strict,score,0,16,0,0,16,0
b940d77be0d45ec9,strict,pareto,0,16,0,0,16,0
b940d77be0d45ec9,strict,gt_geometry,0,16,0,0,16,0
b940d77be0d45ec9,operational,score,0,0,16,0,0,0
b940d77be0d45ec9,operational,pareto,0,0,16,0,0,0
b940d77be0d45ec9,operational,gt_geometry,16,16,0,16,16,0
5050ddd89f6850ea,strict,score,0,16,0,0,16,0
5050ddd89f6850ea,strict,pareto,0,16,0,0,16,0
5050ddd89f6850ea,strict,gt_geometry,0,16,0,0,16,0
5050ddd89f6850ea,operational,score,0,0,16,0,0,0
5050ddd89f6850ea,operational,pareto,0,0,16,0,0,0
5050ddd89f6850ea,operational,gt_geometry,15,15,1,11,11,4
31c9a3082fa15d55,strict,score,0,16,0,0,16,0
31c9a3082fa15d55,strict,pareto,0,16,0,0,16,0
31c9a3082fa15d55,strict,gt_geometry,0,16,0,0,16,0
31c9a3082fa15d55,operational,score,0,0,16,0,0,0
31c9a3082fa15d55,operational,pareto,5,5,11,2,2,3
31c9a3082fa15d55,operational,gt_geometry,15,15,1,11,11,4
48f80f817e0656d9,strict,score,0,16,0,0,16,0
48f80f817e0656d9,strict,pareto,0,16,0,0,16,0
48f80f817e0656d9,strict,gt_geometry,0,16,0,0,16,0
48f80f817e0656d9,operational,score,0,0,16,0,0,0
48f80f817e0656d9,operational,pareto,0,0,16,0,0,0
48f80f817e0656d9,operational,gt_geometry,15,15,1,15,15,0
602d680df54553a2,strict,score,0,16,0,0,16,0
602d680df54553a2,strict,pareto,0,16,0,0,16,0
602d680df54553a2,strict,gt_geometry,0,16,0,0,16,0
602d680df54553a2,operational,score,0,0,16,0,0,0
602d680df54553a2,operational,pareto,0,0,16,0,0,0
602d680df54553a2,operational,gt_geometry,16,16,0,12,12,4
cc8872f4a1fb5895,strict,score,0,16,0,0,16,0
cc8872f4a1fb5895,strict,pareto,0,16,0,0,16,0
cc8872f4a1fb5895,strict,gt_geometry,0,16,0,0,16,0
cc8872f4a1fb5895,operational,score,0,0,16,0,0,0
cc8872f4a1fb5895,operational,pareto,6,6,10,0,0,6
cc8872f4a1fb5895,operational,gt_geometry,16,16,0,16,16,0
09d7ac879b745ba7,strict,score,0,16,0,0,16,0
09d7ac879b745ba7,strict,pareto,0,16,0,0,16,0
09d7ac879b745ba7,strict,gt_geometry,0,16,0,0,16,0
09d7ac879b745ba7,operational,score,0,0,16,0,0,0
09d7ac879b745ba7,operational,pareto,0,0,16,0,0,0
09d7ac879b745ba7,operational,gt_geometry,16,16,0,16,16,0
1f22c13b337250e8,strict,score,0,16,0,0,16,0
1f22c13b337250e8,strict,pareto,0,16,0,0,16,0
1f22c13b337250e8,strict,gt_geometry,0,16,0,0,16,0
1f22c13b337250e8,operational,score,0,0,16,0,0,0
1f22c13b337250e8,operational,pareto,0,0,16,0,0,0
1f22c13b337250e8,operational,gt_geometry,15,15,1,5,5,10
df16f52f5bea51cc,strict,score,0,16,0,0,16,0
df16f52f5bea51cc,strict,pareto,0,16,0,0,16,0
df16f52f5bea51cc,strict,gt_geometry,0,16,0,0,16,0
df16f52f5bea51cc,operational,score,0,0,16,0,0,0
df16f52f5bea51cc,operational,pareto,0,0,16,0,0,0
df16f52f5bea51cc,operational,gt_geometry,16,16,0,8,8,8
de8c2538d4305d9d,strict,score,0,16,0,0,16,0
de8c2538d4305d9d,strict,pareto,0,16,0,0,16,0
de8c2538d4305d9d,strict,gt_geometry,0,16,0,0,16,0
de8c2538d4305d9d,operational,score,0,0,16,0,0,0
de8c2538d4305d9d,operational,pareto,1,1,15,1,1,0
de8c2538d4305d9d,operational,gt_geometry,16,16,0,16,16,0
9c7f841d11e6542d,strict,score,0,16,0,0,16,0
9c7f841d11e6542d,strict,pareto,0,16,0,0,16,0
9c7f841d11e6542d,strict,gt_geometry,0,16,0,0,16,0
9c7f841d11e6542d,operational,score,0,0,16,0,0,0
9c7f841d11e6542d,operational,pareto,2,2,14,2,2,0
9c7f841d11e6542d,operational,gt_geometry,11,11,5,11,11,0
89a7b788217c5f67,strict,score,0,16,0,0,16,0
89a7b788217c5f67,strict,pareto,0,16,0,0,16,0
89a7b788217c5f67,strict,gt_geometry,0,16,0,0,16,0
89a7b788217c5f67,operational,score,0,0,16,0,0,0
89a7b788217c5f67,operational,pareto,0,0,16,0,0,0
89a7b788217c5f67,operational,gt_geometry,15,15,1,13,13,2
3d53eff55b2855c2,strict,score,0,16,0,0,16,0
3d53eff55b2855c2,strict,pareto,0,16,0,0,16,0
3d53eff55b2855c2,strict,gt_geometry,0,16,0,0,16,0
3d53eff55b2855c2,operational,score,0,0,16,0,0,0
3d53eff55b2855c2,operational,pareto,0,0,16,0,0,0
3d53eff55b2855c2,operational,gt_geometry,14,14,2,11,11,3
8fb50dd1fb5552df,strict,score,0,16,0,0,16,0
8fb50dd1fb5552df,strict,pareto,0,16,0,0,16,0
8fb50dd1fb5552df,strict,gt_geometry,0,16,0,0,16,0
8fb50dd1fb5552df,operational,score,0,0,16,0,0,0
8fb50dd1fb5552df,operational,pareto,0,0,16,0,0,0
8fb50dd1fb5552df,operational,gt_geometry,15,15,1,11,11,4
1dda1a63c5735182,strict,score,0,16,0,0,16,0
1dda1a63c5735182,strict,pareto,0,16,0,0,16,0
1dda1a63c5735182,strict,gt_geometry,0,16,0,0,16,0
1dda1a63c5735182,operational,score,0,0,16,0,0,0
1dda1a63c5735182,operational,pareto,0,0,16,0,0,0
1dda1a63c5735182,operational,gt_geometry,16,16,0,13,13,3
006cbccbfae95262,strict,score,0,16,0,0,16,0
006cbccbfae95262,strict,pareto,0,16,0,0,16,0
006cbccbfae95262,strict,gt_geometry,0,16,0,0,16,0
006cbccbfae95262,operational,score,0,0,16,0,0,0
006cbccbfae95262,operational,pareto,0,0,16,0,0,0
006cbccbfae95262,operational,gt_geometry,15,15,1,6,6,9
cea771061cb25651,strict,score,0,16,0,0,16,0
cea771061cb25651,strict,pareto,0,16,0,0,16,0
cea771061cb25651,strict,gt_geometry,0,16,0,0,16,0
cea771061cb25651,operational,score,0,0,16,0,0,0
cea771061cb25651,operational,pareto,5,5,11,3,3,2
cea771061cb25651,operational,gt_geometry,13,13,3,9,9,4
053ae221b0d351f5,strict,score,0,16,0,0,16,0
053ae221b0d351f5,strict,pareto,0,16,0,0,16,0
053ae221b0d351f5,strict,gt_geometry,0,16,0,0,16,0
053ae221b0d351f5,operational,score,0,0,16,0,0,0
053ae221b0d351f5,operational,pareto,3,3,13,3,3,0
053ae221b0d351f5,operational,gt_geometry,16,16,0,16,16,0
edfca2d846ee5acf,strict,score,0,16,0,0,16,0
edfca2d846ee5acf,strict,pareto,0,16,0,0,16,0
edfca2d846ee5acf,strict,gt_geometry,0,16,0,0,16,0
edfca2d846ee5acf,operational,score,0,0,16,0,0,0
edfca2d846ee5acf,operational,pareto,6,6,10,6,6,0
edfca2d846ee5acf,operational,gt_geometry,13,13,3,13,13,0
278907212b495e23,strict,score,0,16,0,0,16,0
278907212b495e23,strict,pareto,0,16,0,0,16,0
278907212b495e23,strict,gt_geometry,0,16,0,0,16,0
278907212b495e23,operational,score,0,0,16,0,0,0
278907212b495e23,operational,pareto,0,0,16,0,0,0
278907212b495e23,operational,gt_geometry,16,16,0,16,16,0
449f34ad438e59d2,strict,score,0,16,0,0,16,0
449f34ad438e59d2,strict,pareto,0,16,0,0,16,0
449f34ad438e59d2,strict,gt_geometry,0,16,0,0,16,0
449f34ad438e59d2,operational,score,0,0,16,0,0,0
449f34ad438e59d2,operational,pareto,0,0,16,0,0,0
449f34ad438e59d2,operational,gt_geometry,16,16,0,8,8,8
8c1a989cd94c5c12,strict,score,0,16,0,0,16,0
8c1a989cd94c5c12,strict,pareto,0,16,0,0,16,0
8c1a989cd94c5c12,strict,gt_geometry,0,16,0,0,16,0
8c1a989cd94c5c12,operational,score,0,0,16,0,0,0
8c1a989cd94c5c12,operational,pareto,0,0,16,0,0,0
8c1a989cd94c5c12,operational,gt_geometry,14,14,2,10,10,4
48d4fcc3437755a8,strict,score,0,16,0,0,16,0
48d4fcc3437755a8,strict,pareto,0,16,0,0,16,0
48d4fcc3437755a8,strict,gt_geometry,0,16,0,0,16,0
48d4fcc3437755a8,operational,score,0,0,16,0,0,0
48d4fcc3437755a8,operational,pareto,0,0,16,0,0,0
48d4fcc3437755a8,operational,gt_geometry,16,16,0,16,16,0
13f740d88bf75471,strict,score,0,16,0,0,16,0
13f740d88bf75471,strict,pareto,0,16,0,0,16,0
13f740d88bf75471,strict,gt_geometry,0,16,0,0,16,0
13f740d88bf75471,operational,score,0,0,16,0,0,0
13f740d88bf75471,operational,pareto,0,0,16,0,0,0
13f740d88bf75471,operational,gt_geometry,12,12,4,12,12,0
8eb1bf4722515ad3,strict,score,0,16,0,0,16,0
8eb1bf4722515ad3,strict,pareto,0,16,0,0,16,0
8eb1bf4722515ad3,strict,gt_geometry,0,16,0,0,16,0
8eb1bf4722515ad3,operational,score,0,0,16,0,0,0
8eb1bf4722515ad3,operational,pareto,0,0,16,0,0,0
8eb1bf4722515ad3,operational,gt_geometry,15,15,1,9,9,6
21249a2d4eb25ed6,strict,score,0,16,0,0,16,0
21249a2d4eb25ed6,strict,pareto,0,16,0,0,16,0
21249a2d4eb25ed6,strict,gt_geometry,0,16,0,0,16,0
21249a2d4eb25ed6,operational,score,0,0,16,0,0,0
21249a2d4eb25ed6,operational,pareto,0,0,16,0,0,0
21249a2d4eb25ed6,operational,gt_geometry,15,15,1,10,10,5
3d44a52acf525ec7,strict,score,0,16,0,0,16,0
3d44a52acf525ec7,strict,pareto,0,16,0,0,16,0
3d44a52acf525ec7,strict,gt_geometry,0,16,0,0,16,0
3d44a52acf525ec7,operational,score,0,0,16,0,0,0
3d44a52acf525ec7,operational,pareto,0,0,16,0,0,0
3d44a52acf525ec7,operational,gt_geometry,15,15,1,10,10,5
9fad4614acc251d6,strict,score,0,16,0,0,16,0
9fad4614acc251d6,strict,pareto,0,16,0,0,16,0
9fad4614acc251d6,strict,gt_geometry,0,16,0,0,16,0
9fad4614acc251d6,operational,score,0,0,16,0,0,0
9fad4614acc251d6,operational,pareto,6,6,10,5,5,1
9fad4614acc251d6,operational,gt_geometry,16,16,0,16,16,0
727278e9914354b1,strict,score,0,16,0,0,16,0
727278e9914354b1,strict,pareto,0,16,0,0,16,0
727278e9914354b1,strict,gt_geometry,0,16,0,0,16,0
727278e9914354b1,operational,score,0,0,16,0,0,0
727278e9914354b1,operational,pareto,0,0,16,0,0,0
727278e9914354b1,operational,gt_geometry,15,15,1,10,10,5
9d722cf10d7f5bd1,strict,score,0,16,0,0,16,0
9d722cf10d7f5bd1,strict,pareto,0,16,0,0,16,0
9d722cf10d7f5bd1,strict,gt_geometry,0,16,0,0,16,0
9d722cf10d7f5bd1,operational,score,0,0,16,0,0,0
9d722cf10d7f5bd1,operational,pareto,7,7,9,4,4,3
9d722cf10d7f5bd1,operational,gt_geometry,15,15,1,6,6,9
14d0749e1fc85004,strict,score,0,16,0,0,16,0
14d0749e1fc85004,strict,pareto,0,16,0,0,16,0
14d0749e1fc85004,strict,gt_geometry,0,16,0,0,16,0
14d0749e1fc85004,operational,score,0,0,16,0,0,0
14d0749e1fc85004,operational,pareto,0,0,16,0,0,0
14d0749e1fc85004,operational,gt_geometry,7,7,9,7,7,0
ee05069c50295595,strict,score,0,16,0,0,16,0
ee05069c50295595,strict,pareto,0,16,0,0,16,0
ee05069c50295595,strict,gt_geometry,0,16,0,0,16,0
ee05069c50295595,operational,score,0,0,16,0,0,0
ee05069c50295595,operational,pareto,0,0,16,0,0,0
ee05069c50295595,operational,gt_geometry,15,15,1,12,12,3
5e7dad82583e5536,strict,score,0,16,0,0,16,0
5e7dad82583e5536,strict,pareto,0,16,0,0,16,0
