token,method,source,count
a4cf3a412034565a,pareto,Bridge-0.6_mts_8692,1
a4cf3a412034565a,gt_distance,GT,5
a4cf3a412034565a,gt_distance,mts_8692,3
a4cf3a412034565a,gt_distance,mts_8751,2
a4cf3a412034565a,gt_distance,Bridge-0.2_mts_8692,1
a4cf3a412034565a,gt_distance,Bridge-0.6_mts_8692,1
a4cf3a412034565a,gt_distance,Bridge-0.6_mts_8751,1
a4cf3a412034565a,gt_distance,Bridge-0.8_mts_8692,1
a4cf3a412034565a,gt_distance,Bridge-0.4_mts_8692,1
a4cf3a412034565a,gt_distance,Bridge-0.8_mts_8751,1
a4cf3a412034565a,old_pc,IL-native,1
1295232b65bf5f8d,conditional_pc,IL-native,13
1295232b65bf5f8d,conditional_pc,Bridge-0.2_mts_8751,2
1295232b65bf5f8d,conditional_pc,Bridge-0.2_mts_8692,1
1295232b65bf5f8d,quality_only,IL-native,13
1295232b65bf5f8d,quality_only,Bridge-0.2_mts_8751,2
1295232b65bf5f8d,quality_only,Bridge-0.2_mts_8692,1
1295232b65bf5f8d,score,apr_9145,12
1295232b65bf5f8d,score,Bridge-0.8_apr_9145,4
1295232b65bf5f8d,pareto,apr_9145,12
1295232b65bf5f8d,pareto,Bridge-0.8_apr_9145,4
1295232b65bf5f8d,gt_distance,grpo_9041,12
1295232b65bf5f8d,gt_distance,Bridge-0.8_grpo_9041,3
1295232b65bf5f8d,gt_distance,Bridge-0.6_grpo_9041,1
1295232b65bf5f8d,old_pc,IL-native,1
7ecb22e3bba55b12,conditional_pc,IL-native,16
7ecb22e3bba55b12,quality_only,IL-native,16
7ecb22e3bba55b12,score,apr_9145,10
7ecb22e3bba55b12,score,Bridge-0.8_apr_9145,3
7ecb22e3bba55b12,score,mts_8751,1
7ecb22e3bba55b12,score,Bridge-0.6_mts_8751,1
7ecb22e3bba55b12,score,Bridge-0.8_mts_8751,1
7ecb22e3bba55b12,pareto,apr_9145,10
7ecb22e3bba55b12,pareto,Bridge-0.8_apr_9145,3
7ecb22e3bba55b12,pareto,mts_8751,1
7ecb22e3bba55b12,pareto,Bridge-0.6_mts_8751,1
7ecb22e3bba55b12,pareto,Bridge-0.8_mts_8751,1
7ecb22e3bba55b12,gt_distance,IL-native,16
7ecb22e3bba55b12,old_pc,IL-native,1
6b7469c8e2195492,conditional_pc,IL-native,16
6b7469c8e2195492,quality_only,IL-native,16
6b7469c8e2195492,score,IL-native,14
6b7469c8e2195492,score,GT,1
6b7469c8e2195492,score,Bridge-0.2_apr_9145,1
6b7469c8e2195492,pareto,IL-native,14
6b7469c8e2195492,pareto,GT,1
6b7469c8e2195492,pareto,Bridge-0.2_apr_9145,1
6b7469c8e2195492,gt_distance,IL-native,14
6b7469c8e2195492,gt_distance,GT,1
6b7469c8e2195492,gt_distance,Bridge-0.2_apr_9145,1
6b7469c8e2195492,old_pc,IL-native,1
5ed66db305a55f73,conditional_pc,IL-native,12
5ed66db305a55f73,conditional_pc,Bridge-0.2_mts_8751,4
5ed66db305a55f73,quality_only,IL-native,12
5ed66db305a55f73,quality_only,Bridge-0.2_mts_8751,4
5ed66db305a55f73,score,grpo_9041,16
5ed66db305a55f73,pareto,apr_9145,9
5ed66db305a55f73,pareto,grpo_9041,4
5ed66db305a55f73,pareto,Bridge-0.8_grpo_9041,2
5ed66db305a55f73,pareto,Bridge-0.8_apr_9145,1
5ed66db305a55f73,gt_distance,Bridge-0.4_grpo_9041,4
5ed66db305a55f73,gt_distance,Bridge-0.2_apr_9145,4
5ed66db305a55f73,gt_distance,Bridge-0.2_grpo_9041,4
5ed66db305a55f73,gt_distance,Bridge-0.4_apr_9145,1
5ed66db305a55f73,gt_distance,Bridge-0.6_grpo_9041,1
5ed66db305a55f73,gt_distance,Bridge-0.2_mts_8692,1
5ed66db305a55f73,gt_distance,mts_8692,1
5ed66db305a55f73,old_pc,IL-native,1
0b8065082f3a5b3b,conditional_pc,IL-native,10
0b8065082f3a5b3b,conditional_pc,Bridge-0.4_mts_8751,2
0b8065082f3a5b3b,conditional_pc,GT,1
0b8065082f3a5b3b,conditional_pc,mts_8692,1
0b8065082f3a5b3b,conditional_pc,Bridge-0.6_mts_8692,1
0b8065082f3a5b3b,conditional_pc,Bridge-0.4_mts_8692,1
0b8065082f3a5b3b,quality_only,IL-native,10
0b8065082f3a5b3b,quality_only,Bridge-0.4_mts_8751,2
0b8065082f3a5b3b,quality_only,GT,1
0b8065082f3a5b3b,quality_only,mts_8692,1
0b8065082f3a5b3b,quality_only,Bridge-0.6_mts_8692,1
0b8065082f3a5b3b,quality_only,Bridge-0.4_mts_8692,1
0b8065082f3a5b3b,score,GT,16
0b8065082f3a5b3b,pareto,GT,4
0b8065082f3a5b3b,pareto,grpo_9041,3
0b8065082f3a5b3b,pareto,IL-native,3
0b8065082f3a5b3b,pareto,apr_9145,2
0b8065082f3a5b3b,pareto,Bridge-0.2_apr_9145,1
0b8065082f3a5b3b,pareto,Bridge-0.4_grpo_9041,1
0b8065082f3a5b3b,pareto,Bridge-0.8_apr_9145,1
0b8065082f3a5b3b,pareto,Bridge-0.6_apr_9145,1
0b8065082f3a5b3b,gt_distance,GT,4
0b8065082f3a5b3b,gt_distance,grpo_9041,3
0b8065082f3a5b3b,gt_distance,apr_9145,2
0b8065082f3a5b3b,gt_distance,IL-native,2
0b8065082f3a5b3b,gt_distance,Bridge-0.2_apr_9145,1
0b8065082f3a5b3b,gt_distance,Bridge-0.2_grpo_9041,1
0b8065082f3a5b3b,gt_distance,Bridge-0.8_apr_9145,1
0b8065082f3a5b3b,gt_distance,Bridge-0.6_apr_9145,1
0b8065082f3a5b3b,gt_distance,mts_8751,1
0b8065082f3a5b3b,old_pc,IL-native,10
0b8065082f3a5b3b,old_pc,Bridge-0.4_mts_8751,2
0b8065082f3a5b3b,old_pc,GT,1
0b8065082f3a5b3b,old_pc,mts_8692,1
0b8065082f3a5b3b,old_pc,Bridge-0.6_mts_8692,1
0b8065082f3a5b3b,old_pc,Bridge-0.4_mts_8692,1
40d00a52b5345430,conditional_pc,IL-native,12
40d00a52b5345430,conditional_pc,Bridge-0.2_mts_8692,2
40d00a52b5345430,conditional_pc,Bridge-0.4_mts_8751,1
40d00a52b5345430,conditional_pc,Bridge-0.2_mts_8751,1
40d00a52b5345430,quality_only,IL-native,12
40d00a52b5345430,quality_only,Bridge-0.2_mts_8692,2
40d00a52b5345430,quality_only,Bridge-0.4_mts_8751,1
40d00a52b5345430,quality_only,Bridge-0.2_mts_8751,1
40d00a52b5345430,score,GT,16
40d00a52b5345430,pareto,GT,4
40d00a52b5345430,pareto,apr_9145,3
40d00a52b5345430,pareto,grpo_9041,2
40d00a52b5345430,pareto,mts_8692,1
40d00a52b5345430,pareto,IL-native,1
40d00a52b5345430,pareto,mts_8751,1
40d00a52b5345430,pareto,Bridge-0.6_grpo_9041,1
40d00a52b5345430,pareto,Bridge-0.6_apr_9145,1
40d00a52b5345430,pareto,Bridge-0.4_grpo_9041,1
40d00a52b5345430,pareto,Bridge-0.4_apr_9145,1
40d00a52b5345430,gt_distance,GT,4
40d00a52b5345430,gt_distance,apr_9145,3
40d00a52b5345430,gt_distance,grpo_9041,2
40d00a52b5345430,gt_distance,IL-native,2
40d00a52b5345430,gt_distance,mts_8751,1
40d00a52b5345430,gt_distance,Bridge-0.6_grpo_9041,1
40d00a52b5345430,gt_distance,Bridge-0.6_apr_9145,1
40d00a52b5345430,gt_distance,Bridge-0.4_grpo_9041,1
40d00a52b5345430,gt_distance,Bridge-0.4_apr_9145,1
40d00a52b5345430,old_pc,IL-native,12
40d00a52b5345430,old_pc,Bridge-0.2_mts_8692,2
40d00a52b5345430,old_pc,Bridge-0.4_mts_8751,1
40d00a52b5345430,old_pc,Bridge-0.2_mts_8751,1
2c274b54e82b55e7,conditional_pc,IL-native,12
2c274b54e82b55e7,conditional_pc,Bridge-0.2_mts_8751,3
2c274b54e82b55e7,conditional_pc,Bridge-0.2_mts_8692,1
2c274b54e82b55e7,quality_only,IL-native,12
2c274b54e82b55e7,quality_only,Bridge-0.2_mts_8751,3
2c274b54e82b55e7,quality_only,Bridge-0.2_mts_8692,1
2c274b54e82b55e7,score,GT,9
2c274b54e82b55e7,score,mts_8751,1
2c274b54e82b55e7,score,mts_8692,1
2c274b54e82b55e7,score,Bridge-0.8_mts_8751,1
2c274b54e82b55e7,score,grpo_9041,1
2c274b54e82b55e7,score,Bridge-0.8_mts_8692,1
2c274b54e82b55e7,score,Bridge-0.6_mts_8751,1
2c274b54e82b55e7,score,Bridge-0.8_grpo_9041,1
2c274b54e82b55e7,pareto,GT,9
2c274b54e82b55e7,pareto,mts_8751,1
2c274b54e82b55e7,pareto,mts_8692,1
2c274b54e82b55e7,pareto,Bridge-0.8_mts_8751,1
2c274b54e82b55e7,pareto,grpo_9041,1
2c274b54e82b55e7,pareto,Bridge-0.8_mts_8692,1
2c274b54e82b55e7,pareto,Bridge-0.6_mts_8751,1
2c274b54e82b55e7,pareto,Bridge-0.8_grpo_9041,1
2c274b54e82b55e7,gt_distance,GT,9
2c274b54e82b55e7,gt_distance,mts_8751,1
2c274b54e82b55e7,gt_distance,mts_8692,1
2c274b54e82b55e7,gt_distance,Bridge-0.8_mts_8751,1
2c274b54e82b55e7,gt_distance,grpo_9041,1
2c274b54e82b55e7,gt_distance,Bridge-0.8_mts_8692,1
2c274b54e82b55e7,gt_distance,Bridge-0.6_mts_8751,1
2c274b54e82b55e7,gt_distance,Bridge-0.8_grpo_9041,1
2c274b54e82b55e7,old_pc,Bridge-0.2_mts_8692,1
2f7f18f806515128,conditional_pc,GT,9
2f7f18f806515128,conditional_pc,IL-native,7
2f7f18f806515128,quality_only,GT,9
2f7f18f806515128,quality_only,IL-native,7
2f7f18f806515128,score,IL-native,9
2f7f18f806515128,score,Bridge-0.2_apr_9145,3
2f7f18f806515128,score,Bridge-0.4_apr_9145,3
2f7f18f806515128,score,GT,1
2f7f18f806515128,pareto,IL-native,9
2f7f18f806515128,pareto,Bridge-0.2_apr_9145,3
2f7f18f806515128,pareto,Bridge-0.4_apr_9145,3
2f7f18f806515128,pareto,GT,1
2f7f18f806515128,gt_distance,IL-native,9
2f7f18f806515128,gt_distance,Bridge-0.2_apr_9145,3
2f7f18f806515128,gt_distance,Bridge-0.4_apr_9145,3
2f7f18f806515128,gt_distance,GT,1
2f7f18f806515128,old_pc,IL-native,2
daaed109e7eb5f66,conditional_pc,IL-native,16
daaed109e7eb5f66,quality_only,IL-native,16
daaed109e7eb5f66,score,grpo_9041,9
daaed109e7eb5f66,score,Bridge-0.8_grpo_9041,4
daaed109e7eb5f66,score,Bridge-0.6_grpo_9041,3
daaed109e7eb5f66,pareto,grpo_9041,9
daaed109e7eb5f66,pareto,Bridge-0.8_grpo_9041,4
daaed109e7eb5f66,pareto,Bridge-0.6_grpo_9041,3
daaed109e7eb5f66,gt_distance,Bridge-0.2_mts_8692,4
daaed109e7eb5f66,gt_distance,Bridge-0.2_mts_8751,4
daaed109e7eb5f66,gt_distance,Bridge-0.4_mts_8692,4
daaed109e7eb5f66,gt_distance,Bridge-0.4_mts_8751,4
daaed109e7eb5f66,old_pc,IL-native,1
de9806cb0a2c53a3,conditional_pc,IL-native,10
de9806cb0a2c53a3,conditional_pc,Bridge-0.2_grpo_9041,2
de9806cb0a2c53a3,conditional_pc,Bridge-0.4_mts_8692,2
de9806cb0a2c53a3,conditional_pc,Bridge-0.4_mts_8751,1
de9806cb0a2c53a3,conditional_pc,Bridge-0.2_mts_8751,1
de9806cb0a2c53a3,quality_only,IL-native,10
de9806cb0a2c53a3,quality_only,Bridge-0.2_grpo_9041,2
de9806cb0a2c53a3,quality_only,Bridge-0.4_mts_8692,2
de9806cb0a2c53a3,quality_only,Bridge-0.4_mts_8751,1
de9806cb0a2c53a3,quality_only,Bridge-0.2_mts_8751,1
de9806cb0a2c53a3,score,Bridge-0.2_apr_9145,4
de9806cb0a2c53a3,score,Bridge-0.4_apr_9145,3
de9806cb0a2c53a3,score,Bridge-0.6_apr_9145,2
de9806cb0a2c53a3,score,Bridge-0.8_apr_9145,2
de9806cb0a2c53a3,score,Bridge-0.2_grpo_9041,1
de9806cb0a2c53a3,score,Bridge-0.4_grpo_9041,1
de9806cb0a2c53a3,score,Bridge-0.6_grpo_9041,1
de9806cb0a2c53a3,score,Bridge-0.8_grpo_9041,1
de9806cb0a2c53a3,score,apr_9145,1
de9806cb0a2c53a3,pareto,Bridge-0.2_apr_9145,4
de9806cb0a2c53a3,pareto,Bridge-0.4_apr_9145,3
de9806cb0a2c53a3,pareto,Bridge-0.6_apr_9145,2
de9806cb0a2c53a3,pareto,Bridge-0.8_apr_9145,2
de9806cb0a2c53a3,pareto,Bridge-0.2_grpo_9041,1
de9806cb0a2c53a3,pareto,Bridge-0.4_grpo_9041,1
de9806cb0a2c53a3,pareto,Bridge-0.6_grpo_9041,1
de9806cb0a2c53a3,pareto,Bridge-0.8_grpo_9041,1
de9806cb0a2c53a3,pareto,apr_9145,1
de9806cb0a2c53a3,gt_distance,Bridge-0.6_grpo_9041,4
de9806cb0a2c53a3,gt_distance,Bridge-0.4_grpo_9041,3
de9806cb0a2c53a3,gt_distance,grpo_9041,3
de9806cb0a2c53a3,gt_distance,Bridge-0.2_grpo_9041,2
de9806cb0a2c53a3,gt_distance,IL-native,2
de9806cb0a2c53a3,gt_distance,Bridge-0.8_grpo_9041,2
de9806cb0a2c53a3,old_pc,IL-native,1
cd3f3ec4f0dc515f,conditional_pc,IL-native,16
cd3f3ec4f0dc515f,quality_only,IL-native,16
cd3f3ec4f0dc515f,score,GT,16
cd3f3ec4f0dc515f,pareto,GT,7
cd3f3ec4f0dc515f,pareto,mts_8692,3
cd3f3ec4f0dc515f,pareto,mts_8751,3
cd3f3ec4f0dc515f,pareto,Bridge-0.6_mts_8751,1
cd3f3ec4f0dc515f,pareto,Bridge-0.8_mts_8692,1
cd3f3ec4f0dc515f,pareto,Bridge-0.8_mts_8751,1
cd3f3ec4f0dc515f,gt_distance,GT,8
cd3f3ec4f0dc515f,gt_distance,mts_8751,4
cd3f3ec4f0dc515f,gt_distance,mts_8692,2
cd3f3ec4f0dc515f,gt_distance,Bridge-0.6_mts_8751,1
cd3f3ec4f0dc515f,gt_distance,Bridge-0.8_mts_8751,1
cd3f3ec4f0dc515f,old_pc,IL-native,1
481b84c931245f5d,conditional_pc,IL-native,16
481b84c931245f5d,quality_only,IL-native,16
481b84c931245f5d,score,apr_9145,15
481b84c931245f5d,score,Bridge-0.8_apr_9145,1
481b84c931245f5d,pareto,apr_9145,15
481b84c931245f5d,pareto,Bridge-0.8_apr_9145,1
481b84c931245f5d,gt_distance,IL-native,13
481b84c931245f5d,gt_distance,GT,2
481b84c931245f5d,gt_distance,Bridge-0.2_grpo_9041,1
481b84c931245f5d,old_pc,IL-native,1
6aeb37c47f385f06,conditional_pc,IL-native,5
6aeb37c47f385f06,conditional_pc,Bridge-0.4_mts_8751,4
6aeb37c47f385f06,conditional_pc,Bridge-0.2_mts_8751,4
6aeb37c47f385f06,conditional_pc,Bridge-0.2_grpo_9041,3
6aeb37c47f385f06,quality_only,IL-native,5
6aeb37c47f385f06,quality_only,Bridge-0.4_mts_8751,4
6aeb37c47f385f06,quality_only,Bridge-0.2_mts_8751,4
6aeb37c47f385f06,quality_only,Bridge-0.2_grpo_9041,3
6aeb37c47f385f06,score,GT,16
6aeb37c47f385f06,pareto,GT,6
6aeb37c47f385f06,pareto,apr_9145,5
6aeb37c47f385f06,pareto,Bridge-0.6_apr_9145,2
6aeb37c47f385f06,pareto,grpo_9041,2
6aeb37c47f385f06,pareto,Bridge-0.8_apr_9145,1
6aeb37c47f385f06,gt_distance,GT,7
6aeb37c47f385f06,gt_distance,Bridge-0.4_apr_9145,3
6aeb37c47f385f06,gt_distance,grpo_9041,2
6aeb37c47f385f06,gt_distance,Bridge-0.8_grpo_9041,2
6aeb37c47f385f06,gt_distance,Bridge-0.6_grpo_9041,1
6aeb37c47f385f06,gt_distance,Bridge-0.6_apr_9145,1
6aeb37c47f385f06,old_pc,Bridge-0.2_grpo_9041,1
165b4475bd6b5188,conditional_pc,IL-native,10
165b4475bd6b5188,conditional_pc,Bridge-0.2_mts_8692,3
165b4475bd6b5188,conditional_pc,Bridge-0.2_mts_8751,2
165b4475bd6b5188,conditional_pc,Bridge-0.4_mts_8692,1
165b4475bd6b5188,quality_only,IL-native,10
165b4475bd6b5188,quality_only,Bridge-0.2_mts_8692,3
165b4475bd6b5188,quality_only,Bridge-0.2_mts_8751,2
165b4475bd6b5188,quality_only,Bridge-0.4_mts_8692,1
165b4475bd6b5188,score,apr_9145,9
165b4475bd6b5188,score,Bridge-0.8_apr_9145,4
165b4475bd6b5188,score,grpo_9041,2
165b4475bd6b5188,score,Bridge-0.8_grpo_9041,1
165b4475bd6b5188,pareto,apr_9145,9
165b4475bd6b5188,pareto,Bridge-0.8_apr_9145,4
165b4475bd6b5188,pareto,grpo_9041,2
165b4475bd6b5188,pareto,Bridge-0.8_grpo_9041,1
165b4475bd6b5188,gt_distance,grpo_9041,4
165b4475bd6b5188,gt_distance,Bridge-0.6_apr_9145,4
165b4475bd6b5188,gt_distance,Bridge-0.8_grpo_9041,3
165b4475bd6b5188,gt_distance,apr_9145,2
165b4475bd6b5188,gt_distance,Bridge-0.8_apr_9145,1
165b4475bd6b5188,gt_distance,Bridge-0.6_grpo_9041,1
165b4475bd6b5188,gt_distance,GT,1
165b4475bd6b5188,old_pc,Bridge-0.2_mts_8751,1
c5a1a4e21a4952b7,conditional_pc,IL-native,16
c5a1a4e21a4952b7,quality_only,IL-native,16
c5a1a4e21a4952b7,score,GT,16
c5a1a4e21a4952b7,pareto,GT,6
c5a1a4e21a4952b7,pareto,mts_8692,2
c5a1a4e21a4952b7,pareto,apr_9145,1
c5a1a4e21a4952b7,pareto,IL-native,1
c5a1a4e21a4952b7,pareto,Bridge-0.4_apr_9145,1
c5a1a4e21a4952b7,pareto,mts_8751,1
c5a1a4e21a4952b7,pareto,Bridge-0.2_mts_8751,1
c5a1a4e21a4952b7,pareto,Bridge-0.6_apr_9145,1
c5a1a4e21a4952b7,pareto,Bridge-0.4_mts_8692,1
c5a1a4e21a4952b7,pareto,Bridge-0.2_apr_9145,1
c5a1a4e21a4952b7,gt_distance,GT,7
c5a1a4e21a4952b7,gt_distance,mts_8751,2
c5a1a4e21a4952b7,gt_distance,mts_8692,2
c5a1a4e21a4952b7,gt_distance,IL-native,1
c5a1a4e21a4952b7,gt_distance,Bridge-0.2_mts_8751,1
c5a1a4e21a4952b7,gt_distance,Bridge-0.2_apr_9145,1
c5a1a4e21a4952b7,gt_distance,Bridge-0.4_mts_8692,1
c5a1a4e21a4952b7,gt_distance,Bridge-0.6_mts_8751,1
c5a1a4e21a4952b7,old_pc,IL-native,1
aac897560e0f5dab,conditional_pc,IL-native,16
aac897560e0f5dab,quality_only,IL-native,16
aac897560e0f5dab,score,apr_9145,12
aac897560e0f5dab,score,Bridge-0.8_apr_9145,4
aac897560e0f5dab,pareto,apr_9145,12
aac897560e0f5dab,pareto,Bridge-0.8_apr_9145,4
aac897560e0f5dab,gt_distance,Bridge-0.4_apr_9145,4
aac897560e0f5dab,gt_distance,grpo_9041,3
aac897560e0f5dab,gt_distance,Bridge-0.2_apr_9145,3
aac897560e0f5dab,gt_distance,Bridge-0.6_apr_9145,2
aac897560e0f5dab,gt_distance,GT,2
aac897560e0f5dab,gt_distance,Bridge-0.8_grpo_9041,2
aac897560e0f5dab,old_pc,IL-native,1
1e66e2bddb1d5b49,conditional_pc,IL-native,16
1e66e2bddb1d5b49,quality_only,IL-native,16
1e66e2bddb1d5b49,score,GT,16
1e66e2bddb1d5b49,pareto,grpo_9041,3
1e66e2bddb1d5b49,pareto,GT,2
1e66e2bddb1d5b49,pareto,apr_9145,2
1e66e2bddb1d5b49,pareto,Bridge-0.6_apr_9145,2
1e66e2bddb1d5b49,pareto,mts_8692,1
1e66e2bddb1d5b49,pareto,Bridge-0.4_grpo_9041,1
1e66e2bddb1d5b49,pareto,Bridge-0.6_grpo_9041,1
1e66e2bddb1d5b49,pareto,Bridge-0.6_mts_8692,1
1e66e2bddb1d5b49,pareto,Bridge-0.2_apr_9145,1
1e66e2bddb1d5b49,pareto,Bridge-0.8_grpo_9041,1
1e66e2bddb1d5b49,pareto,Bridge-0.8_apr_9145,1
1e66e2bddb1d5b49,gt_distance,GT,4
1e66e2bddb1d5b49,gt_distance,apr_9145,2
1e66e2bddb1d5b49,gt_distance,mts_8692,1
1e66e2bddb1d5b49,gt_distance,grpo_9041,1
1e66e2bddb1d5b49,gt_distance,Bridge-0.2_grpo_9041,1
1e66e2bddb1d5b49,gt_distance,Bridge-0.6_apr_9145,1
1e66e2bddb1d5b49,gt_distance,Bridge-0.6_mts_8692,1
1e66e2bddb1d5b49,gt_distance,Bridge-0.6_grpo_9041,1
1e66e2bddb1d5b49,gt_distance,Bridge-0.2_apr_9145,1
1e66e2bddb1d5b49,gt_distance,Bridge-0.8_apr_9145,1
1e66e2bddb1d5b49,gt_distance,Bridge-0.4_apr_9145,1
1e66e2bddb1d5b49,gt_distance,mts_8751,1
1e66e2bddb1d5b49,old_pc,IL-native,1
dfdc23aed4e95e49,conditional_pc,IL-native,9
dfdc23aed4e95e49,conditional_pc,Bridge-0.2_mts_8692,2
dfdc23aed4e95e49,conditional_pc,Bridge-0.4_mts_8751,2
dfdc23aed4e95e49,conditional_pc,GT,1
dfdc23aed4e95e49,conditional_pc,Bridge-0.2_mts_8751,1
dfdc23aed4e95e49,conditional_pc,Bridge-0.6_mts_8692,1
dfdc23aed4e95e49,quality_only,IL-native,9
dfdc23aed4e95e49,quality_only,Bridge-0.2_mts_8692,2
dfdc23aed4e95e49,quality_only,Bridge-0.4_mts_8751,2
dfdc23aed4e95e49,quality_only,GT,1
dfdc23aed4e95e49,quality_only,Bridge-0.2_mts_8751,1
dfdc23aed4e95e49,quality_only,Bridge-0.6_mts_8692,1
dfdc23aed4e95e49,score,GT,16
dfdc23aed4e95e49,pareto,GT,4
dfdc23aed4e95e49,pareto,apr_9145,2
dfdc23aed4e95e49,pareto,grpo_9041,2
dfdc23aed4e95e49,pareto,Bridge-0.2_grpo_9041,2
dfdc23aed4e95e49,pareto,Bridge-0.8_apr_9145,1
dfdc23aed4e95e49,pareto,Bridge-0.2_apr_9145,1
dfdc23aed4e95e49,pareto,mts_8751,1
dfdc23aed4e95e49,pareto,mts_8692,1
dfdc23aed4e95e49,pareto,Bridge-0.6_apr_9145,1
dfdc23aed4e95e49,pareto,Bridge-0.4_apr_9145,1
dfdc23aed4e95e49,gt_distance,GT,4
dfdc23aed4e95e49,gt_distance,grpo_9041,3
dfdc23aed4e95e49,gt_distance,Bridge-0.6_apr_9145,2
dfdc23aed4e95e49,gt_distance,Bridge-0.2_grpo_9041,2
dfdc23aed4e95e49,gt_distance,apr_9145,1
dfdc23aed4e95e49,gt_distance,mts_8751,1
dfdc23aed4e95e49,gt_distance,Bridge-0.2_apr_9145,1
dfdc23aed4e95e49,gt_distance,mts_8692,1
dfdc23aed4e95e49,gt_distance,Bridge-0.4_apr_9145,1
dfdc23aed4e95e49,old_pc,IL-native,9
dfdc23aed4e95e49,old_pc,Bridge-0.2_mts_8692,2
dfdc23aed4e95e49,old_pc,Bridge-0.4_mts_8751,2
dfdc23aed4e95e49,old_pc,GT,1
dfdc23aed4e95e49,old_pc,Bridge-0.2_mts_8751,1
dfdc23aed4e95e49,old_pc,Bridge-0.6_mts_8692,1
49a1e581f3a35a49,conditional_pc,IL-native,16
49a1e581f3a35a49,quality_only,IL-native,16
49a1e581f3a35a49,score,GT,16
49a1e581f3a35a49,pareto,GT,6
49a1e581f3a35a49,pareto,grpo_9041,3
49a1e581f3a35a49,pareto,apr_9145,3
49a1e581f3a35a49,pareto,IL-native,2
49a1e581f3a35a49,pareto,mts_8692,1
49a1e581f3a35a49,pareto,Bridge-0.2_apr_9145,1
49a1e581f3a35a49,gt_distance,GT,6
49a1e581f3a35a49,gt_distance,grpo_9041,2
49a1e581f3a35a49,gt_distance,apr_9145,2
49a1e581f3a35a49,gt_distance,IL-native,2
49a1e581f3a35a49,gt_distance,Bridge-0.4_apr_9145,2
49a1e581f3a35a49,gt_distance,mts_8692,1
49a1e581f3a35a49,gt_distance,Bridge-0.6_mts_8692,1
49a1e581f3a35a49,old_pc,IL-native,16
9263d47ef82d5a88,conditional_pc,IL-native,16
9263d47ef82d5a88,quality_only,IL-native,16
9263d47ef82d5a88,score,apr_9145,13
9263d47ef82d5a88,score,Bridge-0.8_apr_9145,3
9263d47ef82d5a88,pareto,apr_9145,13
9263d47ef82d5a88,pareto,Bridge-0.8_apr_9145,3
9263d47ef82d5a88,gt_distance,Bridge-0.4_mts_8751,4
9263d47ef82d5a88,gt_distance,Bridge-0.4_mts_8692,4
9263d47ef82d5a88,gt_distance,Bridge-0.6_mts_8751,4
9263d47ef82d5a88,gt_distance,GT,2
9263d47ef82d5a88,gt_distance,Bridge-0.8_mts_8751,2
9263d47ef82d5a88,old_pc,IL-native,1
c216554d4bd6519f,conditional_pc,IL-native,16
c216554d4bd6519f,quality_only,IL-native,16
c216554d4bd6519f,score,apr_9145,14
c216554d4bd6519f,score,Bridge-0.8_apr_9145,2
c216554d4bd6519f,pareto,apr_9145,14
c216554d4bd6519f,pareto,Bridge-0.8_apr_9145,2
c216554d4bd6519f,gt_distance,IL-native,11
c216554d4bd6519f,gt_distance,GT,3
c216554d4bd6519f,gt_distance,mts_8751,1
c216554d4bd6519f,gt_distance,Bridge-0.8_mts_8751,1
c216554d4bd6519f,old_pc,IL-native,1
0354be0727e25157,conditional_pc,IL-native,16
0354be0727e25157,quality_only,IL-native,16
0354be0727e25157,score,grpo_9041,15
0354be0727e25157,score,IL-native,1
0354be0727e25157,pareto,apr_9145,3
0354be0727e25157,pareto,grpo_9041,3
0354be0727e25157,pareto,Bridge-0.8_grpo_9041,2
0354be0727e25157,pareto,Bridge-0.8_apr_9145,2
0354be0727e25157,pareto,IL-native,1
0354be0727e25157,pareto,Bridge-0.6_grpo_9041,1
0354be0727e25157,pareto,Bridge-0.4_grpo_9041,1
0354be0727e25157,pareto,Bridge-0.4_apr_9145,1
0354be0727e25157,pareto,Bridge-0.2_apr_9145,1
0354be0727e25157,pareto,Bridge-0.2_grpo_9041,1
0354be0727e25157,gt_distance,IL-native,16
0354be0727e25157,old_pc,IL-native,2
26dfdbfcecfe50bd,conditional_pc,IL-native,16
26dfdbfcecfe50bd,quality_only,IL-native,16
26dfdbfcecfe50bd,score,apr_9145,6
26dfdbfcecfe50bd,score,Bridge-0.8_apr_9145,3
26dfdbfcecfe50bd,score,Bridge-0.6_apr_9145,3
26dfdbfcecfe50bd,score,grpo_9041,2
26dfdbfcecfe50bd,score,Bridge-0.8_grpo_9041,2
26dfdbfcecfe50bd,pareto,apr_9145,6
26dfdbfcecfe50bd,pareto,Bridge-0.8_apr_9145,3
26dfdbfcecfe50bd,pareto,Bridge-0.6_apr_9145,3
26dfdbfcecfe50bd,pareto,grpo_9041,2
26dfdbfcecfe50bd,pareto,Bridge-0.8_grpo_9041,2
26dfdbfcecfe50bd,gt_distance,IL-native,7
26dfdbfcecfe50bd,gt_distance,mts_8692,5
26dfdbfcecfe50bd,gt_distance,GT,1
26dfdbfcecfe50bd,gt_distance,Bridge-0.8_mts_8692,1
26dfdbfcecfe50bd,gt_distance,Bridge-0.6_mts_8692,1
26dfdbfcecfe50bd,gt_distance,Bridge-0.4_mts_8692,1
26dfdbfcecfe50bd,old_pc,IL-native,1
cc3160abbcbb543a,conditional_pc,IL-native,16
cc3160abbcbb543a,quality_only,IL-native,16
