method,seed,step,PDMS,feasible_rate,hard_failure,zero_score_rate,EP,NC,DAC,TTC,DDC,PIA_rate,infeasible_count,positive_infeasible_count
gt_only,1701,16,75.82598090416995,0.8125,0.109375,0.109375,0.7823235417000789,0.96875,0.921875,0.859375,1.0,0.3333333333333333,12,4
gt_only,1701,17,69.75344979483064,0.75,0.1875,0.1875,0.7365827950759356,0.984375,0.828125,0.890625,1.0,0.0,16,0
gt_only,1701,18,72.71164153064514,0.625,0.140625,0.140625,0.7857043967354831,0.9765625,0.875,0.8125,0.9140625,0.16666666666666666,24,4
gt_only,1701,19,52.61889044058259,0.515625,0.3125,0.3125,0.5784783705739824,0.921875,0.765625,0.734375,0.9765625,0.16129032258064516,31,5
gt_only,1701,20,60.62606765831442,0.546875,0.265625,0.265625,0.7050256237995461,0.9765625,0.734375,0.703125,0.96875,0.13793103448275862,29,4
gt_only,1701,21,75.03384999428934,0.578125,0.109375,0.109375,0.7351873998629439,0.96875,0.890625,0.921875,0.8203125,0.48148148148148145,27,13
gt_only,1701,22,62.712911710652406,0.578125,0.265625,0.25,0.6354564375609122,0.984375,0.75,0.859375,0.9375,0.2962962962962963,27,8
gt_only,1701,23,81.36033051102379,0.71875,0.046875,0.046875,0.865147932264571,1.0,0.953125,0.890625,0.9375,0.2777777777777778,18,5
gt_only,1701,24,56.54678317430112,0.578125,0.328125,0.328125,0.5883727961832269,1.0,0.671875,0.921875,0.984375,0.0,27,0
gt_only,1701,25,62.87949975877586,0.515625,0.28125,0.28125,0.6278579942106205,0.953125,0.75,0.875,0.8515625,0.3225806451612903,31,10
gt_only,1701,26,73.3787356613864,0.734375,0.109375,0.078125,0.7965402886534946,0.984375,0.921875,0.765625,1.0,0.17647058823529413,17,3
gt_only,1701,27,60.79325081828485,0.640625,0.28125,0.25,0.6768719189914617,0.96875,0.765625,0.859375,0.9765625,0.043478260869565216,23,1
gt_only,1701,28,78.85495532779817,0.796875,0.078125,0.0625,0.8610969621787938,0.9609375,0.96875,0.828125,1.0,0.07692307692307693,13,1
gt_only,1701,29,73.33018873379831,0.765625,0.15625,0.15625,0.7474245296111595,1.0,0.84375,0.9375,0.984375,0.06666666666666667,15,1
gt_only,1701,30,63.39792724992601,0.578125,0.234375,0.234375,0.6340502539982242,0.9609375,0.78125,0.8125,0.90625,0.2222222222222222,27,6
gt_only,1701,31,58.472489678200205,0.5625,0.296875,0.296875,0.6002147522768048,0.953125,0.734375,0.8125,0.9765625,0.17857142857142858,28,5
gt_only,1701,32,70.70063765097284,0.625,0.203125,0.203125,0.7061903036233479,0.921875,0.875,0.875,0.8671875,0.2916666666666667,24,7
gt_only,1701,33,68.20183739567746,0.671875,0.1875,0.1875,0.7149690974962589,0.890625,0.921875,0.75,1.0,0.2857142857142857,21,6
gt_only,1701,34,77.85471345175581,0.671875,0.09375,0.09375,0.8185131228421394,0.96875,0.9375,0.875,0.8828125,0.19047619047619047,21,4
gt_only,1701,35,75.9107849157092,0.8125,0.125,0.125,0.7656088379770206,0.953125,0.921875,0.875,0.984375,0.25,12,3
gt_only,1701,36,67.90614886792638,0.609375,0.1875,0.1875,0.7422475728302329,0.921875,0.890625,0.75,0.9375,0.44,25,11
gt_only,1701,37,60.347130747629976,0.609375,0.265625,0.265625,0.6389561379431195,0.890625,0.84375,0.75,0.9921875,0.24,25,6
gt_only,1701,38,63.55068949068334,0.609375,0.15625,0.15625,0.6939665477764004,0.921875,0.921875,0.671875,0.9921875,0.32,25,8
gt_only,1701,39,73.39154835198357,0.65625,0.09375,0.09375,0.7613971604476057,0.9375,0.96875,0.8125,0.9375,0.22727272727272727,22,5
gt_only,1701,40,70.2020223892585,0.6875,0.171875,0.15625,0.744615833751959,0.9765625,0.859375,0.84375,0.9765625,0.15,20,3
gt_only,1701,41,77.92278377518353,0.625,0.09375,0.09375,0.8701468106044049,0.96875,0.9375,0.8125,0.890625,0.16666666666666666,24,4
gt_only,1701,42,70.40795442606168,0.703125,0.203125,0.203125,0.7804159062254803,0.96875,0.828125,0.859375,0.984375,0.10526315789473684,19,2
gt_only,1701,43,51.994761300202505,0.546875,0.390625,0.390625,0.5009992712048603,0.875,0.734375,0.765625,0.953125,0.06896551724137931,29,2
gt_only,1701,44,60.35431626087524,0.609375,0.3125,0.3125,0.607878590261006,0.921875,0.75,0.78125,0.96875,0.08,25,2
gt_only,1701,45,67.71588423379339,0.75,0.1875,0.1875,0.6189312216110414,0.96875,0.828125,0.921875,0.953125,0.0625,16,1
gt_only,1701,46,77.9504326314287,0.765625,0.125,0.125,0.8301853831542889,0.90625,0.96875,0.765625,1.0,0.4666666666666667,15,7
gt_only,1701,47,63.89013583237978,0.578125,0.25,0.25,0.6739882599771146,0.9921875,0.75,0.90625,0.8125,0.14814814814814814,27,4
gt_only,1701,48,79.85892540694492,0.890625,0.046875,0.046875,0.7228642097666782,1.0,0.953125,0.953125,0.984375,0.0,7,0
gt_only,1701,49,69.51473273278825,0.703125,0.171875,0.171875,0.7089785855869182,0.9609375,0.859375,0.84375,0.984375,0.15789473684210525,19,3
gt_only,1701,50,62.53137839588361,0.625,0.25,0.25,0.6538780815012066,0.984375,0.765625,0.828125,0.9296875,0.20833333333333334,24,5
gt_only,1701,51,64.3665656124232,0.578125,0.21875,0.21875,0.6822975746981566,0.8984375,0.859375,0.6875,0.9375,0.18518518518518517,27,5
gt_only,1701,52,74.0713669917754,0.5625,0.140625,0.140625,0.78708780780261,0.890625,0.96875,0.734375,0.859375,0.32142857142857145,28,9
gt_only,1701,53,62.27262334443823,0.53125,0.21875,0.21875,0.6382929602665176,0.84375,0.890625,0.703125,0.9296875,0.36666666666666664,30,11
gt_only,1701,54,55.03530998456302,0.640625,0.34375,0.328125,0.4922790298334157,0.90625,0.75,0.859375,1.0,0.043478260869565216,23,1
gt_only,1701,55,60.11987742122948,0.5625,0.296875,0.296875,0.6678770581095078,0.84375,0.859375,0.6875,1.0,0.17857142857142858,28,5
gt_only,1701,56,74.64768226022483,0.765625,0.140625,0.140625,0.794669374245396,0.984375,0.875,0.875,0.9609375,0.0,15,0
gt_only,1701,57,66.5473096077356,0.765625,0.15625,0.15625,0.5846354305856547,0.9375,0.890625,0.8125,0.9921875,0.13333333333333333,15,2
gt_only,1701,58,67.21701165260967,0.65625,0.203125,0.203125,0.7257082796626322,0.984375,0.8125,0.828125,1.0,0.045454545454545456,22,1
gt_only,1701,59,75.97428670827591,0.734375,0.078125,0.078125,0.7765078809986218,0.96875,0.953125,0.84375,0.96875,0.5294117647058824,17,9
gt_only,1701,60,67.02884548315488,0.6875,0.203125,0.203125,0.6211922915957173,0.90625,0.890625,0.828125,0.9765625,0.05,20,1
gt_only,1701,61,57.51477043734484,0.515625,0.3125,0.296875,0.6037919904962761,0.8984375,0.796875,0.765625,0.9375,0.16129032258064516,31,5
gt_only,1701,62,76.28139940310723,0.71875,0.125,0.09375,0.848981455526542,0.890625,1.0,0.75,0.90625,0.1111111111111111,18,2
gt_only,1701,63,73.3833357096356,0.78125,0.171875,0.171875,0.6987000570312544,0.984375,0.84375,0.9375,0.9765625,0.14285714285714285,14,2
gt_only,1701,64,63.90696373560223,0.6875,0.21875,0.21875,0.6118921296544535,0.9765625,0.78125,0.796875,0.9921875,0.3,20,6
gt_only,1701,65,55.515980827462975,0.53125,0.328125,0.328125,0.5698835398591113,0.7734375,0.828125,0.65625,0.9609375,0.23333333333333334,30,7
gt_only,1701,66,68.29973795354358,0.734375,0.1875,0.1875,0.6673187108850458,0.890625,0.90625,0.828125,0.9375,0.17647058823529413,17,3
gt_only,1701,67,72.91689099589284,0.625,0.140625,0.140625,0.7468803839014282,0.96875,0.890625,0.84375,0.90625,0.25,24,6
gt_only,1701,68,78.09375685689336,0.78125,0.078125,0.078125,0.8086251645654408,0.9375,0.984375,0.8125,0.9921875,0.35714285714285715,14,5
gt_only,1701,69,78.48900983333846,0.640625,0.078125,0.078125,0.7837362360001231,1.0,0.921875,0.921875,0.8984375,0.391304347826087,23,9
gt_only,1701,70,60.13869741422819,0.625,0.265625,0.265625,0.6370787379414764,0.984375,0.75,0.875,0.96875,0.041666666666666664,24,1
gt_only,1701,71,71.37832261143309,0.671875,0.21875,0.21875,0.706829742674394,0.984375,0.78125,0.96875,0.9140625,0.14285714285714285,21,3
gt_only,1701,72,78.53255791691718,0.796875,0.078125,0.078125,0.8504063900060124,1.0,0.921875,0.875,1.0,0.0,13,0
gt_only,1701,73,61.29833142727195,0.65625,0.3125,0.3125,0.6430349542545267,1.0,0.6875,0.953125,0.9453125,0.09090909090909091,22,2
gt_only,1701,74,66.26090260086467,0.6875,0.21875,0.1875,0.727995687487232,0.921875,0.875,0.78125,0.984375,0.2,20,4
gt_only,1701,75,61.67537886271213,0.59375,0.265625,0.265625,0.655209092705091,0.90625,0.828125,0.765625,0.96875,0.34615384615384615,26,9
gt_only,1701,76,59.92383419085758,0.46875,0.296875,0.296875,0.6100470205805819,0.828125,0.875,0.765625,0.8125,0.3235294117647059,34,11
gt_only,1701,77,67.62286174484868,0.6875,0.234375,0.234375,0.6854486818763686,0.890625,0.875,0.796875,1.0,0.1,20,2
gt_only,1701,78,80.19684462071399,0.6875,0.0625,0.0625,0.7903492708971358,0.9921875,0.9375,0.921875,0.8203125,0.6,20,12
gt_only,1701,79,69.93761002182171,0.671875,0.203125,0.203125,0.700377640523721,0.984375,0.8125,0.921875,0.9609375,0.19047619047619047,21,4
gt_only,1701,80,69.86065529688135,0.75,0.203125,0.1875,0.718914046396578,0.9765625,0.828125,0.859375,0.9140625,0.125,16,2
gt_only,1701,81,58.77484584755307,0.59375,0.25,0.25,0.6480963003412736,0.921875,0.796875,0.6875,0.984375,0.2692307692307692,26,7
gt_only,1701,82,72.78183787649456,0.671875,0.171875,0.171875,0.7467641090358696,1.0,0.828125,0.9375,0.8203125,0.23809523809523808,21,5
gt_only,1701,83,59.62598632313545,0.515625,0.21875,0.21875,0.6966486717552509,0.84375,0.9375,0.5625,0.984375,0.1935483870967742,31,6
gt_only,1701,84,68.54326752689147,0.59375,0.1875,0.1875,0.7731634206453952,0.875,0.921875,0.671875,0.9609375,0.38461538461538464,26,10
gt_only,1701,85,74.53026465889899,0.75,0.109375,0.109375,0.7168513518135753,0.984375,0.90625,0.890625,0.9765625,0.4375,16,7
gt_only,1701,86,73.24652685718011,0.734375,0.15625,0.15625,0.7579166445723228,1.0,0.84375,0.9375,0.9453125,0.11764705882352941,17,2
gt_only,1701,87,65.60934964900389,0.703125,0.15625,0.140625,0.6365485058042682,0.9453125,0.90625,0.8125,0.984375,0.21052631578947367,19,4
gt_only,1701,88,76.94643191047419,0.734375,0.09375,0.09375,0.7654643658513804,0.953125,0.953125,0.890625,0.875,0.5882352941176471,17,10
gt_only,1701,89,50.30332126824592,0.546875,0.421875,0.421875,0.48852971043790194,1.0,0.578125,0.984375,0.9453125,0.034482758620689655,29,1
gt_only,1701,90,70.70387494358337,0.671875,0.140625,0.140625,0.6843929986460007,0.96875,0.890625,0.890625,0.9296875,0.42857142857142855,21,9
gt_only,1701,91,61.28565042489218,0.625,0.28125,0.28125,0.6021056101974123,0.921875,0.796875,0.78125,0.9921875,0.16666666666666666,24,4
gt_only,1701,92,72.13446678361439,0.703125,0.15625,0.15625,0.7374772028067456,0.953125,0.84375,0.84375,0.9609375,0.2631578947368421,19,5
gt_only,1701,93,68.97948248634572,0.734375,0.203125,0.1875,0.7261958845693661,0.9921875,0.8125,0.921875,1.0,0.0,17,0
gt_only,1701,94,73.92727191476693,0.78125,0.15625,0.15625,0.7680045259544064,0.90625,0.9375,0.84375,1.0,0.2857142857142857,14,4
gt_only,1701,95,81.53238166154458,0.828125,0.09375,0.09375,0.8755271598770697,0.984375,0.921875,0.90625,0.9921875,0.09090909090909091,11,1
gt_only,1701,96,76.42330782080171,0.71875,0.0625,0.0625,0.7779093876992411,0.9765625,0.9375,0.8125,0.9140625,0.2222222222222222,18,4
gt_only,1701,97,70.39813445700635,0.78125,0.15625,0.15625,0.7208052269681524,0.96875,0.859375,0.875,1.0,0.07142857142857142,14,1
gt_only,1701,98,82.39410581407877,0.765625,0.03125,0.03125,0.8805835395378905,0.984375,0.984375,0.828125,0.8984375,0.26666666666666666,15,4
gt_only,1701,99,84.52562153165665,0.84375,0.0625,0.0625,0.8692399167597595,1.0,0.9375,0.953125,0.953125,0.3,10,3
gt_only,1701,100,76.99954385545051,0.8125,0.109375,0.109375,0.7573640525308121,0.96875,0.921875,0.90625,0.9921875,0.08333333333333333,12,1
gt_only,2903,1,71.01648141631219,0.765625,0.1875,0.1875,0.6918955539914924,0.984375,0.8125,0.90625,0.9921875,0.13333333333333333,15,2
gt_only,2903,2,64.08213939835296,0.609375,0.28125,0.28125,0.6848463455604714,0.984375,0.71875,0.859375,0.9140625,0.08,25,2
gt_only,2903,3,64.12205569043917,0.65625,0.25,0.25,0.6733043365705402,0.8984375,0.84375,0.8125,0.9921875,0.13636363636363635,22,3
gt_only,2903,4,67.56818098063384,0.625,0.21875,0.21875,0.7247613435352124,0.9375,0.84375,0.828125,0.9296875,0.08333333333333333,24,2
gt_only,2903,5,53.44027056499341,0.5,0.296875,0.296875,0.48569149355984187,0.96875,0.734375,0.84375,0.8671875,0.25,32,8
gt_only,2903,6,63.990787886822616,0.609375,0.25,0.25,0.570153909283743,1.0,0.75,0.984375,0.875,0.16,25,4
gt_only,2903,7,80.3082199922315,0.875,0.046875,0.046875,0.7773972798135558,1.0,0.953125,0.953125,0.96875,0.125,8,1
gt_only,2903,8,69.29782600493424,0.75,0.171875,0.171875,0.6131478241184217,0.90625,0.875,0.828125,0.984375,0.1875,16,3
gt_only,2903,9,73.02876411475727,0.75,0.140625,0.140625,0.7589403387541749,0.96875,0.890625,0.828125,1.0,0.0625,16,1
gt_only,2903,10,82.24405930255149,0.859375,0.078125,0.078125,0.8832324232612359,0.96875,0.953125,0.890625,1.0,0.0,9,0
gt_only,2903,11,68.54992651413387,0.703125,0.203125,0.203125,0.7420732363392131,0.984375,0.8125,0.875,0.875,0.05263157894736842,19,1
gt_only,2903,12,72.4034701181643,0.765625,0.171875,0.171875,0.7158082828359431,0.921875,0.890625,0.859375,0.9921875,0.2,15,3
gt_only,2903,13,80.01232115027503,0.625,0.109375,0.109375,0.7671707076066008,0.984375,0.890625,0.921875,0.84375,0.5,24,12
gt_only,2903,14,50.607712369047796,0.53125,0.390625,0.390625,0.533335096857147,0.796875,0.8125,0.71875,0.9921875,0.1,30,3
gt_only,2903,15,78.14224352803883,0.8125,0.109375,0.109375,0.803538844672932,0.9375,0.953125,0.875,0.984375,0.08333333333333333,12,1
gt_only,2903,16,60.336956933185235,0.484375,0.21875,0.21875,0.6918369663964459,0.90625,0.875,0.625,0.8984375,0.18181818181818182,33,6
gt_only,2903,17,33.93443892745251,0.359375,0.59375,0.59375,0.3675515342588602,0.921875,0.40625,0.765625,0.984375,0.024390243902439025,41,1
gt_only,2903,18,69.07088979278056,0.71875,0.171875,0.140625,0.7140687965724002,0.9375,0.90625,0.78125,1.0,0.1111111111111111,18,2
gt_only,2903,19,60.40007666733913,0.546875,0.328125,0.328125,0.6214768400161392,0.984375,0.6875,0.953125,0.9296875,0.20689655172413793,29,6
gt_only,2903,20,73.0704024300675,0.703125,0.125,0.09375,0.8248776016758843,0.890625,1.0,0.703125,1.0,0.21052631578947367,19,4
gt_only,2903,21,78.3899877140023,0.71875,0.078125,0.078125,0.8157347051360553,0.96875,0.953125,0.875,0.8984375,0.5,18,9
gt_only,2903,22,79.41650652532275,0.78125,0.046875,0.046875,0.8403711566077456,0.9609375,0.984375,0.796875,0.9765625,0.14285714285714285,14,2
gt_only,2903,23,73.71319679271858,0.703125,0.140625,0.140625,0.8066167230252459,0.984375,0.875,0.84375,0.9921875,0.05263157894736842,19,1
gt_only,2903,24,36.684090324861366,0.40625,0.53125,0.53125,0.3554181677966727,0.8828125,0.546875,0.75,0.9609375,0.10526315789473684,38,4
gt_only,2903,25,68.28119671230537,0.6875,0.1875,0.1875,0.7137487210953288,0.9375,0.875,0.78125,0.9921875,0.25,20,5
gt_only,2903,26,72.34095623237391,0.625,0.1875,0.15625,0.8143079495769738,0.953125,0.859375,0.796875,0.8515625,0.25,24,6
gt_only,2903,27,79.56759042223771,0.8125,0.078125,0.078125,0.797122170133705,0.984375,0.9375,0.84375,1.0,0.0,12,0
gt_only,2903,28,74.62961301398056,0.671875,0.15625,0.15625,0.7442357123355337,0.953125,0.890625,0.90625,0.875,0.23809523809523808,21,5
gt_only,2903,29,66.39835163784701,0.71875,0.234375,0.234375,0.6498104393083286,0.9375,0.796875,0.890625,0.9765625,0.1111111111111111,18,2
gt_only,2903,30,64.53737597817153,0.578125,0.21875,0.21875,0.7301470234761165,0.78125,1.0,0.625,0.875,0.3333333333333333,27,9
gt_only,2903,31,72.4819231267555,0.65625,0.140625,0.140625,0.7958161550421322,0.90625,0.953125,0.734375,0.9765625,0.3181818181818182,22,7
gt_only,2903,32,57.69354158308535,0.609375,0.296875,0.296875,0.6127699979940484,0.921875,0.75,0.8125,1.0,0.16,25,4
gt_only,2903,33,59.0949736533414,0.625,0.3125,0.3125,0.5776543676801937,0.90625,0.765625,0.84375,0.984375,0.16666666666666666,24,4
gt_only,2903,34,69.50748214562982,0.75,0.25,0.25,0.6806795714951162,1.0,0.75,1.0,1.0,0.0,16,0
gt_only,2903,35,60.380927428178985,0.65625,0.296875,0.296875,0.5897672582762957,0.8359375,0.8125,0.71875,0.984375,0.045454545454545456,22,1
gt_only,2903,36,70.30987577634957,0.734375,0.15625,0.15625,0.7030620186323896,0.9375,0.90625,0.828125,1.0,0.058823529411764705,17,1
gt_only,2903,37,74.91825622853166,0.765625,0.109375,0.109375,0.7574131494847599,0.9375,0.953125,0.8125,1.0,0.06666666666666667,15,1
gt_only,2903,38,69.14765663644727,0.71875,0.1875,0.1875,0.6970437592747345,0.9453125,0.859375,0.84375,0.9921875,0.2222222222222222,18,4
gt_only,2903,39,72.1197529212121,0.78125,0.1875,0.1875,0.6933740701090902,0.9453125,0.859375,0.828125,0.984375,0.07142857142857142,14,1
gt_only,2903,40,67.65399908207208,0.640625,0.171875,0.171875,0.6580709779697301,0.984375,0.84375,0.890625,0.9140625,0.2608695652173913,23,6
gt_only,2903,41,75.16939936043946,0.78125,0.09375,0.09375,0.785315584650547,0.953125,0.953125,0.828125,1.0,0.21428571428571427,14,3
gt_only,2903,42,66.68676135779963,0.578125,0.203125,0.203125,0.6879822725871912,0.8828125,0.875,0.734375,0.890625,0.2222222222222222,27,6
gt_only,2903,43,56.18931674130834,0.5625,0.296875,0.296875,0.5797936017914002,0.84375,0.8125,0.6875,0.984375,0.25,28,7
gt_only,2903,44,81.24956784246508,0.71875,0.0625,0.0625,0.7843646282191619,0.96875,0.96875,0.921875,0.8515625,0.2222222222222222,18,4
gt_only,2903,45,85.43199171128634,0.953125,0.015625,0.015625,0.797242801070872,1.0,0.984375,0.96875,1.0,0.0,3,0
gt_only,2903,46,65.27379903102037,0.640625,0.1875,0.1875,0.6540711767444889,0.90625,0.90625,0.78125,0.953125,0.21739130434782608,23,5
gt_only,2903,47,71.18720072466718,0.671875,0.125,0.125,0.7928678173920122,0.984375,0.890625,0.78125,1.0,0.19047619047619047,21,4
gt_only,2903,48,73.93855070993837,0.78125,0.15625,0.15625,0.7214002170385209,1.0,0.84375,0.953125,0.875,0.21428571428571427,14,3
gt_only,2903,49,62.06567626333086,0.625,0.28125,0.25,0.6458262303199407,0.8828125,0.84375,0.75,0.90625,0.041666666666666664,24,1
gt_only,2903,50,66.36988823968582,0.71875,0.21875,0.21875,0.6303773177524599,0.9453125,0.796875,0.84375,0.9921875,0.1111111111111111,18,2
gt_only,2903,51,69.22758468452315,0.6875,0.15625,0.15625,0.7364620324285558,0.953125,0.890625,0.78125,1.0,0.0,20,0
gt_only,2903,52,56.631856330927356,0.40625,0.296875,0.296875,0.5685395519422565,0.859375,0.8125,0.703125,0.8359375,0.3684210526315789,38,14
gt_only,2903,53,64.28123962775004,0.703125,0.25,0.234375,0.6298004656564508,0.984375,0.765625,0.9375,0.9921875,0.05263157894736842,19,1
gt_only,2903,54,84.86048264194818,0.65625,0.046875,0.046875,0.8960265834067562,0.984375,0.96875,0.890625,0.828125,0.3181818181818182,22,7
gt_only,2903,55,54.2681972645797,0.5,0.34375,0.34375,0.5118117343499129,0.984375,0.671875,0.9375,0.921875,0.1875,32,6
gt_only,2903,56,74.93885493021921,0.65625,0.171875,0.171875,0.7829075183252608,1.0,0.828125,0.890625,0.8671875,0.22727272727272727,22,5
gt_only,2903,57,67.79931094453681,0.5625,0.234375,0.234375,0.7271834626688835,0.8125,0.953125,0.703125,0.890625,0.21428571428571427,28,6
gt_only,2903,58,75.76566462386356,0.671875,0.15625,0.15625,0.7871259509727254,1.0,0.84375,0.9375,0.859375,0.2857142857142857,21,6
gt_only,2903,59,76.26729558346823,0.703125,0.09375,0.09375,0.7554150940032375,0.9453125,0.953125,0.8125,0.921875,0.3684210526315789,19,7
gt_only,2903,60,79.87761308731936,0.78125,0.0625,0.0625,0.8420627140956645,0.953125,0.984375,0.796875,1.0,0.0,14,0
gt_only,2903,61,67.90929406515157,0.734375,0.171875,0.171875,0.6766980575636375,1.0,0.828125,0.90625,0.9921875,0.11764705882352941,17,2
gt_only,2903,62,57.209726196542356,0.59375,0.34375,0.34375,0.5480334287170165,0.9375,0.6875,0.875,0.9375,0.07692307692307693,26,2
gt_only,2903,63,67.5084131324197,0.625,0.1875,0.1875,0.7139519151780731,1.0,0.8125,0.875,0.9453125,0.20833333333333334,24,5
gt_only,2903,64,44.036165514831566,0.453125,0.484375,0.484375,0.44124297235595755,0.9609375,0.515625,0.796875,0.9765625,0.02857142857142857,35,1
gt_only,2903,65,51.45194416992721,0.453125,0.375,0.375,0.5942216600782531,0.859375,0.765625,0.640625,0.8984375,0.22857142857142856,35,8
gt_only,2903,66,86.06384712739943,0.96875,0.015625,0.015625,0.8280323310575861,1.0,0.984375,0.984375,1.0,0.0,2,0
gt_only,2903,67,78.23053974115552,0.84375,0.078125,0.078125,0.7837829537877328,0.984375,0.921875,0.875,1.0,0.2,10,2
gt_only,2903,68,60.14661760015174,0.5625,0.28125,0.28125,0.6310188224036417,0.796875,0.921875,0.671875,0.9609375,0.32142857142857145,28,9
gt_only,2903,69,80.93464789544497,0.8125,0.046875,0.046875,0.7799315494906791,1.0,0.953125,0.953125,0.953125,0.4166666666666667,12,5
gt_only,2903,70,58.38240476156559,0.59375,0.28125,0.265625,0.6169077548681368,0.9453125,0.78125,0.765625,0.984375,0.15384615384615385,26,4
gt_only,2903,71,64.90609153964462,0.6875,0.25,0.1875,0.6540329550166413,0.96875,0.8125,0.859375,0.984375,0.05,20,1
gt_only,2903,72,68.31249776960433,0.703125,0.25,0.25,0.7113749464705039,0.96875,0.78125,0.953125,0.921875,0.10526315789473684,19,2
gt_only,2903,73,69.99381731690266,0.796875,0.171875,0.171875,0.6204766156056636,0.984375,0.84375,0.9375,0.9921875,0.0,13,0
gt_only,2903,74,64.33780525196042,0.546875,0.21875,0.21875,0.7191073260470502,0.921875,0.84375,0.75,0.9453125,0.27586206896551724,29,8
gt_only,2903,75,70.78409370403604,0.6875,0.15625,0.140625,0.7424730473523169,0.8984375,0.9375,0.71875,1.0,0.3,20,6
gt_only,2903,76,58.64195840839446,0.59375,0.3125,0.3125,0.5855320018014671,0.96875,0.703125,0.765625,0.9765625,0.11538461538461539,26,3
gt_only,2903,77,78.76592547242542,0.703125,0.0625,0.0625,0.8591322113382103,0.984375,0.953125,0.859375,0.875,0.3157894736842105,19,6
gt_only,2903,78,70.7255130625827,0.765625,0.171875,0.171875,0.6880373135019849,0.953125,0.859375,0.84375,1.0,0.06666666666666667,15,1
gt_only,2903,79,74.28853770439838,0.796875,0.140625,0.140625,0.7110499049055612,1.0,0.859375,0.9375,1.0,0.0,13,0
gt_only,2903,80,69.32344438753975,0.71875,0.203125,0.203125,0.7262626653009541,0.984375,0.8125,0.90625,0.984375,0.05555555555555555,18,1
gt_only,2903,81,61.26459183254514,0.578125,0.296875,0.296875,0.6703502039810835,0.875,0.796875,0.765625,0.9921875,0.18518518518518517,27,5
gt_only,2903,82,61.173921057485025,0.640625,0.28125,0.28125,0.5900491053796408,0.828125,0.890625,0.765625,0.9765625,0.17391304347826086,23,4
gt_only,2903,83,58.43530457282373,0.578125,0.296875,0.1875,0.6593023698359375,0.9375,0.8125,0.71875,1.0,0.07407407407407407,27,2
gt_only,2903,84,78.93932023137893,0.671875,0.140625,0.140625,0.7632936855530944,0.984375,0.875,0.921875,0.890625,0.23809523809523808,21,5
gt_only,2903,85,70.17066552896557,0.671875,0.125,0.125,0.7309709726951736,0.9375,0.921875,0.734375,1.0,0.3333333333333333,21,7
gt_only,2903,86,67.9343358709888,0.640625,0.171875,0.140625,0.709570852785602,0.8828125,0.9375,0.703125,0.984375,0.30434782608695654,23,7
gt_only,2903,87,77.85714836882977,0.796875,0.09375,0.09375,0.8279465608519145,0.90625,1.0,0.828125,0.9765625,0.15384615384615385,13,2
gt_only,2903,88,58.63814704282688,0.578125,0.296875,0.296875,0.6041905290278449,0.828125,0.859375,0.6875,1.0,0.18518518518518517,27,5
gt_only,2903,89,75.22156066814291,0.75,0.109375,0.109375,0.7896924560354299,1.0,0.890625,0.875,0.9765625,0.0625,16,1
