token,method,strict_candidate_count,strict_selected_count,unique_candidate_count,zero_strict_scene,scene_has_4,scene_has_8,scene_has_16,fallback_rate,primary_count,secondary_count,PDMS,strict_PDMS,core_fraction,boundary_fraction,far_fraction,r_knn,reference_PDMS,frozen_slots,nonraw_fillers,frozen_PDMS,strict_available_in_raw
1bf169a6aaf65858,quality_only,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.1772729604214969,100.0,,,,35
1bf169a6aaf65858,score,1,1,16,False,False,False,False,0.9375,1,0,100.0,100.0,0.0,0.0625,0.9375,2.0768795915090603,100.0,16.0,0.0,100.0,35
1bf169a6aaf65858,pareto,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,9.830977976351218,100.0,16.0,0.0,100.0,35
1bf169a6aaf65858,gt_distance,1,1,16,False,False,False,False,0.9375,1,0,100.0,100.0,0.0,0.0625,0.9375,5.838339728197802,100.0,16.0,0.0,100.0,35
1bf169a6aaf65858,old_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.1772729604214969,100.0,16.0,0.0,100.0,35
3764407c90d65df3,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,88.8395120688944,88.8395120688944,0.25,0.75,0.0,1.1374317041807505,87.61459484082175,,,,25
3764407c90d65df3,quality_only,16,16,16,False,True,True,True,0.0,16,0,88.8395120688944,88.8395120688944,0.25,0.75,0.0,1.1374317041807505,87.61459484082175,,,,25
3764407c90d65df3,score,8,8,16,False,True,True,False,0.5,8,0,89.77825189034381,89.55576954668972,0.125,0.375,0.5,2.533366088084588,87.61459484082175,16.0,0.0,89.77825189034381,25
3764407c90d65df3,pareto,8,8,16,False,True,True,False,0.5,8,0,89.77825189034381,89.55576954668972,0.125,0.375,0.5,2.533366088084588,87.61459484082175,16.0,0.0,89.77825189034381,25
3764407c90d65df3,gt_distance,8,8,16,False,True,True,False,0.5,8,0,89.77825189034381,89.55576954668972,0.125,0.375,0.5,2.533366088084588,87.61459484082175,16.0,0.0,89.77825189034381,25
3764407c90d65df3,old_pc,1,1,1,False,False,False,False,0.0,1,0,90.23770939258004,90.23770939258004,0.0,1.0,0.0,1.3328191175133848,87.61459484082175,16.0,15.0,90.23936222102996,25
38cfd81687975661,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,94.78353819024764,94.78353819024764,0.125,0.875,0.0,1.1824364684753657,94.47091355215278,,,,22
38cfd81687975661,quality_only,16,16,16,False,True,True,True,0.0,16,0,94.78353819024764,94.78353819024764,0.125,0.875,0.0,1.1824364684753657,94.47091355215278,,,,22
38cfd81687975661,score,0,0,16,True,False,False,False,1.0,0,0,97.0159582618252,,0.0,0.0,1.0,8.506348439280849,94.47091355215278,16.0,0.0,97.0159582618252,22
38cfd81687975661,pareto,0,0,16,True,False,False,False,1.0,0,0,97.0159582618252,,0.0,0.0,1.0,8.506348439280849,94.47091355215278,16.0,0.0,97.0159582618252,22
38cfd81687975661,gt_distance,6,6,16,False,True,False,False,0.625,6,0,95.34008985027972,94.89849642555974,0.0625,0.3125,0.625,2.0818894982977563,94.47091355215278,16.0,0.0,95.34008985027972,22
38cfd81687975661,old_pc,1,1,1,False,False,False,False,0.0,1,0,94.94377573397784,94.94377573397784,0.0,1.0,0.0,1.1106898781053285,94.47091355215278,16.0,15.0,94.94368401088168,22
42e6895442ab5601,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.1880512647833696,100.0,,,,32
42e6895442ab5601,quality_only,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.1880512647833696,100.0,,,,32
42e6895442ab5601,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,4.786946765509333,100.0,16.0,0.0,100.0,32
42e6895442ab5601,pareto,2,2,16,False,False,False,False,0.875,2,0,100.0,100.0,0.0,0.125,0.875,12.38597991955822,100.0,16.0,0.0,100.0,32
42e6895442ab5601,gt_distance,4,4,16,False,True,False,False,0.75,4,0,100.0,100.0,0.1875,0.0625,0.75,5.18073837819628,100.0,16.0,0.0,100.0,32
42e6895442ab5601,old_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.1880512647833696,100.0,16.0,0.0,100.0,32
b34272d337d350d2,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,80.38015328957688,80.38015328957688,0.5,0.5,0.0,1.057378948371035,80.07652241049671,,,,25
b34272d337d350d2,quality_only,16,16,16,False,True,True,True,0.0,16,0,80.38015328957688,80.38015328957688,0.5,0.5,0.0,1.057378948371035,80.07652241049671,,,,25
b34272d337d350d2,score,0,0,16,True,False,False,False,1.0,0,0,86.03513183198818,,0.0,0.0,1.0,38.21032568171788,80.07652241049671,16.0,0.0,86.03513183198818,25
b34272d337d350d2,pareto,0,0,16,True,False,False,False,1.0,0,0,86.03513183198818,,0.0,0.0,1.0,38.21032568171788,80.07652241049671,16.0,0.0,86.03513183198818,25
b34272d337d350d2,gt_distance,0,0,16,True,False,False,False,1.0,0,0,86.03513183198818,,0.0,0.0,1.0,38.21032568171788,80.07652241049671,16.0,0.0,86.03513183198818,25
b34272d337d350d2,old_pc,1,1,1,False,False,False,False,0.0,1,0,80.92578349392919,80.92578349392919,0.0,1.0,0.0,1.2794622148715984,80.07652241049671,16.0,15.0,80.92585926538499,25
b23ede9a183b5b71,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,89.54724879953946,89.54724879953946,0.375,0.625,0.0,1.0499964037359508,89.26203427896401,,,,20
b23ede9a183b5b71,quality_only,16,16,16,False,True,True,True,0.0,16,0,89.54724879953946,89.54724879953946,0.375,0.625,0.0,1.0499964037359508,89.26203427896401,,,,20
b23ede9a183b5b71,score,0,0,16,True,False,False,False,1.0,0,0,92.30153855812932,,0.0,0.0,1.0,28.219358717920784,89.26203427896401,16.0,0.0,92.30153855812932,20
b23ede9a183b5b71,pareto,0,0,16,True,False,False,False,1.0,0,0,92.30153855812932,,0.0,0.0,1.0,28.219358717920784,89.26203427896401,16.0,0.0,92.30153855812932,20
b23ede9a183b5b71,gt_distance,0,0,16,True,False,False,False,1.0,0,0,90.99078164228943,,0.0,0.0,1.0,10.651867795904614,89.26203427896401,16.0,0.0,90.99078164228943,20
b23ede9a183b5b71,old_pc,1,1,1,False,False,False,False,0.0,1,0,89.87125974455884,89.87125974455884,0.0,1.0,0.0,1.2700176623063173,89.26203427896401,16.0,15.0,89.87126647411347,20
fff951eab9f45288,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,91.1247380195467,91.1247380195467,0.0,1.0,0.0,1.5990104090213706,90.51744566199224,,,,59
fff951eab9f45288,quality_only,16,16,16,False,True,True,True,0.0,16,0,91.12426821678557,91.12426821678557,0.0,1.0,0.0,1.6031516785497109,90.51744566199224,,,,59
fff951eab9f45288,score,0,0,16,True,False,False,False,1.0,0,0,95.93904627112263,,0.0,0.0,1.0,27.943864301090827,90.51744566199224,16.0,0.0,95.93904627112263,59
fff951eab9f45288,pareto,0,0,16,True,False,False,False,1.0,0,0,95.93904627112263,,0.0,0.0,1.0,27.943864301090827,90.51744566199224,16.0,0.0,95.93904627112263,59
fff951eab9f45288,gt_distance,0,0,16,True,False,False,False,1.0,0,0,92.60599872868238,,0.0,0.0,1.0,9.077963735433467,90.51744566199224,16.0,0.0,92.60599872868238,59
fff951eab9f45288,old_pc,1,1,1,False,False,False,False,0.0,1,0,91.35012896862544,91.35012896862544,0.0,1.0,0.0,1.7970959368766235,90.51744566199224,16.0,15.0,91.3503579674594,59
4fa9113617d254d4,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.2182965007987403,100.0,,,,37
4fa9113617d254d4,quality_only,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.2182965007987403,100.0,,,,37
4fa9113617d254d4,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,4.297206081455515,100.0,16.0,0.0,100.0,37
4fa9113617d254d4,pareto,1,1,16,False,False,False,False,0.9375,1,0,100.0,100.0,0.0625,0.0,0.9375,5.177183295141052,100.0,16.0,0.0,100.0,37
4fa9113617d254d4,gt_distance,2,2,16,False,False,False,False,0.875,2,0,100.0,100.0,0.0625,0.0625,0.875,4.926179687142311,100.0,16.0,0.0,100.0,37
4fa9113617d254d4,old_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.2182965007987403,100.0,16.0,0.0,100.0,37
988785170de957da,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,93.54979973569348,93.54979973569348,0.1875,0.8125,0.0,1.1385333260090793,92.67419609084918,,,,27
988785170de957da,quality_only,16,16,16,False,True,True,True,0.0,16,0,93.54979973569348,93.54979973569348,0.1875,0.8125,0.0,1.1385333260090793,92.67419609084918,,,,27
988785170de957da,score,0,0,16,True,False,False,False,1.0,0,0,95.69663547446842,,0.0,0.0,1.0,18.912153849715654,92.67419609084918,16.0,0.0,95.69663547446842,27
988785170de957da,pareto,0,0,16,True,False,False,False,1.0,0,0,95.69663547446842,,0.0,0.0,1.0,18.912153849715654,92.67419609084918,16.0,0.0,95.69663547446842,27
988785170de957da,gt_distance,0,0,16,True,False,False,False,1.0,0,0,95.62620231128604,,0.0,0.0,1.0,18.83199095463753,92.67419609084918,16.0,0.0,95.62620231128604,27
988785170de957da,old_pc,1,1,1,False,False,False,False,0.0,1,0,94.16265779426844,94.16265779426844,0.0,1.0,0.0,1.496508830271455,92.67419609084918,16.0,15.0,94.1626941653908,27
046b1cc13f0d5f9d,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.125,0.875,0.0,1.1837369908878077,100.0,,,,32
046b1cc13f0d5f9d,quality_only,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.125,0.875,0.0,1.1837369908878077,100.0,,,,32
046b1cc13f0d5f9d,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,14.586713125346828,100.0,16.0,0.0,100.0,32
046b1cc13f0d5f9d,pareto,2,2,16,False,False,False,False,0.875,2,0,100.0,100.0,0.0625,0.0625,0.875,16.658725202714546,100.0,16.0,0.0,100.0,32
046b1cc13f0d5f9d,gt_distance,2,2,16,False,False,False,False,0.875,2,0,100.0,100.0,0.0625,0.0625,0.875,15.454062638818396,100.0,16.0,0.0,100.0,32
046b1cc13f0d5f9d,old_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.125,0.875,0.0,1.1837369908878077,100.0,16.0,0.0,100.0,32
d7fbd35a0f315447,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,96.74835264558016,96.74835264558016,0.8125,0.1875,0.0,0.9640399707135352,96.42541019650484,,,,16
d7fbd35a0f315447,quality_only,16,16,16,False,True,True,True,0.0,16,0,96.74835264558016,96.74835264558016,0.8125,0.1875,0.0,0.9640399707135352,96.42541019650484,,,,16
d7fbd35a0f315447,score,0,0,16,True,False,False,False,1.0,0,0,98.56429233292393,,0.0,0.0,1.0,9.35796206382128,96.42541019650484,16.0,0.0,98.56429233292393,16
d7fbd35a0f315447,pareto,0,0,16,True,False,False,False,1.0,0,0,98.56429233292393,,0.0,0.0,1.0,9.35796206382128,96.42541019650484,16.0,0.0,98.56429233292393,16
d7fbd35a0f315447,gt_distance,0,0,16,True,False,False,False,1.0,0,0,98.39399454862694,,0.0,0.0,1.0,8.458602144038956,96.42541019650484,16.0,0.0,98.39399454862694,16
d7fbd35a0f315447,old_pc,1,1,1,False,False,False,False,0.0,1,0,96.77930802486604,96.77930802486604,0.0,1.0,0.0,1.0136519811071834,96.42541019650484,16.0,15.0,96.77890586986584,16
951957b841e05cfa,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,88.69423136649225,88.69423136649225,0.0,1.0,0.0,1.244104706751933,87.56367288596931,,,,25
951957b841e05cfa,quality_only,16,16,16,False,True,True,True,0.0,16,0,88.69423136649225,88.69423136649225,0.0,1.0,0.0,1.244104706751933,87.56367288596931,,,,25
951957b841e05cfa,score,4,4,16,False,True,False,False,0.75,4,0,89.73634819357117,89.91979021576235,0.0,0.25,0.75,6.145996013625823,87.56367288596931,16.0,0.0,89.73634819357117,25
951957b841e05cfa,pareto,4,4,16,False,True,False,False,0.75,4,0,89.73634819357117,89.91979021576235,0.0,0.25,0.75,6.145996013625823,87.56367288596931,16.0,0.0,89.73634819357117,25
951957b841e05cfa,gt_distance,14,14,16,False,True,True,False,0.125,14,0,88.43708248705269,88.47638179582121,0.4375,0.4375,0.125,1.1421513292143666,87.56367288596931,16.0,0.0,88.43708248705269,25
951957b841e05cfa,old_pc,1,1,1,False,False,False,False,0.0,1,0,90.10920292938106,90.10920292938106,0.0,1.0,0.0,1.334753736815239,87.56367288596931,16.0,15.0,90.1095679764349,25
61db822891625c3b,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,91.70585095304962,91.70585095304962,0.4375,0.5625,0.0,1.0235526167716102,91.35446961991744,,,,23
61db822891625c3b,quality_only,16,16,16,False,True,True,True,0.0,16,0,91.70585095304962,91.70585095304962,0.4375,0.5625,0.0,1.0235526167716102,91.35446961991744,,,,23
61db822891625c3b,score,0,0,16,True,False,False,False,1.0,0,0,92.32141051435404,,0.0,0.0,1.0,8.076338354326682,91.35446961991744,16.0,0.0,92.32141051435404,23
61db822891625c3b,pareto,0,0,16,True,False,False,False,1.0,0,0,92.32141051435404,,0.0,0.0,1.0,8.076338354326682,91.35446961991744,16.0,0.0,92.32141051435404,23
61db822891625c3b,gt_distance,0,0,16,True,False,False,False,1.0,0,0,92.32141051435404,,0.0,0.0,1.0,8.076338354326682,91.35446961991744,16.0,0.0,92.32141051435404,23
61db822891625c3b,old_pc,1,1,1,False,False,False,False,0.0,1,0,92.1656821704729,92.1656821704729,0.0,1.0,0.0,1.053570952374658,91.35446961991744,16.0,15.0,92.16568532943803,23
759e9e451eba5b47,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,97.01912907658522,97.01912907658522,0.0,1.0,0.0,1.336952429829417,96.2037675366104,,,,37
759e9e451eba5b47,quality_only,16,16,16,False,True,True,True,0.0,16,0,97.0191290765852,97.0191290765852,0.0,1.0,0.0,1.336952429829417,96.2037675366104,,,,37
759e9e451eba5b47,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,16.701818370791948,96.2037675366104,16.0,0.0,100.0,37
759e9e451eba5b47,pareto,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,20.222601216156797,96.2037675366104,16.0,0.0,100.0,37
759e9e451eba5b47,gt_distance,10,10,16,False,True,True,False,0.375,10,0,97.88251663115092,97.651607190431,0.4375,0.1875,0.375,2.219460691394087,96.2037675366104,16.0,0.0,97.88251663115092,37
759e9e451eba5b47,old_pc,1,1,1,False,False,False,False,0.0,1,0,98.13034648843836,98.13034648843836,0.0,1.0,0.0,1.3801098227336726,96.2037675366104,16.0,15.0,98.13038277186304,37
9c05edf9d6e85716,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,92.43550704077946,92.43550704077946,0.1875,0.8125,0.0,1.224412276758278,89.37431627217875,,,,25
9c05edf9d6e85716,quality_only,16,16,16,False,True,True,True,0.0,16,0,92.43550704077946,92.43550704077946,0.1875,0.8125,0.0,1.224412276758278,89.37431627217875,,,,25
9c05edf9d6e85716,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,17.09397146353438,89.37431627217875,16.0,0.0,100.0,25
9c05edf9d6e85716,pareto,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,23.403939190730384,89.37431627217875,16.0,0.0,100.0,25
9c05edf9d6e85716,gt_distance,13,13,16,False,True,True,False,0.1875,13,0,94.23076083465438,93.48882619362855,0.375,0.4375,0.1875,1.8090816429226324,89.37431627217875,16.0,0.0,94.23076083465438,25
9c05edf9d6e85716,old_pc,1,1,1,False,False,False,False,0.0,1,0,95.12646762187754,95.12646762187754,0.0,1.0,0.0,1.058306908863969,89.37431627217875,16.0,15.0,95.12657636591196,25
467bbee636b65c84,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,89.58519900048381,89.58519900048381,0.5,0.5,0.0,1.0179542553382377,87.76623070555948,,,,23
467bbee636b65c84,quality_only,16,16,16,False,True,True,True,0.0,16,0,89.58519900048381,89.58519900048381,0.5,0.5,0.0,1.0179542553382377,87.76623070555948,,,,23
467bbee636b65c84,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,16.136753185292946,87.76623070555948,16.0,0.0,100.0,23
467bbee636b65c84,pareto,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,16.19085887829949,87.76623070555948,16.0,0.0,100.0,23
467bbee636b65c84,gt_distance,0,0,16,True,False,False,False,1.0,0,0,97.0033465394894,,0.0,0.0,1.0,8.916920657533614,87.76623070555948,16.0,0.0,97.0033465394894,23
467bbee636b65c84,old_pc,1,1,1,False,False,False,False,0.0,1,0,91.78979585391669,91.78979585391669,0.0,1.0,0.0,1.1172844202938752,87.76623070555948,16.0,15.0,91.79014351622902,23
4f6409df56a85592,conditional_pc,15,15,16,False,True,True,False,0.0625,15,1,86.59863080230703,86.70310157776187,0.625,0.375,0.0,0.97000154728642,85.04486081438507,,,,15
4f6409df56a85592,quality_only,15,15,16,False,True,True,False,0.0625,15,1,86.59863080230703,86.70310157776187,0.625,0.375,0.0,0.97000154728642,85.04486081438507,,,,15
4f6409df56a85592,score,5,5,16,False,True,False,False,0.6875,5,0,88.1965892246187,88.0673972193238,0.1875,0.125,0.6875,2.930266637520929,85.04486081438507,16.0,0.0,88.1965892246187,15
4f6409df56a85592,pareto,5,5,16,False,True,False,False,0.6875,5,0,88.1965892246187,88.0673972193238,0.1875,0.125,0.6875,2.930266637520929,85.04486081438507,16.0,0.0,88.1965892246187,15
4f6409df56a85592,gt_distance,5,5,16,False,True,False,False,0.6875,5,0,88.1965892246187,88.0673972193238,0.1875,0.125,0.6875,2.930266637520929,85.04486081438507,16.0,0.0,88.1965892246187,15
4f6409df56a85592,old_pc,1,1,1,False,False,False,False,0.0,1,0,88.6006406109173,88.6006406109173,0.0,1.0,0.0,1.1922784728498528,85.04486081438507,16.0,15.0,88.60219526514314,15
16ddb1838af755e3,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,84.93094682808923,84.93094682808923,0.0,1.0,0.0,1.3406534183472631,83.55521090470216,,,,39
16ddb1838af755e3,quality_only,16,16,16,False,True,True,True,0.0,16,0,84.93094682808923,84.93094682808923,0.0,1.0,0.0,1.3406534183472631,83.55521090470216,,,,39
16ddb1838af755e3,score,0,0,16,True,False,False,False,1.0,0,0,92.65054158866036,,0.0,0.0,1.0,37.27534770584816,83.55521090470216,16.0,0.0,92.65054158866036,39
16ddb1838af755e3,pareto,0,0,16,True,False,False,False,1.0,0,0,92.65054158866036,,0.0,0.0,1.0,37.27534770584816,83.55521090470216,16.0,0.0,92.65054158866036,39
16ddb1838af755e3,gt_distance,0,0,16,True,False,False,False,1.0,0,0,89.38267632327504,,0.0,0.0,1.0,22.57886345552112,83.55521090470216,16.0,0.0,89.38267632327504,39
16ddb1838af755e3,old_pc,1,1,1,False,False,False,False,0.0,1,0,85.20822528788067,85.20822528788067,0.0,1.0,0.0,1.486537039797823,83.55521090470216,16.0,15.0,85.2082827327915,39
2ce59f70a15b5ddf,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.190951235841323,100.0,,,,33
2ce59f70a15b5ddf,quality_only,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.190951235841323,100.0,,,,33
2ce59f70a15b5ddf,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,4.664815242869273,100.0,16.0,0.0,100.0,33
2ce59f70a15b5ddf,pareto,3,3,16,False,False,False,False,0.8125,3,0,100.0,100.0,0.0,0.1875,0.8125,5.878636625796456,100.0,16.0,0.0,100.0,33
2ce59f70a15b5ddf,gt_distance,3,3,16,False,False,False,False,0.8125,3,0,100.0,100.0,0.0,0.1875,0.8125,5.60818902931409,100.0,16.0,0.0,100.0,33
2ce59f70a15b5ddf,old_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.190951235841323,100.0,16.0,0.0,100.0,33
461fb854eaa3583e,conditional_pc,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.2911896591225516,100.0,,,,32
461fb854eaa3583e,quality_only,16,16,16,False,True,True,True,0.0,16,0,100.0,100.0,0.0,1.0,0.0,1.2911896591225516,100.0,,,,32
461fb854eaa3583e,score,0,0,16,True,False,False,False,1.0,0,0,100.0,,0.0,0.0,1.0,60.14329051398385,100.0,16.0,0.0,100.0,32
