method,step,metric,contrast,n,mean,median,ci_low,ci_high,median_ci_low,median_ci_high,win_fraction
score,200,PDMS,conditional_minus_baseline,300,-0.3572362414901401,-0.8650565745903265,-0.9659857249275516,0.31189393672154864,-1.150179531638976,-0.20297390730559073,0.10666666666666667
score,200,feasible_rate,conditional_minus_baseline,300,0.019114583333333334,0.0,0.009557291666666667,0.029323567708333335,0.0,0.0,0.11666666666666667
score,200,hard_failure,conditional_minus_baseline,300,-0.003359375,0.0,-0.009219401041666665,0.0013541666666666667,0.0,0.0,0.016666666666666666
score,200,zero_score_rate,conditional_minus_baseline,300,-0.002890625,0.0,-0.008569010416666667,0.0016933593750000024,0.0,0.0,0.016666666666666666
score,200,EP,conditional_minus_baseline,300,-0.027724711462430017,-0.023755197880645285,-0.03378173663371027,-0.021419495747430968,-0.028990055720017196,-0.015137517542561874,0.04
score,200,NC,conditional_minus_baseline,300,0.00036458333333333335,0.0,-0.00015625,0.001016276041666669,0.0,0.0,0.02
score,200,DAC,conditional_minus_baseline,300,0.0020572916666666665,0.0,-0.0028125,0.007552734375000003,0.0,0.0,0.03333333333333333
score,200,TTC,conditional_minus_baseline,300,0.015572916666666667,0.0,0.007863932291666667,0.025130208333333334,0.0,0.0,0.08333333333333333
score,200,DDC,conditional_minus_baseline,300,0.0011979166666666666,0.0,-5.208333333333334e-05,0.003046875,0.0,0.0,0.016666666666666666
score,200,pairwise_ADE,conditional_minus_baseline,300,-0.05242869224763959,-0.05050940850593959,-0.05394985462335677,-0.050887403151557487,-0.05223810840278953,-0.04841225699978123,0.0
score,200,Spread_AUC,conditional_minus_baseline,300,-0.043688980659054764,-0.042184426758060695,-0.04501538512074824,-0.04242939001910606,-0.043357935861752815,-0.040328227398538086,0.0
score,200,spread_ratio_IL,conditional_minus_baseline,300,-0.3651307525971033,-0.348216657024968,-0.3805432979639532,-0.35069068431430056,-0.3582143607247882,-0.33302968747236555,0.0
score,200,center_shift,conditional_minus_baseline,300,-0.29011610033766677,-0.21912444848567247,-0.3146174749949714,-0.26688750269283384,-0.2547709468053654,-0.19612818071618676,0.016666666666666666
score,200,mean_center_shift,conditional_minus_baseline,300,-0.2915503425523639,-0.2214511944912374,-0.3163946118306679,-0.2682324365404201,-0.2540731881279498,-0.1943498644977808,0.013333333333333334
score,200,CRN_policy_change_ADE,conditional_minus_baseline,300,-0.29097927204798907,-0.22108699567615986,-0.31622433665879845,-0.26878338229015936,-0.25257111340761185,-0.19469989649951458,0.013333333333333334
score,200,D_positive,conditional_minus_baseline,300,-0.04444820359349251,-0.057751622051000595,-0.04953041868392999,-0.03922047104251881,-0.062414480512961744,-0.04538699984550476,0.013333333333333334
score,200,positive_count,conditional_minus_baseline,300,-8.595,-4.25,-9.875041666666666,-7.3028749999999985,-5.75,-1.5,0.03
score,200,IL_retention_loss,conditional_minus_baseline,300,-0.0014052527126893822,-0.0009162092543135714,-0.0015528258342117631,-0.0012635802831352872,-0.0011141142923918324,-0.0008279524701322316,0.01
score,200,candidate_fitting_loss,conditional_minus_baseline,300,-0.004693211760997844,-0.0025786566375671782,-0.00566012303774878,-0.0038300407342441905,-0.002942837426655309,-0.002128125075714138,0.03
score,200,Hit1,conditional_minus_baseline,300,-0.35953125,-0.265625,-0.40289322916666664,-0.31658268229166664,-0.3828125,-0.0078125,0.016666666666666666
score,200,Hit8,conditional_minus_baseline,300,-0.2678531516376758,-0.0004603691526601783,-0.31559356137413974,-0.22306120413662697,-0.010738515294442585,-5.648226331089745e-11,0.016666666666666666
score,200,Hit16,conditional_minus_baseline,300,-0.23660714760072168,-8.109100951836368e-08,-0.280959309323216,-0.19277978049207645,-6.576364339716534e-05,0.0,0.016666666666666666
score,200,Hit64,conditional_minus_baseline,300,-0.19333333333333333,0.0,-0.23666666666666666,-0.15,0.0,0.0,0.006666666666666667
pareto,200,PDMS,conditional_minus_baseline,300,-0.6514147257245546,-0.9602260491799015,-1.2886314848833307,-0.02162111589149401,-1.2287560452050172,-0.3570713389257483,0.1
pareto,200,feasible_rate,conditional_minus_baseline,300,0.015598958333333333,0.0,0.00653515625,0.025963541666666666,0.0,0.0,0.1
pareto,200,hard_failure,conditional_minus_baseline,300,-0.0010416666666666667,0.0,-0.006250651041666667,0.004036458333333334,0.0,0.0,0.023333333333333334
pareto,200,zero_score_rate,conditional_minus_baseline,300,-0.0005989583333333333,0.0,-0.00578125,0.0045058593750000025,0.0,0.0,0.023333333333333334
pareto,200,EP,conditional_minus_baseline,300,-0.030454265917389294,-0.025263069054552,-0.03673706848497685,-0.024481847632533853,-0.031232188636617968,-0.01603774894717125,0.03
pareto,200,NC,conditional_minus_baseline,300,0.00010416666666666667,0.0,-0.0011458333333333333,0.0011848958333333334,0.0,0.0,0.01
pareto,200,DAC,conditional_minus_baseline,300,-0.00078125,0.0,-0.006406901041666666,0.004869791666666666,0.0,0.0,0.023333333333333334
pareto,200,TTC,conditional_minus_baseline,300,0.014270833333333333,0.0,0.006457682291666667,0.023516276041666666,0.0,0.0,0.08
pareto,200,DDC,conditional_minus_baseline,300,0.0012239583333333334,0.0,-0.00013020833333333333,0.0036982421875000012,0.0,0.0,0.016666666666666666
pareto,200,pairwise_ADE,conditional_minus_baseline,300,-0.05638551948523756,-0.05433394951554221,-0.057962479328403246,-0.05491871555115923,-0.05631225087603816,-0.05260630452375835,0.0
pareto,200,Spread_AUC,conditional_minus_baseline,300,-0.046645516460920806,-0.04463103063288775,-0.047938284791396175,-0.045368182910855516,-0.04650792695857105,-0.04331431800622309,0.0
pareto,200,spread_ratio_IL,conditional_minus_baseline,300,-0.39505143743005017,-0.36814202095504556,-0.4160339344842423,-0.3766014816742983,-0.37997566448693854,-0.35511889772683103,0.0
pareto,200,center_shift,conditional_minus_baseline,300,-0.30577224162252,-0.23779884912073612,-0.3309765389903914,-0.28013394034913897,-0.2719676365610212,-0.202842996455729,0.01
pareto,200,mean_center_shift,conditional_minus_baseline,300,-0.3069303779459248,-0.24382002977654338,-0.33274693921759413,-0.28269220611290075,-0.2736888511572033,-0.20432710647583008,0.013333333333333334
pareto,200,CRN_policy_change_ADE,conditional_minus_baseline,300,-0.3071017375293498,-0.24268593825399876,-0.332001662499931,-0.2818602939279905,-0.2752933008596301,-0.20024720020592213,0.013333333333333334
pareto,200,D_positive,conditional_minus_baseline,300,-0.046402104025085766,-0.05993661843240261,-0.0512856902750209,-0.041160995685805876,-0.06698143482208252,-0.05266122706234455,0.013333333333333334
pareto,200,positive_count,conditional_minus_baseline,300,-8.678333333333333,-4.0,-10.005041666666667,-7.386583333333333,-5.5,-1.5,0.03
pareto,200,IL_retention_loss,conditional_minus_baseline,300,-0.001570468739582515,-0.0010666528981229106,-0.0017410668221912145,-0.001411142143760578,-0.00121640908336218,-0.0009216642156824939,0.006666666666666667
pareto,200,candidate_fitting_loss,conditional_minus_baseline,300,-0.006336975464797388,-0.0034996626722367807,-0.007736072176649131,-0.005243216444863574,-0.004098151962720564,-0.0029570709953929963,0.013333333333333334
pareto,200,Hit1,conditional_minus_baseline,300,-0.365546875,-0.26953125,-0.41028841145833334,-0.324556640625,-0.375,-0.0234375,0.01
pareto,200,Hit8,conditional_minus_baseline,300,-0.27130612101243723,-0.0006612017980978657,-0.31756705552032416,-0.22900693999900504,-0.011417915689588387,-9.813799620588455e-08,0.013333333333333334
pareto,200,Hit16,conditional_minus_baseline,300,-0.23896560589300242,-8.109100951836368e-08,-0.28412868141785114,-0.1948672066287834,-6.576364339716534e-05,0.0,0.016666666666666666
pareto,200,Hit64,conditional_minus_baseline,300,-0.195,0.0,-0.23833333333333334,-0.15333333333333332,0.0,0.0,0.006666666666666667
gt_distance,200,PDMS,conditional_minus_baseline,300,-0.3175678473834172,-0.28257974007828324,-0.6618708015147781,0.03705779683465614,-0.3423142491124196,-0.10199009569844719,0.08
gt_distance,200,feasible_rate,conditional_minus_baseline,300,0.0053125,0.0,0.0004166666666666667,0.010859375,0.0,0.0,0.07666666666666666
gt_distance,200,hard_failure,conditional_minus_baseline,300,0.000234375,0.0,-0.0026302083333333334,0.003229817708333336,0.0,0.0,0.02
gt_distance,200,zero_score_rate,conditional_minus_baseline,300,0.00028645833333333333,0.0,-0.0026041666666666665,0.0031777343750000026,0.0,0.0,0.02
gt_distance,200,EP,conditional_minus_baseline,300,-0.012465378337201996,-0.007370491114722544,-0.015796064894039515,-0.009172164622209981,-0.008448751566143331,-0.004597582025499702,0.03666666666666667
gt_distance,200,NC,conditional_minus_baseline,300,7.8125e-05,0.0,-2.604166666666667e-05,0.00020833333333333335,0.0,0.0,0.013333333333333334
gt_distance,200,DAC,conditional_minus_baseline,300,-0.0011197916666666667,0.0,-0.004479166666666667,0.0020833333333333333,0.0,0.0,0.023333333333333334
gt_distance,200,TTC,conditional_minus_baseline,300,0.005598958333333333,0.0,0.0018489583333333333,0.01031315104166667,0.0,0.0,0.056666666666666664
gt_distance,200,DDC,conditional_minus_baseline,300,0.00024739583333333335,0.0,-0.00013020833333333333,0.0007552083333333333,0.0,0.0,0.01
gt_distance,200,pairwise_ADE,conditional_minus_baseline,300,-0.03402081632785628,-0.0327276487908842,-0.03513220372329227,-0.033026302580756006,-0.03336524033788621,-0.03194514759767092,0.0
gt_distance,200,Spread_AUC,conditional_minus_baseline,300,-0.02791261437069363,-0.026919244101995803,-0.028785756484702784,-0.02706091730384674,-0.027403576379516556,-0.02629591554771723,0.0
gt_distance,200,spread_ratio_IL,conditional_minus_baseline,300,-0.2408705964617356,-0.21683875309969086,-0.2590221876253251,-0.2261047400157873,-0.2232714678762997,-0.2071025969102107,0.0
gt_distance,200,center_shift,conditional_minus_baseline,300,-0.08119266458010922,-0.0752965472638607,-0.08794442406417026,-0.07448638640367426,-0.08323252619593405,-0.0666614230722189,0.04
gt_distance,200,mean_center_shift,conditional_minus_baseline,300,-0.08164547133569916,-0.07648902432993054,-0.0885781065907407,-0.07517588973681752,-0.0836549662053585,-0.06841923668980598,0.056666666666666664
gt_distance,200,CRN_policy_change_ADE,conditional_minus_baseline,300,-0.08164486947314192,-0.07625369913876057,-0.08835037375823594,-0.07538436303248938,-0.08349072141572833,-0.06886325031518936,0.056666666666666664
gt_distance,200,D_positive,conditional_minus_baseline,300,-0.028252626284956932,-0.03600826859474182,-0.03125731822568923,-0.025341104455292224,-0.0390144269913435,-0.03163858875632286,0.006666666666666667
gt_distance,200,positive_count,conditional_minus_baseline,300,-6.48,-3.5,-7.51,-5.481624999999999,-5.0,-1.0,0.03666666666666667
gt_distance,200,IL_retention_loss,conditional_minus_baseline,300,-0.000527071376522219,-0.0004204310853204163,-0.0005818021777183606,-0.0004725091661216039,-0.00047894424786498746,-0.00036357865914027343,0.03
gt_distance,200,candidate_fitting_loss,conditional_minus_baseline,300,-0.0035454984126955047,-0.0015618861508279736,-0.00465713980355339,-0.0025583485539201097,-0.0018460361677634651,-0.0013595791059852758,0.05
gt_distance,200,Hit1,conditional_minus_baseline,300,-0.14138020833333334,-0.015625,-0.163205078125,-0.12062174479166665,-0.0859375,0.0,0.013333333333333334
gt_distance,200,Hit8,conditional_minus_baseline,300,-0.15921359993833528,-2.819472153081648e-05,-0.1887369366447061,-0.12972051441976687,-0.0023743567797939735,0.0,0.02
gt_distance,200,Hit16,conditional_minus_baseline,300,-0.15463219775452136,-1.5450529744498454e-11,-0.18635495013026443,-0.12218678976173662,-2.870918272002143e-06,0.0,0.02
gt_distance,200,Hit64,conditional_minus_baseline,300,-0.14333333333333334,0.0,-0.17833333333333334,-0.11,0.0,0.0,0.0
old_pc,200,PDMS,conditional_minus_baseline,300,-0.0042543440442329465,-0.14550998516429559,-0.2992114649347026,0.32916992228766373,-0.19615322721489292,-0.08630279713386813,0.07333333333333333
old_pc,200,feasible_rate,conditional_minus_baseline,300,0.003411458333333333,0.0,-7.8125e-05,0.007005859375000002,0.0,0.0,0.06333333333333334
old_pc,200,hard_failure,conditional_minus_baseline,300,-0.001484375,0.0,-0.005651041666666667,0.00171875,0.0,0.0,0.016666666666666666
old_pc,200,zero_score_rate,conditional_minus_baseline,300,-0.001484375,0.0,-0.005598958333333333,0.001640625,0.0,0.0,0.016666666666666666
old_pc,200,EP,conditional_minus_baseline,300,-0.004263562590394912,-0.0037553053011575854,-0.007354552707723158,-0.00011066443975498085,-0.004851418495714801,-0.0024892390416526577,0.03333333333333333
old_pc,200,NC,conditional_minus_baseline,300,0.001484375,0.0,-7.8125e-05,0.00453125,0.0,0.0,0.0033333333333333335
old_pc,200,DAC,conditional_minus_baseline,300,0.0010416666666666667,0.0,-0.0014583333333333334,0.0036458333333333334,0.0,0.0,0.02666666666666667
old_pc,200,TTC,conditional_minus_baseline,300,0.003880208333333333,0.0,0.0013020833333333333,0.0071100260416666694,0.0,0.0,0.04666666666666667
old_pc,200,DDC,conditional_minus_baseline,300,-5.208333333333334e-05,0.0,-0.00024739583333333335,7.845052083333452e-05,0.0,0.0,0.0033333333333333335
old_pc,200,pairwise_ADE,conditional_minus_baseline,300,0.0028724083219265253,0.0029536518936672113,0.0026088103117972174,0.003136396380448064,0.002653097109379797,0.0032093873290951905,0.89
old_pc,200,Spread_AUC,conditional_minus_baseline,300,0.002397611968631395,0.0024401512073080472,0.002178825989577238,0.002617609865569972,0.0021909988984452097,0.002657522021094004,0.89
old_pc,200,spread_ratio_IL,conditional_minus_baseline,300,0.019353082864722305,0.020540254635790844,0.01761122172713603,0.021104034886201214,0.01770787616387348,0.022078153095990594,0.89
old_pc,200,center_shift,conditional_minus_baseline,300,-0.02407811674910287,-0.01918210554867983,-0.029040970226749778,-0.019159037185056755,-0.026563795283436775,-0.011344032362103462,0.2866666666666667
old_pc,200,mean_center_shift,conditional_minus_baseline,300,-0.02527689449333896,-0.019748601596802473,-0.030564281460867884,-0.020278934875464377,-0.027214997448027134,-0.012078657746315002,0.29333333333333333
old_pc,200,CRN_policy_change_ADE,conditional_minus_baseline,300,-0.025035471972078085,-0.019713133573532104,-0.03013936894243428,-0.020024258794457028,-0.026772743090987206,-0.01223338209092617,0.29333333333333333
old_pc,200,D_positive,conditional_minus_baseline,300,-0.004286229734619459,-0.0019760429859161377,-0.005731148412761589,-0.0025994886280968775,-0.0036425795406103134,0.0,0.08
old_pc,200,positive_count,conditional_minus_baseline,300,-5.345,-3.0,-6.143375,-4.5882499999999995,-4.0,-1.0,0.03333333333333333
old_pc,200,IL_retention_loss,conditional_minus_baseline,300,1.8579207006948668e-06,-2.5091912778663072e-06,-1.782146908954344e-05,2.2429624844861313e-05,-1.3176323300001513e-05,1.0675066876686401e-05,0.4866666666666667
old_pc,200,candidate_fitting_loss,conditional_minus_baseline,300,0.0011360445977070747,2.1985233502164192e-05,0.0001415668698616109,0.002930575089211785,8.6708683344483e-06,4.1469971659324756e-05,0.5966666666666667
old_pc,200,Hit1,conditional_minus_baseline,300,-0.0675,0.0,-0.078984375,-0.055884765625,-0.0078125,0.0,0.02666666666666667
old_pc,200,Hit8,conditional_minus_baseline,300,-0.07719630361161267,0.0,-0.0969631676841041,-0.05967446298459598,-2.602450211913736e-07,0.0,0.02666666666666667
old_pc,200,Hit16,conditional_minus_baseline,300,-0.0743853775264946,0.0,-0.09566018882771286,-0.0545924319402299,0.0,0.0,0.023333333333333334
old_pc,200,Hit64,conditional_minus_baseline,300,-0.06333333333333334,0.0,-0.085,-0.043333333333333335,0.0,0.0,0.006666666666666667
