endpoint,method,reference,metric,n,mean,median,ci_low,ci_high,median_ci_low,median_ci_high,win_fraction
110,conditional_pc,official_il,PDMS_gain,300,-0.082463078906698,0.0,-0.37139649463765023,0.1894761440372419,0.0,0.0,0.36666666666666664
110,official_il,gt_only,PDMS_gain,300,-0.026130274662962662,0.0,-0.6228815383776297,0.5536990437960653,0.0,0.0,0.33
110,score,gt_only,PDMS_gain,300,-0.23744751464034067,-0.18901307135865864,-0.8295068592976094,0.44657106725367485,-0.2980587413182185,-0.015058103142205681,0.14
110,pareto,gt_only,PDMS_gain,300,-0.20692420604461578,-0.1680284263519667,-0.6803205368660945,0.356248435025442,-0.32983345103919604,-0.034770168945717814,0.12333333333333334
110,gt_distance,gt_only,PDMS_gain,300,-0.2552816350934353,-0.023080397511400008,-0.5326515406088675,0.05170698924527955,-0.07625718553841665,0.0,0.16333333333333333
110,old_pc,gt_only,PDMS_gain,300,0.03369571005888095,0.0,-0.33589239879103655,0.4432521913562729,0.0,0.0,0.27666666666666667
110,conditional_pc,gt_only,PDMS_gain,300,-0.10859335356966066,0.0,-0.6936340152447418,0.3740798849833245,0.0,0.0,0.35333333333333333
110,official_il,conditional_pc,PDMS_gain,300,0.082463078906698,0.0,-0.18867150435685548,0.36626969313463636,0.0,0.0,0.31666666666666665
110,gt_only,conditional_pc,PDMS_gain,300,0.10859335356966066,0.0,-0.36018477089020723,0.6725254576633803,0.0,0.0,0.3333333333333333
110,score,conditional_pc,PDMS_gain,300,-0.12885416107068,-0.10399579182415053,-0.7339814706395117,0.5236032602593664,-0.1982828654229678,-0.013358684106315707,0.14
110,pareto,conditional_pc,PDMS_gain,300,-0.09833085247495509,-0.13481816089849374,-0.6131830976297445,0.4979390427981433,-0.24321337799165477,-0.02788597205077104,0.12666666666666668
110,gt_distance,conditional_pc,PDMS_gain,300,-0.14668828152377467,-0.028905052841643908,-0.534847322059429,0.3147874745179002,-0.09360729070447604,0.0,0.16
110,old_pc,conditional_pc,PDMS_gain,300,0.1422890636285416,0.0,-0.17333549111629654,0.5288034367261653,-0.02123775261648575,0.0,0.19333333333333333
110,gt_only,official_il,feasible_change,300,0.0040885416666666665,0.0,-0.004011067708333333,0.012526041666666666,0.0,0.0,0.08333333333333333
110,score,official_il,feasible_change,300,0.010130208333333333,0.0,-0.0004427083333333333,0.021563151041666666,0.0,0.0,0.11
110,pareto,official_il,feasible_change,300,0.012786458333333334,0.0,0.003515625,0.023490234375000002,0.0,0.0,0.11333333333333333
110,gt_distance,official_il,feasible_change,300,0.004114583333333333,0.0,-0.0033600260416666665,0.012319010416666672,0.0,0.0,0.07333333333333333
110,old_pc,official_il,feasible_change,300,0.006171875,0.0,0.001223307291666667,0.011354166666666667,0.0,0.0,0.07666666666666666
110,conditional_pc,official_il,feasible_change,300,0.0013541666666666667,0.0,-0.003359375,0.006381510416666672,0.0,0.0,0.06
110,official_il,gt_only,feasible_change,300,-0.0040885416666666665,0.0,-0.013021484375,0.003932942708333336,0.0,0.0,0.06666666666666667
110,score,gt_only,feasible_change,300,0.0060416666666666665,0.0,-0.004245442708333333,0.017604166666666667,0.0,0.0,0.09666666666666666
110,pareto,gt_only,feasible_change,300,0.008697916666666666,0.0,-0.0005989583333333333,0.019115234375,0.0,0.0,0.1
110,gt_distance,gt_only,feasible_change,300,2.604166666666667e-05,0.0,-0.005391276041666666,0.005598958333333333,0.0,0.0,0.06666666666666667
110,old_pc,gt_only,feasible_change,300,0.0020833333333333333,0.0,-0.004922526041666667,0.009219401041666669,0.0,0.0,0.07333333333333333
110,conditional_pc,gt_only,feasible_change,300,-0.002734375,0.0,-0.010208984374999999,0.003360026041666669,0.0,0.0,0.06333333333333334
110,official_il,conditional_pc,feasible_change,300,-0.0013541666666666667,0.0,-0.006458984375,0.003229817708333336,0.0,0.0,0.06666666666666667
110,gt_only,conditional_pc,feasible_change,300,0.002734375,0.0,-0.00375,0.009973958333333333,0.0,0.0,0.08333333333333333
110,score,conditional_pc,feasible_change,300,0.008776041666666666,0.0,-0.0010416666666666667,0.019089192708333334,0.0,0.0,0.11
110,pareto,conditional_pc,feasible_change,300,0.011432291666666667,0.0,0.002524088541666667,0.021120442708333333,0.0,0.0,0.10333333333333333
110,gt_distance,conditional_pc,feasible_change,300,0.0027604166666666667,0.0,-0.0033072916666666667,0.009557291666666667,0.0,0.0,0.07666666666666666
110,old_pc,conditional_pc,feasible_change,300,0.0048177083333333336,0.0,-5.208333333333334e-05,0.00992252604166667,0.0,0.0,0.07333333333333333
110,gt_only,official_il,EP_change,300,-0.0015776311926256536,0.0,-0.0073743674681110045,0.004805035046845333,0.0,0.0,0.33666666666666667
110,score,official_il,EP_change,300,-0.015754607258888213,-0.002639882748433381,-0.022488876605705588,-0.008791057764780773,-0.005970341055944878,-5.5328273264515504e-05,0.11333333333333333
110,pareto,official_il,EP_change,300,-0.016667747706575965,-0.0032895286268166957,-0.02297020526443812,-0.010197937112978932,-0.0066398919150955915,-0.0007149546495208436,0.08
110,gt_distance,official_il,EP_change,300,-0.00909197869564238,0.0,-0.014661993686543865,-0.0033867389855616243,-0.0013882342947743043,0.0,0.17
110,old_pc,official_il,EP_change,300,-0.003235202066967549,0.0,-0.006766904888053819,0.00048638689272339564,0.0,0.0,0.24
110,conditional_pc,official_il,EP_change,300,-0.0019704378296666767,0.0,-0.006110923965268598,0.0012173809749878143,0.0,0.0,0.36
110,official_il,gt_only,EP_change,300,0.0015776311926256536,0.0,-0.0045050999027540116,0.007393926416510245,0.0,0.0,0.33
110,score,gt_only,EP_change,300,-0.01417697606626256,-0.004691431695534487,-0.01940292331633865,-0.00826113804027694,-0.008068822150830532,-0.0009929202120600722,0.08
110,pareto,gt_only,EP_change,300,-0.015090116513950308,-0.005679192174040226,-0.019155167572556503,-0.010378077447888285,-0.008447439571282855,-0.0019855798277094994,0.06
110,gt_distance,gt_only,EP_change,300,-0.007514347503016727,-0.0009740039929519717,-0.010129192980836022,-0.004917282703332204,-0.0024282322109226706,0.0,0.12
110,old_pc,gt_only,EP_change,300,-0.0016575708743418952,0.0,-0.0054077335447552475,0.0027119379502193097,0.0,0.0,0.25333333333333335
110,conditional_pc,gt_only,EP_change,300,-0.0003928066370410224,0.0,-0.005872405656399261,0.00409702667891914,0.0,0.0,0.35
110,official_il,conditional_pc,EP_change,300,0.0019704378296666767,0.0,-0.0013636083568633337,0.006051553823704826,0.0,0.0,0.3
110,gt_only,conditional_pc,EP_change,300,0.0003928066370410224,0.0,-0.004193002190607709,0.005916763162979764,0.0,0.0,0.31666666666666665
110,score,conditional_pc,EP_change,300,-0.013784169429221536,-0.0030526845148895754,-0.019384452120091693,-0.007744613424576464,-0.006607891091272189,-0.001939396158228579,0.07
110,pareto,conditional_pc,EP_change,300,-0.014697309876909287,-0.0040526366722676566,-0.019747402216857966,-0.009262747481169873,-0.006466346818862362,-0.002299144784368823,0.056666666666666664
110,gt_distance,conditional_pc,EP_change,300,-0.007121540865975704,-0.0005945020784696442,-0.010806735045776365,-0.0025934528751808622,-0.001919105171079405,0.0,0.12666666666666668
110,old_pc,conditional_pc,EP_change,300,-0.001264764237300873,-4.279315758998203e-06,-0.004657128066640307,0.0030350533383554767,-0.000800651838895744,0.0,0.16
