method,step,token,PDMS,feasible_rate,hard_failure,zero_score_rate,EP,NC,DAC,TTC,DDC,Comfort,pairwise_ADE,Spread_AUC,center_shift,CRN_policy_change_ADE,D_positive,IL_retention_loss,candidate_fitting_loss,Hit1,Hit8,Hit16,Hit64
conditional_pc,0,095eafbb5c8f5b02,91.25133069582213,1.0,0.0,0.0,0.790031936699731,1.0,1.0,1.0,1.0,1.0,0.12522783910529825,0.10379025955166175,0.1124344915151596,0.0,0.10337794572114944,0.0023081605336443545,0.002427467672447392,0.0390625,0.2495042305658382,0.3877105839691773,0.5
conditional_pc,0,09c3d9dbca6455e5,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1502717105731453,0.1317381849167992,0.03679080680012703,0.0,0.0,0.0004832331786701616,0.00023248506099804445,0.0,0.0,0.0,0.0
conditional_pc,0,0a02ef840f2d5d8e,95.08157019749044,1.0,0.0,0.0,0.8819576847397705,1.0,1.0,1.0,1.0,1.0,0.1641911617909672,0.14312040433571807,0.09444480948150158,0.0,0.14704541116952896,0.0018758928897142368,0.0012930885805673142,0.5390625,0.9930357642706132,0.9999614030844846,1.0
conditional_pc,0,0a87bb919dbb58b6,95.87614425983966,1.0,0.0,0.0,0.9010274622361523,1.0,1.0,1.0,1.0,1.0,0.09449962762487524,0.08189749864145626,0.07244512438774109,0.0,0.05984531156718731,0.0007980431699756707,0.0013078830933004326,0.0,0.0,0.0,0.0
conditional_pc,0,0b9f2aceebbf5003,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1105586223729981,0.09068409119139137,0.03225783258676529,0.0,0.0,0.00045205027214834104,0.0004679319357130396,0.0,0.0,0.0,0.0
conditional_pc,0,0eea4103d56352dd,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1017414220559286,0.08489020149862744,0.048529304563999176,0.0,0.0,0.0007744946635881433,0.0006745397150496046,0.0,0.0,0.0,0.0
conditional_pc,0,12115c5ca1215fb7,92.69952072887094,1.0,0.0,0.0,0.8247884974929024,1.0,1.0,1.0,1.0,1.0,0.12760871671183996,0.10843274633750766,0.0676253642886877,0.0,0.11785698309540749,0.0004955651780989001,0.000646829495316581,0.0,0.0,0.0,0.0
conditional_pc,0,121fdf5f01785268,75.21154965265396,1.0,0.0,0.0,0.4050771916636951,1.0,1.0,1.0,1.0,1.0,0.10408910229831717,0.09130308637613681,0.023548453114926815,0.0,0.08263353258371353,0.0010767119256840374,0.0011574702575423146,0.3515625,0.9610590876820579,0.9984539844514634,1.0
conditional_pc,0,123b77fa26425ac1,93.52318546042306,1.0,0.0,0.0,0.8445564510501535,1.0,1.0,1.0,1.0,1.0,0.1507130706806629,0.12527991789450246,0.0439074020832777,0.0,0.10653864219784737,0.0015418856833662176,0.0012546895791416546,0.1015625,0.5890386856869918,0.8450835058296964,1.0
conditional_pc,0,130e725a1594571f,94.07293936664934,1.0,0.0,0.0,0.857750544799584,1.0,1.0,1.0,1.0,1.0,0.17278232611147212,0.14218004456778832,0.0998258963227272,0.0,0.14882753044366837,0.0007389850892565164,0.000945212129323636,0.0,0.0,0.0,0.0
conditional_pc,0,1361ba1955125852,85.49392863962194,1.0,0.0,0.0,0.6518542873509268,1.0,1.0,1.0,1.0,1.0,0.12508260128473575,0.10768222524593549,0.04586436599493027,0.0,0.10023346915841103,0.00021489185450818127,0.000279615269782596,0.0,0.0,0.0,0.0
conditional_pc,0,1381f484e75c565a,93.17315994975786,1.0,0.0,0.0,0.8361558387941886,1.0,1.0,1.0,1.0,1.0,0.13719889301347724,0.11568470413502292,0.056799788028001785,0.0,0.10654473304748535,0.00023276937147898025,0.00029750016111762534,0.0,0.0,0.0,0.0
conditional_pc,0,13f740d88bf75471,86.37680903188985,1.0,0.0,0.0,0.6730434167653565,1.0,1.0,1.0,1.0,1.0,0.11833260498938675,0.09943172936211941,0.06681578233838081,0.0,0.11413240432739258,0.0028078732306795473,0.0031550952214871586,0.890625,0.9999999998870355,1.0,1.0
conditional_pc,0,14d0749e1fc85004,93.12703549003032,0.8671875,0.0,0.0,0.9678613517607275,1.0,1.0,0.8671875,1.0,1.0,0.15226308127704447,0.12921850306910054,0.11319020763039589,0.0,0.08979383856058121,0.0009740285033217333,0.0009159378295535703,0.0,0.0,0.0,0.0
conditional_pc,0,160a7c3cbeee5f8b,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1754262866336853,0.14501417902822247,0.0538326445966959,0.0,0.0,0.002875946609222524,0.0019065961965658573,0.0,0.0,0.0,0.0
conditional_pc,0,161154cbf4245a3d,99.34778281030542,1.0,0.0,0.0,0.9843467874473298,1.0,1.0,1.0,1.0,1.0,0.12771428266540982,0.104696070318106,0.05754496529698372,0.0,0.1169561855494976,0.0005134308653769182,0.0006011249799335872,0.2734375,0.9041962596866082,0.9892879274872861,1.0
conditional_pc,0,165b4475bd6b5188,81.87935993828066,1.0,0.0,0.0,0.5651046385187362,1.0,1.0,1.0,1.0,1.0,0.10656573773954836,0.09248508152932387,0.0719531336799264,0.0,0.10003679245710373,0.0008975264942314709,0.0008258984890865406,0.640625,0.9956386594501048,0.9999868218375563,1.0
conditional_pc,0,190b153cfd3b5302,96.98018138320468,1.0,0.0,0.0,0.9275243531969124,1.0,1.0,1.0,1.0,1.0,0.1369962761141218,0.12022967576632171,0.05292499251663685,0.0,0.10200592502951622,0.0004881874959252741,0.000579455084270819,0.1328125,0.6958001971109363,0.9191476262593565,1.0
conditional_pc,0,1971c4278e675b9d,97.26625002068809,1.0,0.0,0.0,0.9343900004965143,1.0,1.0,1.0,1.0,1.0,0.15644807910351988,0.1295727552817782,0.062084101140499115,0.0,0.1219397597014904,0.0008461153673700039,0.0009879531869145808,0.1171875,0.5461238723649966,0.7128950822677314,1.0
conditional_pc,0,1b7a2afa56df5d20,97.48482453709576,1.0,0.0,0.0,0.9396357888902983,1.0,1.0,1.0,1.0,1.0,0.11032355403470462,0.09135617105476652,0.0765208825469017,0.0,0.09380398318171501,0.0003575942983111702,0.0004052711845581314,0.109375,0.5330453845121677,0.7096315209475696,1.0
conditional_pc,0,1ce58516c7675036,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.15279543807214746,0.1214971259116874,0.2783849239349365,0.0,0.0,0.009234803149809068,0.23666364382643224,0.0,0.0,0.0,0.0
conditional_pc,0,1d0a4f1f6cbd5e38,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10578683286740934,0.09196601638394583,0.032667333260178566,0.0,0.0,0.00019147093317428698,0.00029276723336479904,0.0,0.0,0.0,0.0
conditional_pc,0,1d45b9d20e9d5f92,92.79946228913252,1.0,0.0,0.0,0.8271870949391807,1.0,1.0,1.0,1.0,1.0,0.10890349014515785,0.0954477559163642,0.07474072650074959,0.0,0.07760170102119446,0.0003273152809768476,0.0002384816659990463,0.0078125,0.0625,0.125,0.5
conditional_pc,0,21249a2d4eb25ed6,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16399889140474405,0.13174449735449828,0.14850224554538727,0.0,0.0,0.0010841996839729973,0.0013317180833922748,0.0,0.0,0.0,0.0
conditional_pc,0,22dddd249c8e5fe4,90.32399934219646,1.0,0.0,0.0,0.7677759842127148,1.0,1.0,1.0,1.0,1.0,0.11002451537572179,0.09005998749940329,0.12419755011796951,0.0,0.09757953882217407,0.001393417440603173,0.00115360894108818,0.4375,0.9149755988059595,0.9893934257045156,1.0
conditional_pc,0,2320cdddd8465622,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19096858595399002,0.16190005010052505,0.19095172733068466,0.0,0.0,0.0026287658114441115,0.0028653082437593014,0.0,0.0,0.0,0.0
conditional_pc,0,23724912b8f153f0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11968334315034403,0.10116187375840541,0.05180829018354416,0.0,0.0,0.001852776287648794,0.0018129532921591363,0.0,0.0,0.0,0.0
conditional_pc,0,25652aabb1615c8d,98.26219516714906,1.0,0.0,0.0,0.9582926840115777,1.0,1.0,1.0,1.0,1.0,0.1006512875490521,0.08107772092200378,0.06365827098488808,0.0,0.09601892158389091,0.0009111598790809694,0.001421775073563225,0.0234375,0.18055555555555558,0.34523809523809523,1.0
conditional_pc,0,25822d3d04305af8,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12876213070696166,0.1035637509452921,0.09404948726296425,0.0,0.0,0.0013441010393293595,0.0016077363545150547,0.0,0.0,0.0,0.0
conditional_pc,0,2639525675535145,99.9045009270676,1.0,0.0,0.0,0.9977080222496224,1.0,1.0,1.0,1.0,1.0,0.16701663127798005,0.14480123005811452,0.14976821094751358,0.0,0.15215952694416046,0.0003244364089418639,0.000608129431917348,0.0,0.0,0.0,0.0
conditional_pc,0,26e0f72c031b5f07,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11746331163330699,0.09566695545512252,0.06300748512148857,0.0,0.0,0.0005477351316045542,0.0007231162771219601,0.0,0.0,0.0,0.0
conditional_pc,0,289087a782995ef0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13032928197228177,0.10803473318701416,0.07591280527412891,0.0,0.0,0.0013807456600858359,0.001647313330124689,0.0,0.0,0.0,0.0
conditional_pc,0,28c5133d23575e81,90.20669046548991,1.0,0.0,0.0,0.764960571171758,1.0,1.0,1.0,1.0,1.0,0.18106966355681142,0.15015429436219843,0.07781355828046799,0.0,0.14563800394535065,0.000590420388249413,0.0006498345242391679,0.0,0.0,0.0,0.0
conditional_pc,0,2a2403c9b08b53ac,95.149073642428,1.0,0.0,0.0,0.8835777674182719,1.0,1.0,1.0,1.0,1.0,0.18064825834486084,0.14352018075999962,0.11166298016905785,0.0,0.14587019383907318,0.0006201449443423712,0.0007207743314978643,0.0,0.0,0.0,0.0
conditional_pc,0,2ab1b3941f7153cb,94.97527189657902,1.0,0.0,0.0,0.8794065255178966,1.0,1.0,1.0,1.0,1.0,0.12302750241819257,0.10594507390394878,0.05610152892768383,0.0,0.07733264192938805,0.00028639876141411946,0.0004584377405194573,0.0,0.0,0.0,0.0
conditional_pc,0,2ad520fb925f5ace,96.66450733359967,1.0,0.0,0.0,0.9199481760063921,1.0,1.0,1.0,1.0,1.0,0.15682446768879554,0.13294446306813537,0.1057390496134758,0.0,0.14711877703666687,0.0024288591453895947,0.0035040413265292614,0.8046875,0.9999997986970829,1.0,1.0
conditional_pc,0,2b07bad4bce156cd,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1058447824515273,0.08855600263509458,0.03464365564286709,0.0,0.0,0.00013534352405386585,0.00013651910836998127,0.0,0.0,0.0,0.0
conditional_pc,0,2b2663b56a6555a2,9.375,0.09375,0.90625,0.90625,0.09375,1.0,0.09375,1.0,1.0,1.0,0.14541441117010417,0.1241120281472127,0.10445043072104454,0.0,0.12174216657876968,0.0012390650167972694,0.001744146596498063,0.09375,0.5005197538520888,0.6986477569596569,1.0
conditional_pc,0,2b9bcbd586b55042,88.65774279192888,1.0,0.0,0.0,0.7277858270062929,1.0,1.0,1.0,1.0,1.0,0.11149947596132696,0.09718459907948894,0.06950772553682327,0.0,0.06658987142145634,0.00019878378505033822,0.00015308007155390158,0.21875,0.8381082239537327,0.9688902745883862,1.0
conditional_pc,0,2c772a570884587c,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12711903115278614,0.10424974569319859,0.15470129251480103,0.0,0.0,0.001563276308360173,0.0020279057401211276,0.0,0.0,0.0,0.0
conditional_pc,0,2ce54722e81a5726,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13207460763965573,0.11058403246065576,0.05080978013575077,0.0,0.0,0.0018713430838062095,0.00214246411331942,0.0,0.0,0.0,0.0
conditional_pc,0,2d1c26e4b5895e96,94.9586774467335,1.0,0.0,0.0,0.879008258721604,1.0,1.0,1.0,1.0,1.0,0.09131096757172333,0.07952219414549494,0.07915712893009186,0.0,0.07499717175960541,9.869543014318083e-05,0.00011409014484797808,0.171875,0.5980345427527641,0.7198115938783083,1.0
conditional_pc,0,2d6b6f9cbf895767,94.00056972946018,1.0,0.0,0.0,0.8560136735070443,1.0,1.0,1.0,1.0,1.0,0.12925565339230588,0.11242093154413904,0.046376949176192284,0.0,0.10570331290364265,0.0005433273771018321,0.0003129227845803939,0.3984375,0.9857880835282881,0.9998870222802085,1.0
conditional_pc,0,2e2bb8bb71265998,81.4800147060624,1.0,0.0,0.0,0.555520352945498,1.0,1.0,1.0,1.0,1.0,0.1307973350292663,0.114738658674893,0.11638952605426311,0.0,0.11075552180409431,0.0002245684967476791,0.0001762110270462358,0.5234375,0.94905538728168,0.9965732606138302,1.0
conditional_pc,0,2eaf758421aa5190,94.41138601589887,1.0,0.0,0.0,0.865873264381573,1.0,1.0,1.0,1.0,1.0,0.1782064645999039,0.1540776020205038,0.04513242654502392,0.0,0.15168138593435287,0.002247054590199582,0.0018591123686846345,0.6875,0.9999715396986948,0.9999999999900824,1.0
conditional_pc,0,2f875dc108ed572f,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13412263691587406,0.11185625786546727,0.05531322956085205,0.0,0.0,0.00012048522506447057,0.00010417324869393951,0.0,0.0,0.0,0.0
conditional_pc,0,2fbab9ffc3fe5a5d,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11632656682268055,0.09737814839611376,0.05102070979773998,0.0,0.0,0.0013546623634148602,0.000947903344545864,0.0,0.0,0.0,0.0
conditional_pc,0,2fd40c15042e53d4,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10453508386966884,0.09008217329075754,0.1787649318575859,0.0,0.0,0.0007369052391830166,0.0006405677743615001,0.0,0.0,0.0,0.0
conditional_pc,0,305b1bf4e7f45522,91.2638064766976,1.0,0.0,0.0,0.7903313554407421,1.0,1.0,1.0,1.0,1.0,0.13730512621221413,0.11003890643335308,0.07186782732605934,0.0,0.11477695405483246,0.001092183901967303,0.0010552240295105264,0.0,0.0,0.0,0.0
conditional_pc,0,312f7d68b7845c0f,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12835517210870395,0.10841627043650154,0.027336309663951397,0.0,0.0,0.00019286034171983601,0.0003066062513035206,0.0,0.0,0.0,0.0
conditional_pc,0,3138ce4847ee5007,90.66939755538732,1.0,0.0,0.0,0.7760655413292957,1.0,1.0,1.0,1.0,1.0,0.13132731047041213,0.10646756736200974,0.10009090229868889,0.0,0.10155026987195015,0.0006371555235098469,0.0010647135684678233,0.0,0.0,0.0,0.0
conditional_pc,0,32516745ea1b59ef,98.48843602090129,1.0,0.0,0.0,0.9637224645016309,1.0,1.0,1.0,1.0,1.0,0.1502929692262628,0.12079197742293896,0.13504108041524887,0.0,0.13246020302176476,0.0014354306371728853,0.002244997926389658,0.328125,0.6179724733682839,0.7202380944853517,1.0
conditional_pc,0,3387bab95d41528a,99.42386394468225,1.0,0.0,0.0,0.9861727346723741,1.0,1.0,1.0,1.0,1.0,0.11415024890329337,0.09135729434101052,0.1830609291791916,0.0,0.0,0.0030896658169723423,0.002776958842915178,0.0,0.0,0.0,0.0
conditional_pc,0,339d5c1111125971,97.83218858204816,1.0,0.0,0.0,0.9479725259691559,1.0,1.0,1.0,1.0,1.0,0.14140210093284125,0.12088099378493702,0.024080499075353146,0.0,0.11872277781367302,0.0003136314718190647,0.000222894438870469,0.0,0.0,0.0,0.0
conditional_pc,0,350714230cb55761,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15084506348037918,0.12277340379243701,0.11152331903576851,0.0,0.0,0.0036138244086600935,0.0032147245644864597,0.0,0.0,0.0,0.0
conditional_pc,0,35e2f788f41851c0,89.07576235588417,1.0,0.0,0.0,0.7378182965412199,1.0,1.0,1.0,1.0,1.0,0.17007845363390517,0.141008570584642,0.13339975103735924,0.0,0.16127772629261017,0.001051023574788701,0.0012829305326036433,0.484375,0.9490526970297328,0.9965732606138128,1.0
conditional_pc,0,36c5c837df3259f8,90.78218029331529,1.0,0.0,0.0,0.778772327039567,1.0,1.0,1.0,1.0,1.0,0.13252044826323772,0.10753012217635449,0.10919302795082331,0.0,0.05375726893544197,0.00057158111177813,0.0005787223125182095,0.0,0.0,0.0,0.0
conditional_pc,0,36f37eab352d5150,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1344352867949113,0.11583397213340643,0.10244952514767647,0.0,0.0,0.0012097441734368886,0.0007825935820662266,0.0,0.0,0.0,0.0
conditional_pc,0,377030639621540e,87.51901727492108,1.0,0.0,0.0,0.7004564145981059,1.0,1.0,1.0,1.0,1.0,0.09915797964552481,0.08637346362852873,0.04658909887075424,0.0,0.0643131248652935,4.828818896207565e-05,0.00010314977680891957,0.1875,0.8299796579132241,0.9787868514189487,1.0
conditional_pc,0,377d9bb5bb125691,97.25159825749006,1.0,0.0,0.0,0.9340383581797616,1.0,1.0,1.0,1.0,1.0,0.10150354362267955,0.0882066869765277,0.10934168100357056,0.0,0.06350502744317055,0.00038990010263972863,0.001101493375829321,0.0078125,0.0625,0.125,0.5
conditional_pc,0,37ab6257bb545b45,84.82398833559083,0.8671875,0.1328125,0.1328125,0.8217132200541797,1.0,0.8671875,1.0,1.0,1.0,0.1314377305594545,0.11347508867640077,0.02716824598610401,0.0,0.1060851588845253,9.44430974314514e-05,8.411546124875713e-05,0.0234375,0.18055555555555558,0.34523809523809523,1.0
conditional_pc,0,38cfd81687975661,94.24634587990161,0.9921875,0.0,0.0,0.861912301117639,1.0,1.0,1.0,0.99609375,1.0,0.18047785240527547,0.14293937820995203,0.1633034124970436,0.0,0.12455004081130028,0.00202555791062764,0.0031136018350537142,0.0,0.0,0.0,0.0
conditional_pc,0,39fe00229f7b5ac4,87.42058825047185,1.0,0.0,0.0,0.6980941180113245,1.0,1.0,1.0,1.0,1.0,0.14839037661166665,0.12212547834993662,0.050299203023314476,0.0,0.135874941945076,0.002106804412697727,0.0017963760173742571,0.015625,0.11805555555555558,0.22023809523809523,0.5
conditional_pc,0,3a4cfdd4bfa55a5e,86.32334853027449,1.0,0.0,0.0,0.6717603647265877,1.0,1.0,1.0,1.0,1.0,0.12811007369742794,0.11236768501706274,0.040955524891614914,0.0,0.10034460201859474,0.00032844864842473953,0.00032844835803302885,0.5625,0.997912868988857,0.9999977442021353,1.0
conditional_pc,0,3c297001ef2d5acb,96.05021217228168,0.0,0.0,0.0,0.9052050921347601,1.0,1.0,1.0,0.5,1.0,0.1389682377839212,0.11156737590677403,0.1398138925433159,0.0,0.0,0.003919931729107873,0.0045931739263664895,0.0,0.0,0.0,0.0
conditional_pc,0,3c30c0c940045ac2,83.74705249508722,1.0,0.0,0.0,0.6099292598820933,1.0,1.0,1.0,1.0,1.0,0.12196730085893037,0.10464371491866946,0.13316122069954872,0.0,0.11505577340722084,0.0014188460278035109,0.0011454174984990573,0.6328125,0.9866667673723482,0.9998295797949266,1.0
conditional_pc,0,3e58b4e75b4d5910,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.223638345524383,0.18087407714027887,0.1311575397849083,0.0,0.0,0.0023518070939587687,0.0015547089048197904,0.0,0.0,0.0,0.0
conditional_pc,0,3f67a285648156d8,87.8430891962185,1.0,0.0,0.0,0.7082341407092441,1.0,1.0,1.0,1.0,1.0,0.16530326287119698,0.14352710281791797,0.021093156654387712,0.0,0.14415989071130753,0.0009380920314683294,0.0008157391090080068,0.46875,0.9953934572468961,0.9999919053056242,1.0
conditional_pc,0,42e6895442ab5601,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12430136265301278,0.10548439908320206,0.0397855918854475,0.0,0.0,0.0005006817092336746,0.0007197433462344804,0.0,0.0,0.0,0.0
conditional_pc,0,43df192ed9125ff3,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06469488965169157,0.05612642597836397,0.024232620373368263,0.0,0.0,0.00017991674397066504,6.974401662773744e-05,0.0,0.0,0.0,0.0
conditional_pc,0,45e7e76381d85846,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17932688921432255,0.14996663788145628,0.09963760524988174,0.0,0.0,0.0008043812187850108,0.0006739211591337835,0.0,0.0,0.0,0.0
conditional_pc,0,468894d189a75353,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1265859730386552,0.10164182867792877,0.07560432329773903,0.0,0.0,0.0023194283848404496,0.003085874118969656,0.0,0.0,0.0,0.0
conditional_pc,0,4775f8e1a53d5c6f,91.53645833333334,0.796875,0.0,0.0,1.0,1.0,1.0,0.796875,1.0,1.0,0.1193212092186374,0.09733024904760305,0.029168857261538506,0.0,0.0,0.0019136530884722447,0.002228373308504672,0.0,0.0,0.0,0.0
conditional_pc,0,482b5439cb6c5350,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15497237635193872,0.13097962339235564,0.045934103429317474,0.0,0.0,0.0009381299886612737,0.0009841141174682377,0.0,0.0,0.0,0.0
conditional_pc,0,48cf36e2f3e15071,97.84610035042361,1.0,0.0,0.0,0.9483064084101669,1.0,1.0,1.0,1.0,1.0,0.1664773058478385,0.1441103183507923,0.1599988117814064,0.0,0.13707731291651726,0.0005213407999278274,0.000330806756029034,0.4453125,0.7495041746483613,0.8877105839691772,1.0
conditional_pc,0,48d4fcc3437755a8,92.48726200967711,1.0,0.0,0.0,0.8196942882322507,1.0,1.0,1.0,1.0,1.0,0.14425333552933903,0.12543186348472735,0.1549133136868477,0.0,0.13765568286180496,0.0007090571481924712,0.001103793274115361,0.8671875,0.9999996607673064,1.0,1.0
conditional_pc,0,4934fe6008f8564b,96.63040519190935,0.9921875,0.0078125,0.0078125,0.9300672246058238,1.0,0.9921875,1.0,1.0,1.0,0.13859892494167664,0.11431500120414394,0.09271856024861336,0.0,0.09948896989226341,0.00022538943955296986,0.0002857002481704285,0.0,0.0,0.0,0.0
conditional_pc,0,4a5cb683d82059f0,92.28901252497951,1.0,0.0,0.0,0.8149363005995085,1.0,1.0,1.0,1.0,1.0,0.12568067026993063,0.11012802800305244,0.05390891619026661,0.0,0.09333274140954018,0.00016664025874746358,0.00013638374945657006,0.2890625,0.9285581488242307,0.9948551791510913,1.0
conditional_pc,0,4a8b4dff75c15a8a,75.0,0.75,0.25,0.25,0.75,1.0,0.75,1.0,1.0,1.0,0.1239675537872077,0.10057306844834807,0.14282578974962234,0.0,0.0,0.0010288523720163312,0.0010714525885475723,0.0,0.0,0.0,0.0
conditional_pc,0,4ac0a91fc4dd5ca9,99.67447916666667,0.0,0.0,0.0,1.0,1.0,1.0,0.9921875,0.0,1.0,0.15485757065419076,0.12600277363728762,0.14216598123311996,0.0,0.0,0.0012916818145143338,0.006679869002276462,0.0,0.0,0.0,0.0
conditional_pc,0,4af11dadd34359fe,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14410631901401905,0.11629416210818419,0.12523140758275986,0.0,0.0,0.002737218643140693,0.002870173044669855,0.0,0.0,0.0,0.0
conditional_pc,0,4bc510a669d8549f,62.880642876266414,0.1171875,0.0,0.0,0.9919479290303941,1.0,1.0,0.1171875,1.0,1.0,0.12089902114054815,0.10296888003491333,0.08459053933620453,0.0,0.10893842950463295,0.0005693432097437778,0.0005946345897416386,0.1171875,0.6108433295436693,0.8316848680381252,1.0
conditional_pc,0,4ce4021236435fc2,87.86133780987686,1.0,0.0,0.0,0.7086721074370448,1.0,1.0,1.0,1.0,1.0,0.16140862966819808,0.1312051258973504,0.057097298093140125,0.0,0.13752669095993042,0.0005682534844524412,0.0008299625372174546,0.0,0.0,0.0,0.0
conditional_pc,0,502320eeaec55d1f,98.19303728814141,1.0,0.0,0.0,0.9566328949153939,1.0,1.0,1.0,1.0,1.0,0.12671812715940467,0.10728322301017354,0.07294930890202522,0.0,0.08453061804175377,0.0009405300833478236,0.0011094859427416282,0.0390625,0.27346641988365944,0.47187806904887813,1.0
conditional_pc,0,505c44ea52485f9d,99.50875881554617,1.0,0.0,0.0,0.988210211573108,1.0,1.0,1.0,1.0,1.0,0.11716079069622307,0.09779864416444678,0.09158816933631897,0.0,0.0956469364464283,0.0008328166526752057,0.0010528496077384375,0.0,0.0,0.0,0.0
