scope,protocol,model,reference,metric,n,mean_difference,median_difference,ci_low,ci_high,log_cluster_ci_low,log_cluster_ci_high,win_fraction,tie_fraction,log_count
NEW4000,eval,psi_sft,original_grpo_11970,pairwise_ADE,4000,0.1346998500842601,0.12754144705832005,0.13315044839559123,0.13635498629402137,0.13242366930973976,0.1370620726013939,0.9995,0.0,944
NEW4000,eval,psi_sft,original_grpo_11970,pairwise_ADE64,4000,0.13469199699535966,0.12747156620025635,0.13307195263896138,0.13628767589759083,0.13250540048132833,0.1369246986539999,0.9995,0.0,944
NEW4000,eval,psi_sft,original_grpo_11970,centroid_displacement,4000,-0.07539136660844088,-0.08785519003868103,-0.08323892860268244,-0.06786727709157858,-0.08413646661657613,-0.06636359378776817,0.34125,0.0,944
NEW4000,eval,psi_sft,original_grpo_11970,feasible_rate,4000,-0.02977734375,0.0,-0.03658984375,-0.023163574218749997,-0.036952789907440046,-0.022217238273369654,0.03325,0.81675,944
NEW4000,eval,psi_sft,original_grpo_11970,mean_PDMS,4000,-2.75191510094777,0.0,-3.2143048345092295,-2.2917457721045524,-3.2811738679130475,-2.2580872546067705,0.27375,0.2895,944
NEW4000,eval,psi_sft,original_grpo_11970,min_PDMS,4000,-7.868210031947147,0.0,-8.656467431937262,-7.14869380542535,-8.705985754613986,-7.037789345693421,0.21125,0.299,944
NEW4000,eval,psi_sft,original_grpo_11970,max_PDMS,4000,-0.0051716089596285176,0.0,-0.34670624351415485,0.33008844990990455,-0.33655535445297974,0.32569149382321705,0.34775,0.41825,944
NEW4000,eval,psi_sft,original_grpo_11970,CVaR25_PDMS,4000,-5.623089744447523,0.0,-6.280157682923107,-5.006413704650007,-6.363512171942217,-4.893300920219465,0.2315,0.2965,944
NEW4000,eval,psi_sft,original_grpo_11970,Spread_AUC,4000,0.10625656112097204,0.0998949483036995,0.10491325538121163,0.1075912702557631,0.10445343705346533,0.10814807395565153,0.999,0.0,944
NEW4000,eval,psi_sft,original_grpo_11970,hard_failure_rate,4000,0.025671875,0.0,0.0211083984375,0.03022265625,0.02082782057384545,0.030600082103759824,0.09925,0.89225,944
NEW4000,eval,psi_sft,original_grpo_11970,zero_score_rate,4000,0.02405859375,0.0,0.019679003906250003,0.028418847656250003,0.019442468572642,0.028934017333626025,0.09475,0.89675,944
NEW4000,eval,psi_sft,original_grpo_11970,std_PDMS,4000,2.80528180069085,0.184274829010815,2.5320801173104006,3.0869969292985453,2.4753597811555017,3.1395313708517993,0.65975,0.2925,944
