scope,membership,model,protocol,kind,metric,n,mean_difference,median_difference,ci_low,ci_high,log_cluster_ci_low,log_cluster_ci_high,win_fraction,tie_fraction,log_count
OLD1000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,nearest_ADE,767,0.0073870688560267,0.019086182117462158,-0.005743667261852279,0.020706445718915098,-0.00608534765217074,0.021063022984093745,0.5528031290743155,0.0,395
OLD1000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,weighted_hit64_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,hit64_0p5,328,-0.003048780487804878,0.0,-0.009146341463414634,0.0,-0.009584664536741214,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,hit16_0p5,328,-0.0007621951219512195,0.0,-0.0022865853658536584,0.0,-0.0024117700446011827,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,mass64_0p5,328,-4.763719512195122e-05,0.0,-0.00014291158536585365,0.0,-0.00015024038461538462,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,nearest_ADE,328,0.024847329753201183,0.020753473043441772,0.014426345005631447,0.03562609417045989,0.013689720290812332,0.03536466375406894,0.5701219512195121,0.0,219
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,weighted_hit64_0p5,328,-0.003048780487804878,0.0,-0.009146341463414634,0.0,-0.009772785335632623,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_TRAIN,psi_sft,native_grpo,GT,hit64_0p5,328,-0.003048780487804878,0.0,-0.009146341463414634,0.0,-0.009584664536741214,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_TRAIN,psi_sft,native_grpo,GT,hit16_0p5,328,-0.0007621951219512195,0.0,-0.0022865853658536584,0.0,-0.002467308819697759,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_TRAIN,psi_sft,native_grpo,GT,mass64_0p5,328,-4.763719512195122e-05,0.0,-0.00014291158536585365,0.0,-0.00015169902912621358,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_TRAIN,psi_sft,native_grpo,GT,nearest_ADE,328,0.10861160497112972,0.09708407521247864,0.09449653172093195,0.12362608090043067,0.0949863977602903,0.1229582945525269,0.801829268292683,0.0,219
OLD1000,PSI_TRAIN,psi_sft,native_grpo,GT,weighted_hit64_0p5,328,-0.003048780487804878,0.0,-0.009146341463414634,0.0,-0.00980392156862745,0.0,0.0,0.9969512195121951,219
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,ALL,hit64_0p5,165,-0.2787878787878788,0.0,-0.3515151515151515,-0.20606060606060606,-0.3532616831554283,-0.2012177600224278,0.01818181818181818,0.6848484848484848,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,ALL,hit16_0p5,165,-0.2727272727272727,0.0,-0.34393939393939393,-0.20450757575757564,-0.3441424232736573,-0.20281344630794312,0.048484848484848485,0.6,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,ALL,mass64_0p5,165,-0.19356060606060607,0.0,-0.2552083333333333,-0.13256155303030298,-0.26022125418220715,-0.12771883118640398,0.09090909090909091,0.4484848484848485,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,ALL,nearest_ADE,165,0.19861017007267837,0.20685571432113647,0.16410784964816588,0.23406312717632813,0.15650556870626753,0.24157173769683987,0.8121212121212121,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,ALL,weighted_hit64_0p5,165,-0.2787878787878788,0.0,-0.3575757575757576,-0.20606060606060606,-0.35762611397269234,-0.20253164556962025,0.01818181818181818,0.6848484848484848,97
OLD1000,PSI_VALIDATION,psi_sft,eval,ALL,hit64_0p5,165,-0.09090909090909091,0.0,-0.1696969696969697,-0.012121212121212121,-0.17159763313609466,-0.016744007929356583,0.09090909090909091,0.7272727272727273,97
OLD1000,PSI_VALIDATION,psi_sft,eval,ALL,hit16_0p5,165,-0.14545454545454545,0.0,-0.21818181818181817,-0.07727272727272727,-0.2212197928653625,-0.0748337803106492,0.12121212121212122,0.593939393939394,97
OLD1000,PSI_VALIDATION,psi_sft,eval,ALL,mass64_0p5,165,-0.1796401515151515,-0.015625,-0.24147964015151516,-0.11997869318181817,-0.2448184209763451,-0.12061146045362023,0.1696969696969697,0.32727272727272727,97
OLD1000,PSI_VALIDATION,psi_sft,eval,ALL,nearest_ADE,165,0.0868111236754692,0.08399777859449387,0.04195328268984502,0.13492244639631473,0.031052308188579784,0.140239070483758,0.6363636363636364,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,eval,ALL,weighted_hit64_0p5,165,-0.09090909090909091,0.0,-0.16363636363636364,-0.012121212121212121,-0.17006802721088435,-0.017241379310344827,0.09090909090909091,0.7272727272727273,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,GT,hit64_0p5,165,-0.2787878787878788,0.0,-0.3515151515151515,-0.20606060606060606,-0.3546558514628657,-0.2,0.01818181818181818,0.6848484848484848,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,GT,hit16_0p5,165,-0.2727272727272727,0.0,-0.3424242424242424,-0.20454545454545456,-0.3426512416343783,-0.20097961653015636,0.048484848484848485,0.6,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,GT,mass64_0p5,165,-0.19356060606060607,0.0,-0.25275094696969697,-0.13436316287878783,-0.258806010146035,-0.129731741530088,0.09090909090909091,0.4484848484848485,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,GT,nearest_ADE,165,0.19861017007267837,0.20685571432113647,0.16189057075446756,0.23488394137020363,0.15619865118811124,0.24101990759746034,0.8121212121212121,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,GT,weighted_hit64_0p5,165,-0.2787878787878788,0.0,-0.3515151515151515,-0.20606060606060606,-0.3526393188854489,-0.20252970412363128,0.01818181818181818,0.6848484848484848,97
OLD1000,PSI_VALIDATION,psi_sft,eval,GT,hit64_0p5,165,-0.09090909090909091,0.0,-0.1696969696969697,-0.012121212121212121,-0.17009714844842044,-0.012422360248447204,0.09090909090909091,0.7272727272727273,97
OLD1000,PSI_VALIDATION,psi_sft,eval,GT,hit16_0p5,165,-0.14545454545454545,0.0,-0.21363636363636362,-0.07575757575757576,-0.22031504252958578,-0.07432432432432433,0.12121212121212122,0.593939393939394,97
OLD1000,PSI_VALIDATION,psi_sft,eval,GT,mass64_0p5,165,-0.1796401515151515,-0.015625,-0.24242897727272728,-0.11742424242424243,-0.24122432593819934,-0.11666351829568708,0.1696969696969697,0.32727272727272727,97
OLD1000,PSI_VALIDATION,psi_sft,eval,GT,nearest_ADE,165,0.0868111236754692,0.08399777859449387,0.04209891161570947,0.13177749915048484,0.03228112270009251,0.13997415747814781,0.6363636363636364,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,eval,GT,weighted_hit64_0p5,165,-0.09090909090909091,0.0,-0.1696969696969697,-0.012121212121212121,-0.16993464052287582,-0.016481264637002335,0.09090909090909091,0.7272727272727273,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,hit16_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,mass64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,nearest_ADE,165,0.04038858558192398,0.01755976676940918,0.014834610657258468,0.0634190910783681,0.015011498498319353,0.06791118527744254,0.5636363636363636,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,weighted_hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,ALL,hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,ALL,hit16_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,ALL,mass64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,ALL,nearest_ADE,165,0.11725717060493701,0.12453746795654297,0.08468636996818311,0.1519353627255469,0.07520164403469623,0.15551977146331333,0.7515151515151515,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,ALL,weighted_hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,hit16_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,mass64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,nearest_ADE,165,0.04038858558192398,0.01755976676940918,0.01677497221664949,0.06472442756999623,0.013408630333066622,0.0665966552117808,0.5636363636363636,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,weighted_hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,GT,hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,GT,hit16_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,GT,mass64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,GT,nearest_ADE,165,0.11725717060493701,0.12453746795654297,0.08276855342315904,0.15123864123315525,0.07723304867428148,0.15498760399653724,0.7515151515151515,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,GT,weighted_hit64_0p5,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
