scope,psi_membership,model,protocol,metric,n,mean_difference,median_difference,ci_low,ci_high,log_cluster_ci_low,log_cluster_ci_high,win_fraction,tie_fraction,log_count
FULL5000,PSI_VALIDATION,original_grpo_11970,eval,centroid_displacement,889,0.5395158637227035,0.5200340747833252,0.5258777890540869,0.5527153371417365,0.516373664007323,0.5624260337980566,1.0,0.0,189
FULL5000,PSI_VALIDATION,original_grpo_11970,eval,feasible_rate,889,0.0049564116985376825,0.0,-0.012936322412823397,0.021917182227221596,-0.015294010570556807,0.02382678914445967,0.10123734533183353,0.8323959505061868,189
FULL5000,PSI_VALIDATION,original_grpo_11970,eval,mean_PDMS,889,4.205518757322383,1.2672799298440225,3.003499591194821,5.441443950253275,2.8881462775282998,5.595173187831782,0.6827896512935883,0.2204724409448819,189
FULL5000,PSI_VALIDATION,psi_sft,eval,pairwise_ADE64,889,0.1792019166940712,0.1776762157678604,0.17561415230763158,0.18275477398088447,0.1727611009272731,0.18533235497146905,1.0,0.0,189
FULL5000,PSI_VALIDATION,psi_sft,eval,centroid_displacement,889,0.48101287390052,0.46640145778656006,0.46587984043930913,0.49733766597298606,0.4517282015216191,0.5076327948763918,1.0,0.0,189
FULL5000,PSI_VALIDATION,psi_sft,eval,feasible_rate,889,-0.014341957255343082,0.0,-0.026576121344206977,-0.0019329126827896496,-0.02648955697929128,-0.0027648144434765033,0.07874015748031496,0.7604049493813273,189
FULL5000,PSI_VALIDATION,psi_sft,eval,mean_PDMS,889,0.9683326992465129,1.0014539500549375,-0.03057141265848669,1.893617768665177,0.04541220194013913,1.9144085421299568,0.6130483689538808,0.19572553430821146,189
FULL5000,PSI_VALIDATION,original_grpo_11970,native_grpo,pairwise_ADE64,889,0.0045115014431313,0.007717251777648926,0.003348409851302714,0.00572947350543315,0.002651099323109148,0.006285910433566786,0.7199100112485939,0.0,189
FULL5000,PSI_VALIDATION,original_grpo_11970,native_grpo,centroid_displacement,889,0.5385581163775398,0.5274945497512817,0.5255951013541765,0.5519047422466551,0.5168415417208331,0.5598074271509308,1.0,0.0,189
FULL5000,PSI_VALIDATION,original_grpo_11970,native_grpo,feasible_rate,889,0.05104049493813273,0.015625,0.04165275239032621,0.06084786276715411,0.03817889756128603,0.06359505867897086,0.5579302587176603,0.12823397075365578,189
FULL5000,PSI_VALIDATION,original_grpo_11970,native_grpo,mean_PDMS,889,9.086830941998285,5.782629475577735,8.329170406233947,9.887187240439292,8.158596421575796,10.103996261109167,0.8391451068616423,0.003374578177727784,189
FULL5000,PSI_VALIDATION,psi_sft,native_grpo,pairwise_ADE64,889,0.281513560877608,0.2829381227493286,0.27787587498183725,0.2853136700271085,0.27532503844489753,0.28764371572704855,1.0,0.0,189
FULL5000,PSI_VALIDATION,psi_sft,native_grpo,centroid_displacement,889,0.5471469744855562,0.5388458967208862,0.5318825221828973,0.5629846965361919,0.5187477112511081,0.5738247509963346,1.0,0.0,189
FULL5000,PSI_VALIDATION,psi_sft,native_grpo,feasible_rate,889,-0.06478487064116985,-0.046875,-0.07185127249718785,-0.057647286276715407,-0.07297393489876267,-0.05673862043376134,0.20247469066366705,0.10798650168728909,189
FULL5000,PSI_VALIDATION,psi_sft,native_grpo,mean_PDMS,889,-3.094533534276834,-2.0685979757926134,-3.6643146818097465,-2.5124214485072085,-3.7347028504454634,-2.415969603011749,0.3340832395950506,0.003374578177727784,189
NEW4000,PSI_TRAIN,original_grpo_11970,eval,pairwise_ADE64,3276,0.025249626942351916,0.02457236498594284,0.024674357693774285,0.025822912949428498,0.024533679374335413,0.025987088722763577,0.9474969474969475,0.0,760
NEW4000,PSI_TRAIN,original_grpo_11970,eval,centroid_displacement,3276,0.49246026081589117,0.4575328230857849,0.4854749872100168,0.49928595698921874,0.4831663946161041,0.5020200084502042,1.0,0.0,760
NEW4000,PSI_TRAIN,original_grpo_11970,eval,feasible_rate,3276,0.018753815628815628,0.0,0.012066687652625153,0.025397898542429794,0.011304731423173476,0.02592616939952951,0.08485958485958486,0.887057387057387,760
NEW4000,PSI_TRAIN,original_grpo_11970,eval,mean_PDMS,3276,3.2578356150765653,0.2776454247634561,2.8306865043030065,3.6871360110869986,2.814410996303223,3.700558219439746,0.543040293040293,0.32173382173382176,760
NEW4000,PSI_TRAIN,psi_sft,eval,pairwise_ADE64,3276,0.1566576890792966,0.14870312809944153,0.15481832802727233,0.15850153925617694,0.15434011109476384,0.1592401397340981,1.0,0.0,760
NEW4000,PSI_TRAIN,psi_sft,eval,centroid_displacement,3276,0.4145433959336235,0.37128157913684845,0.40625697604035993,0.4228617196746275,0.40312060482744083,0.4262789145369928,1.0,0.0,760
NEW4000,PSI_TRAIN,psi_sft,eval,feasible_rate,3276,-0.012639270451770452,0.0,-0.01818719474969475,-0.006963284111721611,-0.01819419018616158,-0.007112572893483955,0.054945054945054944,0.8226495726495726,760
NEW4000,PSI_TRAIN,psi_sft,eval,mean_PDMS,3276,0.6442956861297162,0.14231979310999776,0.17441965958007744,1.082860556332945,0.17024237996926972,1.1225656216635898,0.5228937728937729,0.2872405372405372,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,pairwise_ADE64,3276,-0.0010514404529180282,0.0016701221466064453,-0.001683355984306452,-0.00046752652878871904,-0.0017912752781012037,-0.0002817702578614831,0.546092796092796,0.0,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,centroid_displacement,3276,0.4903345618542552,0.4562488943338394,0.4835262227114358,0.4974042908952063,0.4811550358654578,0.4998746845274357,1.0,0.0,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,feasible_rate,3276,0.0859899648962149,0.046875,0.08089073469932845,0.09105998168498168,0.0797725898518005,0.09226841505518181,0.6486568986568987,0.14865689865689866,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,mean_PDMS,3276,9.893381945986965,5.698351864717594,9.49557207173343,10.30833228944077,9.40571059350424,10.391023322957214,0.8931623931623932,0.003357753357753358,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,pairwise_ADE64,3276,0.2554479752631997,0.2566179037094116,0.2534600024649439,0.2574466367617195,0.25285233501934606,0.2581495009575027,1.0,0.0,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,centroid_displacement,3276,0.4709355836627284,0.43447351455688477,0.46260206942965065,0.4791170857190035,0.4592993295526947,0.4826320211694686,1.0,0.0,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,feasible_rate,3276,-0.061527014652014655,-0.046875,-0.0650708991529304,-0.05801186660561661,-0.06563086935552555,-0.057502816366712575,0.20085470085470086,0.11202686202686203,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,mean_PDMS,3276,-3.2416133139283447,-2.5305283474147373,-3.519652202845085,-2.95651770819074,-3.5451505426001746,-2.9187699408299133,0.30036630036630035,0.0015262515262515263,760
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,pairwise_ADE64,724,0.03029698082014342,0.030588693916797638,0.02906455682739821,0.03155091003957333,0.02848513505730817,0.032188106926750705,0.962707182320442,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,centroid_displacement,724,0.545060481721772,0.5279092192649841,0.5298042073982218,0.5605044776319078,0.5229640197959905,0.5668685422864556,1.0,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,feasible_rate,724,0.011243957182320442,0.0,-0.008440521408839777,0.030818909703038674,-0.01178418436791223,0.032470367613376086,0.10359116022099447,0.8287292817679558,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,mean_PDMS,724,4.649461312678,1.276952211675514,3.3304057959580113,6.057858725890963,3.211183881085592,6.24443346738456,0.6795580110497238,0.21685082872928177,184
NEW4000,PSI_VALIDATION,psi_sft,eval,pairwise_ADE64,724,0.17984832946766807,0.17954009026288986,0.17578322379000857,0.18387535885748202,0.17253935409240284,0.18654307605306109,1.0,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,eval,centroid_displacement,724,0.4810966459766689,0.4651699662208557,0.46248742371452817,0.4993662049894823,0.452347953417796,0.5082057854274734,1.0,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,eval,feasible_rate,724,-0.011222375690607736,0.0,-0.024970864986187846,0.0024171270718232043,-0.024773382461958336,0.002055381519833039,0.08149171270718232,0.755524861878453,184
NEW4000,PSI_VALIDATION,psi_sft,eval,mean_PDMS,724,1.27141767101888,1.0783213342712656,0.16919731390380183,2.404596579076031,0.16246936760961256,2.3850320203856255,0.6243093922651933,0.1919889502762431,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,pairwise_ADE64,724,0.004493953279368785,0.007962465286254883,0.0031347719551120677,0.0058496747104173205,0.002511184969305684,0.0064249381068977995,0.7182320441988951,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,centroid_displacement,724,0.5442081323480079,0.5394854545593262,0.5298203139524722,0.5585102265150137,0.5237367697577474,0.566409036054683,1.0,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,feasible_rate,724,0.05464433701657458,0.015625,0.0427308140538674,0.06649365504143648,0.04086429195804196,0.06905980831100005,0.56353591160221,0.1298342541436464,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,mean_PDMS,724,9.569612827040139,6.19721994886163,8.71013097317936,10.493226778923777,8.551744858480774,10.633722064417192,0.8439226519337016,0.0027624309392265192,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,pairwise_ADE64,724,0.2808594687208945,0.2835528254508972,0.27656555357311974,0.2851083041760473,0.2737747517616438,0.28773365095776454,1.0,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,centroid_displacement,724,0.5456707675977307,0.5408834218978882,0.528388734292805,0.5635210957432176,0.5162560853356515,0.5730980401197033,1.0,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,feasible_rate,724,-0.06278055939226519,-0.046875,-0.07039936550414365,-0.0548585333218232,-0.07177213184053763,-0.053893155740914786,0.20994475138121546,0.10359116022099447,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,mean_PDMS,724,-2.7660206058428654,-1.7523398358207558,-3.3935027954184758,-2.129793402010499,-3.454651886394665,-2.0190609634025587,0.35082872928176795,0.0013812154696132596,184
OLD1000,PSI_TRAIN,original_grpo_11970,eval,pairwise_ADE64,835,0.02456264117966869,0.024598494172096252,0.023399007380521763,0.025715449588585224,0.023334238485135255,0.025822342243442046,0.9461077844311377,0.0,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,centroid_displacement,835,0.4959711550417061,0.46393895149230957,0.4825616608399474,0.510029780527878,0.48105446411719466,0.5122205000941012,1.0,0.0,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,feasible_rate,835,0.012294161676646707,0.0,0.001534431137724551,0.023150261976047914,0.0012795386164041035,0.023978870450920745,0.07664670658682635,0.9029940119760479,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,mean_PDMS,835,3.0031395094672417,0.3601319718271583,2.3487231070387153,3.7529753439782536,2.306836915983716,3.7480019844064136,0.5604790419161677,0.3125748502994012,415
OLD1000,PSI_TRAIN,psi_sft,eval,pairwise_ADE64,835,0.15933910987066652,0.15132330358028412,0.15600744421242507,0.16281460088705588,0.155379567892325,0.16337647051887705,1.0,0.0,415
OLD1000,PSI_TRAIN,psi_sft,eval,centroid_displacement,835,0.4333037787301098,0.39404284954071045,0.41579898644372554,0.4517295289552676,0.41360515387025343,0.45244472337998537,1.0,0.0,415
OLD1000,PSI_TRAIN,psi_sft,eval,feasible_rate,835,-0.01936751497005988,0.0,-0.03065166541916168,-0.00879444236526946,-0.030351014194016465,-0.00835469407178264,0.04910179640718563,0.8119760479041916,415
OLD1000,PSI_TRAIN,psi_sft,eval,mean_PDMS,835,0.5801554107248698,0.24656626302399332,-0.2483562791765459,1.3517530597960903,-0.2827188556092045,1.377986537113871,0.5353293413173653,0.2682634730538922,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,pairwise_ADE64,835,-0.0015124983416346018,0.0011830329895019531,-0.002720144922861796,-0.00028018670881579727,-0.002911864544676137,-0.00018392305941079514,0.5592814371257485,0.0,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,centroid_displacement,835,0.49511166156052117,0.46427878737449646,0.4825101363400142,0.5082383167208312,0.48024198100050236,0.5109975072303755,1.0,0.0,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,feasible_rate,835,0.08839820359281438,0.046875,0.0782747005988024,0.09816663547904192,0.07761442200045429,0.09941335227272727,0.6598802395209581,0.1437125748502994,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,mean_PDMS,835,10.394001608895886,6.901041666666657,9.58702623666364,11.176680747216983,9.514311489972346,11.280820646719523,0.8922155688622755,0.0011976047904191617,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,pairwise_ADE64,835,0.25884970390868045,0.2587777376174927,0.2551335572304126,0.26268845740192664,0.2544390543590556,0.2634647884150678,1.0,0.0,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,centroid_displacement,835,0.48919913556404454,0.4591880142688751,0.47267267679316016,0.5059099968290793,0.4701303004328233,0.5084252999788392,1.0,0.0,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,feasible_rate,835,-0.0659618263473054,-0.046875,-0.07318488023952095,-0.05868216691616766,-0.07344025398504167,-0.05842909603077342,0.19161676646706588,0.11497005988023952,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,mean_PDMS,835,-3.3219794564949674,-2.6599020438417966,-3.8922063649715506,-2.741554373350511,-3.9253692571381404,-2.7137940775473353,0.31017964071856285,0.0023952095808383233,415
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,pairwise_ADE64,165,0.0297239891733184,0.02943362295627594,0.027676959750101423,0.03164789590307258,0.027504004278614966,0.031692419178683484,0.9757575757575757,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,centroid_displacement,165,0.5151867520177003,0.47912612557411194,0.48587363813072443,0.5458981266166225,0.47745006074960417,0.5537848473867135,1.0,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,feasible_rate,165,-0.022632575757575758,0.0,-0.059848484848484845,0.012691761363636372,-0.061701043412232925,0.01174729143139471,0.09090909090909091,0.8484848484848485,97
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,mean_PDMS,165,2.257552635640771,1.2082900695731098,-0.5507173617743029,4.725002285479686,-0.15045356110999025,4.523389012420927,0.696969696969697,0.23636363636363636,97
OLD1000,PSI_VALIDATION,psi_sft,eval,pairwise_ADE64,165,0.17636553579659173,0.1719208061695099,0.16896106763037316,0.18366556229577824,0.16852930369702093,0.18398330760403475,1.0,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,eval,centroid_displacement,165,0.48064529218456964,0.46800994873046875,0.44182516963813795,0.51747813794649,0.4374326557089433,0.5235924655792209,1.0,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,eval,feasible_rate,165,-0.02803030303030303,0.0,-0.05416666666666667,-0.002836174242424225,-0.052676169193624944,-0.005462990707804923,0.06666666666666667,0.7818181818181819,97
OLD1000,PSI_VALIDATION,psi_sft,eval,mean_PDMS,165,-0.3615674193182981,0.5435469284534236,-2.2270990295550837,1.4088381003536448,-2.030990153001284,1.1565899197445826,0.5636363636363636,0.21212121212121213,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,pairwise_ADE64,165,0.004588500658671061,0.006857872009277344,0.002093287742499149,0.006894787802840725,0.0020321074954090146,0.007055249868058847,0.7272727272727273,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,centroid_displacement,165,0.5137665311495463,0.4892832040786743,0.48331428409074295,0.5422732268770536,0.4754624109721503,0.5495895349572825,1.0,0.0,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,feasible_rate,165,0.035227272727272725,0.015625,0.016285511363636367,0.05388494318181819,0.01663306451612903,0.0541804818744474,0.5333333333333333,0.12121212121212122,97
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,mean_PDMS,165,6.968442549450989,4.726924213168445,5.3621295382539165,8.580848473933125,5.3680356666938644,8.67061462267777,0.8181818181818182,0.006060606060606061,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,pairwise_ADE64,165,0.28438363797736893,0.2769289016723633,0.2763287783210928,0.2923700393510587,0.27645783792954437,0.29207275753352185,1.0,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,centroid_displacement,165,0.553624391375166,0.530921220779419,0.5201588915288449,0.5878719163708614,0.5138007468119039,0.5906191419549705,1.0,0.0,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,feasible_rate,165,-0.07357954545454545,-0.0625,-0.0893939393939394,-0.058143939393939394,-0.08826013513513513,-0.05798359418702219,0.1696969696969697,0.12727272727272726,97
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,mean_PDMS,165,-4.536008444496186,-3.125,-5.901477914728249,-3.2057337426149517,-5.909266421339758,-3.1509456022837683,0.2606060606060606,0.012121212121212121,97
